FbID,DegreeC
FBgn0030657,0.0005643871695983444
FBgn0028999,0.0011287743391966889
FBgn0011016,0.004044774715454802
FBgn0031830,0.0011287743391966889
FBgn0000061,0.0023516132066597685
FBgn0004863,0.0050794845263851
FBgn0000183,0.0050794845263851
FBgn0010416,0.0018812905653278148
FBgn0033233,0.0027278713197253315
FBgn0003345,0.0022575486783933778
FBgn0025381,0.0007525162261311259
FBgn0032509,0.0011287743391966889
FBgn0004656,0.005455742639450663
FBgn0003028,0.0016931615087950333
FBgn0001226,0.006584516978647352
FBgn0032704,0.0015050324522622519
FBgn0025777,0.005173549054651491
FBgn0027360,0.0013169033957294704
FBgn0002413,0.002163484150126987
FBgn0000251,0.002916000376258113
FBgn0022893,0.019565421879409274
FBgn0030711,0.0009406452826639074
FBgn0003390,0.0013169033957294704
FBgn0026252,0.007148904148245696
FBgn0000591,0.0028219358479917222
FBgn0035165,0.004138839243721193
FBgn0024251,0.0006584516978647352
FBgn0034763,0.0013169033957294704
FBgn0033749,0.0007525162261311259
FBgn0038418,0.00037625811306556296
FBgn0017430,0.0019753550935942056
FBgn0030418,0.0015990969805286426
FBgn0024188,0.0008465807543975167
FBgn0086362,0.002163484150126987
FBgn0004198,0.0022575486783933778
FBgn0037931,0.001787226037061424
FBgn0002723,0.0011287743391966889
FBgn0031453,0.00893613018530712
FBgn0039270,0.0014109679239958611
FBgn0023172,0.0019753550935942056
FBgn0003651,0.0026338067914589407
FBgn0000166,0.007901420374376822
FBgn0035993,0.0031041294327908944
FBgn0004698,0.0019753550935942056
FBgn0038948,0.004797290941585928
FBgn0011276,0.0007525162261311259
FBgn0002441,0.0015050324522622519
FBgn0015524,0.001787226037061424
FBgn0010741,0.0028219358479917222
FBgn0002985,0.0019753550935942056
FBgn0022238,0.0022575486783933778
FBgn0001185,0.0009406452826639074
FBgn0015790,0.005926065280782617
FBgn0011474,0.0009406452826639074
FBgn0035997,0.0009406452826639074
FBgn0005624,0.0030100649045245037
FBgn0036994,0.00037625811306556296
FBgn0033421,0.0006584516978647352
FBgn0024196,0.0033863230175900667
FBgn0032814,0.0006584516978647352
FBgn0015949,0.0009406452826639074
FBgn0031296,0.006020129809049007
FBgn0004581,0.0006584516978647352
FBgn0014879,0.0005643871695983444
FBgn0004181,0.0007525162261311259
FBgn0014870,0.008559872072241558
FBgn0020278,0.0016931615087950333
FBgn0002906,0.0020694196218605963
FBgn0002931,0.00018812905653278148
FBgn0025334,0.006020129809049007
FBgn0016726,0.008465807543975166
FBgn0031391,0.00253974226319255
FBgn0013954,0.010441162637569373
FBgn0004868,0.007337033204778478
FBgn0036621,0.0016931615087950333
FBgn0024975,0.0015050324522622519
FBgn0000581,0.0007525162261311259
FBgn0010750,0.004044774715454802
FBgn0037468,0.0006584516978647352
FBgn0004394,0.0004703226413319537
FBgn0085405,0.005361678111184272
FBgn0004882,0.0027278713197253315
FBgn0003015,0.008371743015708775
FBgn0262955,0.0010347098109302981
FBgn0026373,0.0019753550935942056
FBgn0023512,0.0005643871695983444
FBgn0000568,0.0008465807543975167
FBgn0004854,0.00018812905653278148
FBgn0020306,0.003198193961057285
FBgn0001269,0.0018812905653278148
FBgn0003334,0.003668516602389239
FBgn0002783,0.01025303358103659
FBgn0037831,0.0013169033957294704
FBgn0014011,0.0016931615087950333
FBgn0025355,0.0009406452826639074
FBgn0004860,0.0015990969805286426
FBgn0029088,0.0005643871695983444
FBgn0051992,0.0019753550935942056
FBgn0031668,0.003668516602389239
FBgn0015513,0.002163484150126987
FBgn0026324,0.0026338067914589407
FBgn0011225,0.0031041294327908944
FBgn0000667,0.006020129809049007
FBgn0037540,0.0010347098109302981
FBgn0005617,0.0016931615087950333
FBgn0034691,0.0010347098109302981
FBgn0001086,0.0010347098109302981
FBgn0044323,0.002916000376258113
FBgn0026313,0.0012228388674630796
FBgn0013325,0.008559872072241558
FBgn0000063,0.004609161885053146
FBgn0000547,0.009030194713573511
FBgn0003495,0.0005643871695983444
FBgn0031759,0.0030100649045245037
FBgn0011604,0.005173549054651491
FBgn0262473,0.0013169033957294704
FBgn0003862,0.0026338067914589407
FBgn0027338,0.011005549807167716
FBgn0039016,0.0014109679239958611
FBgn0260439,0.011946195089831625
FBgn0051646,0.0018812905653278148
FBgn0000212,0.008653936600507948
FBgn0031529,0.0011287743391966889
FBgn0000108,0.0008465807543975167
FBgn0000139,0.0024456777349261593
FBgn0001075,0.00893613018530712
FBgn0000042,0.008748001128774338
FBgn0037295,0.0002821935847991722
FBgn0041097,0.0005643871695983444
FBgn0003885,0.001787226037061424
FBgn0039304,0.005832000752516226
FBgn0028573,0.0020694196218605963
FBgn0062442,0.002163484150126987
FBgn0010238,0.004609161885053146
FBgn0002466,0.0016931615087950333
FBgn0003261,0.00639638792211457
FBgn0039212,0.00253974226319255
FBgn0003943,0.003574452074122848
FBgn0004050,0.00253974226319255
FBgn0010333,0.004421032828520365
FBgn0083949,0.0006584516978647352
FBgn0053202,0.0005643871695983444
FBgn0053303,0.014297808296491393
FBgn0086357,0.009594581883171856
FBgn0038084,9.406452826639074e-05
FBgn0003731,0.004044774715454802
FBgn0029870,0.0011287743391966889
FBgn0015279,0.006584516978647352
FBgn0020249,0.004138839243721193
FBgn0014396,0.0026338067914589407
FBgn0037981,0.0026338067914589407
FBgn0003520,0.007713291317844041
FBgn0000017,0.0022575486783933778
FBgn0026059,0.004044774715454802
FBgn0010316,0.004703226413319537
FBgn0034921,0.0018812905653278148
FBgn0023083,0.0005643871695983444
FBgn0027378,0.004138839243721193
FBgn0010441,0.0016931615087950333
FBgn0004859,0.015614711692220864
FBgn0021761,0.0008465807543975167
FBgn0002734,0.0024456777349261593
FBgn0003068,0.0026338067914589407
FBgn0014269,0.002916000376258113
FBgn0002775,0.004985419998118709
FBgn0020407,0.0013169033957294704
FBgn0035709,0.0008465807543975167
FBgn0001233,0.006490452450380961
FBgn0259745,0.0007525162261311259
FBgn0010226,0.0027278713197253315
FBgn0029800,0.0009406452826639074
FBgn0036341,0.00253974226319255
FBgn0035150,0.0009406452826639074
FBgn0005198,0.018718841125011758
FBgn0034965,9.406452826639074e-05
FBgn0025637,0.011287743391966889
FBgn0000617,0.0037625811306556296
FBgn0027490,0.0022575486783933778
FBgn0011674,0.0015050324522622519
FBgn0014010,0.01617909886181921
FBgn0032054,0.0023516132066597685
FBgn0000117,0.019471357351142884
FBgn0025825,0.0016931615087950333
FBgn0050390,0.003574452074122848
FBgn0011570,0.01269871131596275
FBgn0010280,0.0030100649045245037
FBgn0013997,0.004232903771987583
FBgn0032691,0.001787226037061424
FBgn0028484,0.0014109679239958611
FBgn0039280,0.0031041294327908944
FBgn0003042,0.0045150973567867556
FBgn0003391,0.0016931615087950333
FBgn0003339,0.003292258489323676
FBgn0020388,0.004609161885053146
FBgn0015247,0.018436647540212583
FBgn0001128,0.006490452450380961
FBgn0085201,0.0016931615087950333
FBgn0035823,0.0011287743391966889
FBgn0015805,0.007525162261311259
FBgn0010328,0.002916000376258113
FBgn0002873,0.00253974226319255
FBgn0025742,0.00037625811306556296
FBgn0041174,0.0011287743391966889
FBgn0000047,0.0033863230175900667
FBgn0004638,0.006960775091712915
FBgn0025455,0.0008465807543975167
FBgn0028926,0.0019753550935942056
FBgn0003687,0.004232903771987583
FBgn0025802,0.0012228388674630796
FBgn0000618,0.004421032828520365
FBgn0031773,0.00018812905653278148
FBgn0001079,0.004232903771987583
FBgn0001225,0.005832000752516226
FBgn0036282,0.0005643871695983444
FBgn0014018,0.010347098109302982
FBgn0003444,0.0031041294327908944
FBgn0086656,0.0038566456589220204
FBgn0015278,0.007431097733044869
FBgn0023517,0.006114194337315398
FBgn0025807,0.0006584516978647352
FBgn0261397,0.00639638792211457
FBgn0035236,0.0013169033957294704
FBgn0039427,0.0020694196218605963
FBgn0039532,0.0007525162261311259
FBgn0261617,0.007054839619979306
FBgn0003277,0.004232903771987583
FBgn0032456,0.012886840372495531
FBgn0010341,0.00253974226319255
FBgn0004227,0.0022575486783933778
FBgn0001114,0.007054839619979306
FBgn0030500,0.0034803875458564574
FBgn0015622,0.01025303358103659
FBgn0053087,0.003574452074122848
FBgn0263594,0.00253974226319255
FBgn0267790,0.004138839243721193
FBgn0004401,0.004138839243721193
FBgn0014388,0.007337033204778478
FBgn0033264,0.004703226413319537
FBgn0050489,0.009124259241839901
FBgn0010583,0.003668516602389239
FBgn0036824,0.0010347098109302981
FBgn0259174,0.0022575486783933778
FBgn0040777,0.0023516132066597685
FBgn0004237,0.0028219358479917222
FBgn0003317,0.0022575486783933778
FBgn0002561,0.0004703226413319537
FBgn0000022,0.0015990969805286426
FBgn0016693,0.00630232339384818
FBgn0035471,0.011664001505032452
FBgn0028552,0.003668516602389239
FBgn0025683,0.008277678487442385
FBgn0037383,0.0026338067914589407
FBgn0000319,0.02041200263380679
FBgn0266720,0.0027278713197253315
FBgn0029975,0.009124259241839901
FBgn0028695,0.009030194713573511
FBgn0026409,0.00884206565704073
FBgn0021795,0.009782710939704637
FBgn0016691,0.004138839243721193
FBgn0000064,0.015144389050888909
FBgn0003330,0.00253974226319255
FBgn0011586,0.0030100649045245037
FBgn0000448,0.0009406452826639074
FBgn0001320,0.002916000376258113
FBgn0032822,0.00037625811306556296
FBgn0010282,0.0010347098109302981
FBgn0041604,0.0028219358479917222
FBgn0015919,0.0009406452826639074
FBgn0000492,0.0002821935847991722
FBgn0005636,0.00037625811306556296
FBgn0030648,0.0016931615087950333
FBgn0005631,0.001787226037061424
FBgn0029118,0.012886840372495531
FBgn0036929,0.005737936224249835
FBgn0032006,0.005455742639450663
FBgn0031643,0.008559872072241558
FBgn0004132,0.008465807543975166
FBgn0003900,0.0011287743391966889
FBgn0013343,0.005361678111184272
FBgn0024980,0.0014109679239958611
FBgn0031106,0.006960775091712915
FBgn0004103,0.00630232339384818
FBgn0010516,0.015426582635688081
FBgn0266721,0.002163484150126987
FBgn0033205,0.019847615464208445
FBgn0263006,0.011193678863700499
FBgn0261049,0.0015050324522622519
FBgn0037643,0.009124259241839901
FBgn0250814,0.011005549807167716
FBgn0266186,0.0048913554698523185
FBgn0034614,0.0006584516978647352
FBgn0027291,0.01138180792023328
FBgn0260856,0.0027278713197253315
FBgn0035965,0.0022575486783933778
FBgn0011288,0.00253974226319255
FBgn0044871,0.004985419998118709
FBgn0250791,0.007242968676512087
FBgn0264816,0.00253974226319255
FBgn0014163,0.010441162637569373
FBgn0037894,0.010535227165835763
FBgn0260855,0.0030100649045245037
FBgn0032209,0.00018812905653278148
FBgn0004170,0.0028219358479917222
FBgn0264978,0.0030100649045245037
FBgn0267795,0.0030100649045245037
FBgn0003134,0.003198193961057285
FBgn0034398,0.009406452826639074
FBgn0000711,0.013733421126893047
FBgn0039580,0.007337033204778478
FBgn0005674,0.007995484902643213
FBgn0040475,0.0020694196218605963
FBgn0034913,0.0050794845263851
FBgn0036643,0.0034803875458564574
FBgn0011708,0.0023516132066597685
FBgn0003132,0.002916000376258113
FBgn0260857,0.0023516132066597685
FBgn0260858,0.0024456777349261593
FBgn0030993,0.015050324522622519
FBgn0008635,0.00630232339384818
FBgn0038530,0.0010347098109302981
FBgn0003660,0.007431097733044869
FBgn0003090,0.0007525162261311259
FBgn0015380,0.0014109679239958611
FBgn0022942,0.0034803875458564574
FBgn0034246,0.0028219358479917222
FBgn0027603,0.0011287743391966889
FBgn0036980,0.0028219358479917222
FBgn0014020,0.0026338067914589407
FBgn0038693,0.00037625811306556296
FBgn0034728,0.001787226037061424
FBgn0010217,0.00893613018530712
FBgn0024230,0.0005643871695983444
FBgn0037874,0.004421032828520365
FBgn0001206,0.0007525162261311259
FBgn0028734,0.005832000752516226
FBgn0036844,0.0005643871695983444
FBgn0038478,0.0006584516978647352
FBgn0000351,0.0009406452826639074
FBgn0010313,0.0015990969805286426
FBgn0032518,0.009500517354905464
FBgn0003392,0.0019753550935942056
FBgn0011661,0.016085034333552815
FBgn0005632,0.0019753550935942056
FBgn0004864,0.0028219358479917222
FBgn0002069,0.0028219358479917222
FBgn0061200,0.003292258489323676
FBgn0031497,0.00630232339384818
FBgn0032030,0.0028219358479917222
FBgn0014009,0.008371743015708775
FBgn0000137,0.0011287743391966889
FBgn0001169,0.0011287743391966889
FBgn0004885,0.0009406452826639074
FBgn0020248,0.0010347098109302981
FBgn0015793,0.0007525162261311259
FBgn0010774,0.00253974226319255
FBgn0016701,0.0023516132066597685
FBgn0015797,0.010535227165835763
FBgn0032782,0.0009406452826639074
FBgn0000499,0.00884206565704073
FBgn0031882,0.0027278713197253315
FBgn0001612,0.0014109679239958611
FBgn0015794,0.0037625811306556296
FBgn0003557,0.0028219358479917222
FBgn0002633,0.004797290941585928
FBgn0015791,0.002163484150126987
FBgn0026319,0.0022575486783933778
FBgn0259113,0.0018812905653278148
FBgn0026323,0.01382748565515944
FBgn0003117,0.0016931615087950333
FBgn0005696,0.0019753550935942056
FBgn0003295,0.0004703226413319537
FBgn0000411,0.0024456777349261593
FBgn0030318,0.0007525162261311259
FBgn0264491,0.0015990969805286426
FBgn0001150,0.0022575486783933778
FBgn0030028,0.001787226037061424
FBgn0002609,0.0018812905653278148
FBgn0002631,0.0024456777349261593
FBgn0037515,0.0006584516978647352
FBgn0003371,0.06753833129526855
FBgn0040505,0.0004703226413319537
FBgn0000316,9.406452826639074e-05
FBgn0000826,0.0034803875458564574
FBgn0011656,0.0015990969805286426
FBgn0002733,0.0014109679239958611
FBgn0011655,0.0013169033957294704
FBgn0003888,0.0023516132066597685
FBgn0004242,0.0010347098109302981
FBgn0023081,0.00018812905653278148
FBgn0259734,0.0007525162261311259
FBgn0003041,0.004326968300253974
FBgn0003716,0.007431097733044869
FBgn0031710,0.0022575486783933778
FBgn0003360,0.001787226037061424
FBgn0000320,0.003198193961057285
FBgn0001137,0.00630232339384818
FBgn0000482,0.0015050324522622519
FBgn0029959,0.0007525162261311259
FBgn0002643,0.0024456777349261593
FBgn0028717,0.0006584516978647352
FBgn0001624,0.00761922678957765
FBgn0086371,0.0004703226413319537
FBgn0019968,0.0019753550935942056
FBgn0015795,0.004326968300253974
FBgn0011762,0.0007525162261311259
FBgn0011760,0.008089549430909605
FBgn0004647,0.02765497131031888
FBgn0014411,0.0004703226413319537
FBgn0005672,0.00761922678957765
FBgn0026259,0.0018812905653278148
FBgn0027655,0.0010347098109302981
FBgn0028990,0.0002821935847991722
FBgn0003719,0.0006584516978647352
FBgn0003892,0.011758066033298842
FBgn0013275,0.006490452450380961
FBgn0000346,0.0018812905653278148
FBgn0020622,0.006866710563446524
FBgn0033494,0.0005643871695983444
FBgn0037897,0.0006584516978647352
FBgn0086358,0.01693161508795033
FBgn0013342,0.0011287743391966889
FBgn0001202,0.0022575486783933778
FBgn0003462,0.005173549054651491
FBgn0004957,0.0015050324522622519
FBgn0004838,0.003198193961057285
FBgn0036105,0.0005643871695983444
FBgn0026573,0.0022575486783933778
FBgn0031281,0.0020694196218605963
FBgn0010417,0.0031041294327908944
FBgn0011826,0.007148904148245696
FBgn0003607,0.011569936976766062
FBgn0033859,0.0024456777349261593
FBgn0024814,0.0018812905653278148
FBgn0028369,0.0010347098109302981
FBgn0038979,0.0004703226413319537
FBgn0003023,0.0008465807543975167
FBgn0037555,0.01025303358103659
FBgn0264693,0.0009406452826639074
FBgn0013717,0.0014109679239958611
FBgn0035769,0.003668516602389239
FBgn0030365,0.0027278713197253315
FBgn0039558,0.0031041294327908944
FBgn0024555,0.0010347098109302981
FBgn0022349,0.004138839243721193
FBgn0032455,0.010911485278901326
FBgn0250837,0.00253974226319255
FBgn0015544,0.0027278713197253315
FBgn0037550,0.0028219358479917222
FBgn0001223,0.0048913554698523185
FBgn0087002,0.005737936224249835
FBgn0001085,0.0026338067914589407
FBgn0030874,0.002163484150126987
FBgn0052219,0.0009406452826639074
FBgn0035142,0.0012228388674630796
FBgn0004654,0.004232903771987583
FBgn0035904,0.006678581506913743
FBgn0034753,0.008371743015708775
FBgn0033921,0.0005643871695983444
FBgn0031145,0.0056438716959834444
FBgn0001200,0.003950710187188411
FBgn0014861,0.0015050324522622519
FBgn0039067,0.00253974226319255
FBgn0034314,0.002916000376258113
FBgn0011290,0.005455742639450663
FBgn0020908,0.007054839619979306
FBgn0010909,0.006866710563446524
FBgn0051343,0.0024456777349261593
FBgn0000043,0.00253974226319255
FBgn0027598,0.008371743015708775
FBgn0028382,0.00037625811306556296
FBgn0000055,0.00761922678957765
FBgn0000439,0.002916000376258113
FBgn0036374,0.0019753550935942056
FBgn0036761,0.0034803875458564574
FBgn0037027,0.0019753550935942056
FBgn0086558,0.0030100649045245037
FBgn0023177,0.00253974226319255
FBgn0036118,0.0033863230175900667
FBgn0086346,0.0016931615087950333
FBgn0004244,0.0018812905653278148
FBgn0002565,0.0027278713197253315
FBgn0010355,0.004421032828520365
FBgn0052473,0.00253974226319255
FBgn0004360,0.0008465807543975167
FBgn0005558,0.0038566456589220204
FBgn0003278,0.0012228388674630796
FBgn0036819,0.004797290941585928
FBgn0033261,0.0007525162261311259
FBgn0004045,0.003950710187188411
FBgn0001291,0.0050794845263851
FBgn0023097,0.0015990969805286426
FBgn0003209,0.0011287743391966889
FBgn0034878,0.0007525162261311259
FBgn0013983,0.01147587244849967
FBgn0033378,0.0005643871695983444
FBgn0004856,0.003292258489323676
FBgn0033504,0.0052676135829178815
FBgn0036192,0.001787226037061424
FBgn0004047,0.002916000376258113
FBgn0003449,0.005549807167717054
FBgn0014002,0.019659486407675664
FBgn0027492,0.005173549054651491
FBgn0028980,0.0028219358479917222
FBgn0031437,0.0024456777349261593
FBgn0023175,0.008559872072241558
FBgn0035438,0.00884206565704073
FBgn0003545,0.0011287743391966889
FBgn0019644,0.004326968300253974
FBgn0014189,0.0101589690527702
FBgn0030451,0.0026338067914589407
FBgn0036666,0.003950710187188411
FBgn0011327,0.003292258489323676
FBgn0035033,0.0031041294327908944
FBgn0011725,0.003668516602389239
FBgn0022029,0.0024456777349261593
FBgn0034688,0.0009406452826639074
FBgn0030892,0.0014109679239958611
FBgn0004363,0.01900103470981093
FBgn0025628,0.0023516132066597685
FBgn0002284,0.00761922678957765
FBgn0030362,0.015332518107421691
FBgn0004177,0.010723356222368544
FBgn0016697,0.006208258865581789
FBgn0028689,0.004138839243721193
FBgn0032258,0.0013169033957294704
FBgn0001977,0.0004703226413319537
FBgn0000426,0.001787226037061424
FBgn0026250,0.003198193961057285
FBgn0004066,0.010911485278901326
FBgn0031455,0.0002821935847991722
FBgn0026085,0.0028219358479917222
FBgn0010590,0.005737936224249835
FBgn0036811,0.004044774715454802
FBgn0000405,0.00639638792211457
FBgn0038369,0.005737936224249835
FBgn0063493,0.0007525162261311259
FBgn0028515,0.005173549054651491
FBgn0001149,0.0018812905653278148
FBgn0035533,0.0019753550935942056
FBgn0031061,0.0014109679239958611
FBgn0027087,0.005737936224249835
FBgn0000579,0.014862195466089738
FBgn0052549,0.0014109679239958611
FBgn0033528,0.001787226037061424
FBgn0029134,0.007148904148245696
FBgn0033518,0.00884206565704073
FBgn0016685,0.014297808296491393
FBgn0005671,0.019471357351142884
FBgn0033740,0.001787226037061424
FBgn0029133,0.004326968300253974
FBgn0035855,0.0008465807543975167
FBgn0038578,0.006490452450380961
FBgn0000543,0.0014109679239958611
FBgn0037467,0.004232903771987583
FBgn0031161,0.0006584516978647352
FBgn0015282,0.011664001505032452
FBgn0003257,0.0019753550935942056
FBgn0035497,0.0016931615087950333
FBgn0001224,0.005926065280782617
FBgn0005585,0.019565421879409274
FBgn0031549,0.005549807167717054
FBgn0034308,0.0002821935847991722
FBgn0010415,0.003292258489323676
FBgn0002121,0.0022575486783933778
FBgn0031492,0.0015990969805286426
FBgn0024330,0.00639638792211457
FBgn0028474,0.0020694196218605963
FBgn0032859,0.012510582259429968
FBgn0035043,0.00037625811306556296
FBgn0030894,0.0005643871695983444
FBgn0032390,0.002163484150126987
FBgn0000150,0.015426582635688081
FBgn0003721,0.0052676135829178815
FBgn0029943,0.0020694196218605963
FBgn0035437,0.0019753550935942056
FBgn0034569,0.0011287743391966889
FBgn0016120,0.0031041294327908944
FBgn0001105,0.0015050324522622519
FBgn0086134,0.007242968676512087
FBgn0002736,0.0010347098109302981
FBgn0026722,0.00037625811306556296
FBgn0025678,0.006020129809049007
FBgn0025674,0.01025303358103659
FBgn0004926,0.0048913554698523185
FBgn0038805,0.0038566456589220204
FBgn0034191,0.00018812905653278148
FBgn0038915,0.0010347098109302981
FBgn0011774,0.004703226413319537
FBgn0016978,0.003198193961057285
FBgn0032408,0.0016931615087950333
FBgn0003889,0.004326968300253974
FBgn0035120,0.0009406452826639074
FBgn0001308,0.004703226413319537
FBgn0033781,0.002163484150126987
FBgn0028342,0.003668516602389239
FBgn0011771,0.0012228388674630796
FBgn0030720,0.008183613959175995
FBgn0027259,0.0011287743391966889
FBgn0029860,0.0004703226413319537
FBgn0005655,0.0101589690527702
FBgn0000259,0.008183613959175995
FBgn0030386,0.0015050324522622519
FBgn0030838,0.0016931615087950333
FBgn0034523,0.003668516602389239
FBgn0031693,0.0004703226413319537
FBgn0030944,0.0030100649045245037
FBgn0034277,0.01138180792023328
FBgn0031876,0.0018812905653278148
FBgn0031692,0.001787226037061424
FBgn0035209,0.0007525162261311259
FBgn0031399,0.0014109679239958611
FBgn0041781,0.0020694196218605963
FBgn0015379,0.005361678111184272
FBgn0035626,0.0010347098109302981
FBgn0031637,0.002163484150126987
FBgn0039904,0.0045150973567867556
FBgn0028684,0.009876775467971027
FBgn0003388,0.0002821935847991722
FBgn0037728,0.008653936600507948
FBgn0026592,0.00018812905653278148
FBgn0014391,0.0028219358479917222
FBgn0001961,0.0012228388674630796
FBgn0039303,0.003292258489323676
FBgn0001216,0.0013169033957294704
FBgn0039252,0.0010347098109302981
FBgn0033341,0.0008465807543975167
FBgn0029687,0.006114194337315398
FBgn0000100,0.017025679616216725
FBgn0028970,0.0052676135829178815
FBgn0028540,0.0002821935847991722
FBgn0032884,0.0037625811306556296
FBgn0020369,0.012980904900761921
FBgn0011770,0.0011287743391966889
FBgn0038320,0.0011287743391966889
FBgn0016119,0.005926065280782617
FBgn0030274,0.0005643871695983444
FBgn0031491,0.0006584516978647352
FBgn0026582,0.0022575486783933778
FBgn0003065,0.0005643871695983444
FBgn0013759,0.0014109679239958611
FBgn0015772,0.014580001881290565
FBgn0036805,0.0009406452826639074
FBgn0036046,0.0005643871695983444
FBgn0033737,0.0038566456589220204
FBgn0003720,0.0020694196218605963
FBgn0013263,0.0052676135829178815
FBgn0020235,0.004421032828520365
FBgn0028691,0.004703226413319537
FBgn0040011,0.00253974226319255
FBgn0028687,0.01655535697488477
FBgn0033188,0.0007525162261311259
FBgn0026737,0.0012228388674630796
FBgn0250843,0.00893613018530712
FBgn0025885,0.009406452826639074
FBgn0015271,0.0014109679239958611
FBgn0033725,0.0009406452826639074
FBgn0023522,0.0019753550935942056
FBgn0034245,0.0026338067914589407
FBgn0033555,0.002163484150126987
FBgn0032004,0.003198193961057285
FBgn0026749,0.0007525162261311259
FBgn0038326,0.0026338067914589407
FBgn0039013,0.0028219358479917222
FBgn0063494,0.004421032828520365
FBgn0004107,0.0101589690527702
FBgn0025627,0.0009406452826639074
FBgn0028789,0.0011287743391966889
FBgn0011666,0.0033863230175900667
FBgn0030151,0.0012228388674630796
FBgn0027548,0.006866710563446524
FBgn0029824,0.0019753550935942056
FBgn0034118,0.0026338067914589407
FBgn0030294,0.00253974226319255
FBgn0029831,0.0009406452826639074
FBgn0034791,0.0011287743391966889
FBgn0026374,0.0006584516978647352
FBgn0019830,0.0009406452826639074
FBgn0001222,0.0020694196218605963
FBgn0003206,0.0015990969805286426
FBgn0040066,0.003950710187188411
FBgn0017577,0.0023516132066597685
FBgn0036415,0.0006584516978647352
FBgn0004106,0.006020129809049007
FBgn0011211,0.004609161885053146
FBgn0022097,0.0024456777349261593
FBgn0002645,0.008653936600507948
FBgn0039402,0.001787226037061424
FBgn0028473,0.008559872072241558
FBgn0030660,0.0002821935847991722
FBgn0029937,0.0010347098109302981
FBgn0015218,0.004044774715454802
FBgn0028544,0.0027278713197253315
FBgn0030806,0.0013169033957294704
FBgn0035725,0.0015050324522622519
FBgn0038546,0.0030100649045245037
FBgn0010612,0.0018812905653278148
FBgn0030341,0.0009406452826639074
