FbID,Closeness
FBgn0003567,0.3353629866399956
FBgn0030058,0.25112299832923485
FBgn0000084,0.35228851764681063
FBgn0031420,0.332676190065224
FBgn0030554,0.2345847719096075
FBgn0035827,0.26495091262630277
FBgn0030657,0.26663883936262167
FBgn0028999,0.2930419518178446
FBgn0011016,0.3362825510084129
FBgn0031830,0.2928873380308201
FBgn0000061,0.3165320947699007
FBgn0004863,0.325901984668537
FBgn0000183,0.34309768484525105
FBgn0010416,0.31598208244189047
FBgn0033233,0.32363197084467205
FBgn0003345,0.31417491078096754
FBgn0025381,0.3034980988095034
FBgn0032509,0.3143809332566652
FBgn0004656,0.3482636925814054
FBgn0003028,0.3093191955489431
FBgn0001226,0.33377107372872983
FBgn0032704,0.298228974999374
FBgn0025777,0.3171507676758438
FBgn0027360,0.2927247628383298
FBgn0002413,0.3073541767638379
FBgn0000251,0.3175040166720209
FBgn0022893,0.3572646138414695
FBgn0030711,0.2974803534008705
FBgn0003390,0.31553778285848927
FBgn0026252,0.3350327476836143
FBgn0000591,0.31483137607318773
FBgn0035165,0.3253892123720572
FBgn0024251,0.29426834244260536
FBgn0034763,0.2887340450006259
FBgn0033749,0.27672681770026397
FBgn0038418,0.2851895716904487
FBgn0017430,0.32116826826516026
FBgn0030418,0.3212954558694935
FBgn0024188,0.3043827286320124
FBgn0086362,0.3012959472612655
FBgn0004198,0.30624755893809125
FBgn0037931,0.3295783366610794
FBgn0002723,0.3028271248048426
FBgn0031453,0.3434440224626461
FBgn0039270,0.2992698104539302
FBgn0023172,0.3365508130389566
FBgn0003651,0.3131023549791564
FBgn0000166,0.34582005737328636
FBgn0035993,0.32126609594358396
FBgn0004698,0.3439368006857061
FBgn0038948,0.32062153239992286
FBgn0011276,0.2778933954215066
FBgn0002441,0.308974863189239
FBgn0015524,0.3036291542110102
FBgn0010741,0.3109423917991705
FBgn0002985,0.30894771170297497
FBgn0022238,0.3063543025975329
FBgn0001185,0.28656104792229153
FBgn0015790,0.33273916114038304
FBgn0011474,0.30114969962104504
FBgn0035997,0.2949926142481362
FBgn0005624,0.33683025995043153
FBgn0036994,0.26847819599918193
FBgn0033421,0.29291987474179637
FBgn0024196,0.3117143258608542
FBgn0032814,0.2750812667525915
FBgn0015949,0.29496786446927487
FBgn0031296,0.32814280162491016
FBgn0004581,0.27592324211452873
FBgn0014879,0.26964504486329705
FBgn0004181,0.30384783158065976
FBgn0014870,0.3309018613863294
FBgn0020278,0.3211780483518945
FBgn0002906,0.3372610855954933
FBgn0002931,0.2541240827348656
FBgn0025334,0.34173036320074723
FBgn0016726,0.32964014032466127
FBgn0031391,0.3139224337706965
FBgn0013954,0.34470115464500495
FBgn0004868,0.3463424270130319
FBgn0036621,0.30281843037117034
FBgn0024975,0.2897493456176441
FBgn0000581,0.30646112069467285
FBgn0010750,0.32106072660886614
FBgn0037468,0.28402988985371524
FBgn0004394,0.2822890541398673
FBgn0085405,0.3206800221899624
FBgn0004882,0.3186551234124252
FBgn0003015,0.3394537005512491
FBgn0262955,0.2996353957337461
FBgn0026373,0.3001811796968312
FBgn0023512,0.25695339317923016
FBgn0000568,0.326922259309028
FBgn0004854,0.232829269974125
FBgn0020306,0.34173036320074723
FBgn0001269,0.3103294180077048
FBgn0003334,0.3087668236724688
FBgn0002783,0.35200633881213034
FBgn0037831,0.31271246234072175
FBgn0014011,0.31064017700432545
FBgn0025355,0.31178804333179205
FBgn0004860,0.2929849698554921
FBgn0029088,0.28061421619294047
FBgn0051992,0.30717514940085805
FBgn0031668,0.32444831825482534
FBgn0015513,0.3376281548650041
FBgn0026324,0.30029228510741857
FBgn0011225,0.3292593865647258
FBgn0000667,0.3467181436498311
FBgn0037540,0.3148219786827014
FBgn0005617,0.3159063686413234
FBgn0034691,0.31799221930257665
FBgn0001086,0.28874194945871284
FBgn0044323,0.320602040544345
FBgn0026313,0.30688913901966547
FBgn0013325,0.33519245947460313
FBgn0000063,0.33346504568047874
FBgn0000547,0.3351818072847066
FBgn0003495,0.2566345303865848
FBgn0031759,0.33567250978097013
FBgn0011604,0.3335916098879673
FBgn0262473,0.29631032251237144
FBgn0003862,0.33993508653198384
FBgn0027338,0.35237090504569896
FBgn0039016,0.3283368903847045
FBgn0260439,0.3606978533507015
FBgn0051646,0.3015716226290348
FBgn0000212,0.35629909904154655
FBgn0031529,0.28042023635615926
FBgn0000108,0.3007889898710356
FBgn0000139,0.3086674255144238
FBgn0001075,0.3471060991847516
FBgn0000042,0.3474376891599256
FBgn0037295,0.23605483158004212
FBgn0041097,0.28073372184796014
FBgn0003885,0.31054871271171164
FBgn0039304,0.329526851308397
FBgn0028573,0.31066762679905335
FBgn0062442,0.3112819387252564
FBgn0010238,0.3263759725779138
FBgn0002466,0.3321732782132735
FBgn0003261,0.35610662198081783
FBgn0039212,0.30422469439060434
FBgn0003943,0.32257289444988413
FBgn0004050,0.31745623434348247
FBgn0010333,0.31838578590961636
FBgn0083949,0.26839621166572164
FBgn0053202,0.26936958063664573
FBgn0053303,0.34786167314735694
FBgn0086357,0.3350327476836143
FBgn0038084,0.21830002959387068
FBgn0003731,0.32478801286653514
FBgn0029870,0.28709927130217117
FBgn0015279,0.3419076092397517
FBgn0020249,0.332100063913469
FBgn0014396,0.3376822030424493
FBgn0037981,0.2997972180957864
FBgn0003520,0.35246510927108216
FBgn0000017,0.3412549237980995
FBgn0026059,0.36117957433832826
FBgn0010316,0.3340988289089886
FBgn0034921,0.3040142371610372
FBgn0023083,0.31291657063513506
FBgn0027378,0.3217561296469757
FBgn0010441,0.30368160806852273
FBgn0004859,0.3648149814889787
FBgn0021761,0.3192917969856768
FBgn0002734,0.3173416154118385
FBgn0003068,0.32596241709144425
FBgn0014269,0.3440489930136959
FBgn0002775,0.3398255607767459
FBgn0020407,0.2940386375753516
FBgn0035709,0.2958780803385379
FBgn0001233,0.34108938392820204
FBgn0259745,0.2845816720583849
FBgn0010226,0.313483903398064
FBgn0029800,0.3041457387919679
FBgn0036341,0.28802441163952763
FBgn0035150,0.32035859216437934
FBgn0005198,0.360574542061053
FBgn0034965,0.0001254193710218543
FBgn0025637,0.3435558934797349
FBgn0000617,0.3182704948799862
FBgn0027490,0.30001040874467694
FBgn0011674,0.30488425535722563
FBgn0014010,0.35192412178271143
FBgn0032054,0.30961884426325736
FBgn0000117,0.36570042404312825
FBgn0025825,0.3041281986686235
FBgn0050390,0.3105670012610895
FBgn0011570,0.36434869178623264
FBgn0010280,0.31420298885330855
FBgn0013997,0.31676976002606505
FBgn0032691,0.2857613571169054
FBgn0028484,0.3142591600568459
FBgn0039280,0.3081984083287903
FBgn0003042,0.317284336978156
FBgn0003391,0.32015438106568306
FBgn0003339,0.3068980687819089
FBgn0020388,0.3361753659025901
FBgn0015247,0.3678559545838401
FBgn0001128,0.3275924316631837
FBgn0085201,0.29760626212832564
FBgn0035823,0.297581071857006
FBgn0015805,0.3396176561639574
FBgn0010328,0.31740846639465115
FBgn0002873,0.35619080510039725
FBgn0025742,0.269335187176401
FBgn0041174,0.30245371443644936
FBgn0000047,0.3191661904565715
FBgn0004638,0.33197462874407047
FBgn0025455,0.2987865702500811
FBgn0028926,0.29543882156380563
FBgn0003687,0.31370768061116155
FBgn0025802,0.3190985970964167
FBgn0000618,0.31544341218530514
FBgn0031773,0.27010771178620835
FBgn0001079,0.32894105320071926
FBgn0001225,0.3294547988326314
FBgn0036282,0.2918499662366934
FBgn0014018,0.3501250142686184
FBgn0003444,0.33222559390896345
FBgn0086656,0.3240197207406182
FBgn0015278,0.3452201469569214
FBgn0023517,0.3304871194406173
FBgn0025807,0.2891932200879565
FBgn0261397,0.3651560008941927
FBgn0035236,0.2910446185001756
FBgn0039427,0.3015543781400921
FBgn0039532,0.274294339171639
FBgn0261617,0.3390390539659861
FBgn0003277,0.35573428884036096
FBgn0032456,0.3615386120669064
FBgn0010341,0.3077757136136993
FBgn0004227,0.336389804485165
FBgn0001114,0.34040685288625944
FBgn0030500,0.32070927508826774
FBgn0015622,0.3396614044128514
FBgn0053087,0.33832128082847995
FBgn0263594,0.3177527168327015
FBgn0267790,0.3301354053407995
FBgn0004401,0.35433601860605596
FBgn0014388,0.3339401573527059
FBgn0033264,0.33084996172489295
FBgn0050489,0.34429607396447937
FBgn0010583,0.3223658515137803
FBgn0036824,0.30297500660197235
FBgn0259174,0.3324979013848196
FBgn0040777,0.30369035214016304
FBgn0004237,0.3284289073247762
FBgn0003317,0.3013648188418728
FBgn0002561,0.2680210899021107
FBgn0000022,0.2941862638019598
FBgn0016693,0.34232930638844083
FBgn0035471,0.3430865242934052
FBgn0028552,0.33056998463699183
FBgn0025683,0.33948647900823553
FBgn0037383,0.29745518443871233
FBgn0000319,0.37223101922808755
FBgn0266720,0.2897095514428353
FBgn0029975,0.3358114470780649
FBgn0028695,0.3469006028755382
FBgn0026409,0.35014826139791055
FBgn0021795,0.34049476787925687
FBgn0016691,0.3408028282870577
FBgn0000064,0.3655356598678818
FBgn0003330,0.3102655153800042
FBgn0011586,0.3199989663175929
FBgn0000448,0.2871149021322407
FBgn0001320,0.31311164998746804
FBgn0032822,0.26229553927601557
FBgn0010282,0.3244882454414183
FBgn0041604,0.32950626167102576
FBgn0015919,0.29216526121406816
FBgn0000492,0.26833475626692777
FBgn0005636,0.26011556500512634
FBgn0030648,0.30312303290207965
FBgn0005631,0.3156133200618787
FBgn0029118,0.3541218751620958
FBgn0036929,0.3216874349537275
FBgn0032006,0.33832128082847995
FBgn0031643,0.34138747142993564
FBgn0004132,0.34192977792348644
FBgn0003900,0.28785933214595694
FBgn0013343,0.3261741071817127
FBgn0024980,0.28957433297168994
FBgn0031106,0.33450147251364887
FBgn0004103,0.33366548338588614
FBgn0010516,0.3546696459018045
FBgn0266721,0.2829099522498823
FBgn0033205,0.3543836412145643
FBgn0263006,0.3565882050790406
FBgn0261049,0.3168078195911289
FBgn0037643,0.3539554980142245
FBgn0250814,0.34780431755409275
FBgn0266186,0.31401589644598854
FBgn0034614,0.2814979697295789
FBgn0027291,0.3515604789782961
FBgn0260856,0.2965102451386765
FBgn0035965,0.28505083456738634
FBgn0011288,0.30052330549999606
FBgn0044871,0.2967521785444787
FBgn0250791,0.3438134736065411
FBgn0264816,0.28915357851266205
FBgn0014163,0.346843563741914
FBgn0037894,0.35159563737008676
FBgn0260855,0.29135012651108705
FBgn0032209,0.2397955149560718
FBgn0004170,0.3249481154053812
FBgn0264978,0.31746578965860583
FBgn0267795,0.34007757560546403
FBgn0003134,0.30473450434335503
FBgn0034398,0.33272866430574666
FBgn0000711,0.35018313788066874
FBgn0039580,0.3501017702259796
FBgn0005674,0.35018313788066874
FBgn0040475,0.314390304334919
FBgn0034913,0.327196089028319
FBgn0036643,0.3039704285499989
FBgn0011708,0.2880873488795133
FBgn0003132,0.30428613264750626
FBgn0260857,0.2866856735479169
FBgn0260858,0.2895027978103827
FBgn0030993,0.3493364444166621
FBgn0008635,0.34727753217964047
FBgn0038530,0.2686354727173313
FBgn0003660,0.32517853953531256
FBgn0003090,0.2783701319598792
FBgn0015380,0.29719535433029565
FBgn0022942,0.3282142813078532
FBgn0034246,0.3460924013069028
FBgn0027603,0.32020297913803886
FBgn0036980,0.3332543186144226
FBgn0014020,0.30314917020659526
FBgn0038693,0.27470870265739084
FBgn0034728,0.32435851800067234
FBgn0010217,0.34915141452025494
FBgn0024230,0.30056612606730676
FBgn0037874,0.3440826649863916
FBgn0001206,0.31261977384041323
FBgn0028734,0.3396176561639574
FBgn0036844,0.2844281842896247
FBgn0038478,0.3063899003552133
FBgn0000351,0.2995247757881425
FBgn0010313,0.30476972663992435
FBgn0032518,0.33864716422629193
FBgn0003392,0.3114473919925546
FBgn0011661,0.3816044694029401
FBgn0005632,0.34370143480391896
FBgn0004864,0.3163327313846759
FBgn0002069,0.3232946888740762
FBgn0061200,0.3515604789782961
FBgn0031497,0.3303215136181604
FBgn0032030,0.3121386780061516
FBgn0014009,0.3315467725961229
FBgn0000137,0.27735263305532404
FBgn0001169,0.309837135508001
FBgn0004885,0.2857149107362281
FBgn0020248,0.28910602296551347
FBgn0015793,0.2854597252849373
FBgn0010774,0.3343742170950088
FBgn0016701,0.30004454738927694
FBgn0015797,0.34246269010415814
FBgn0032782,0.2828644280802387
FBgn0000499,0.34856293763269974
FBgn0031882,0.30087479474619494
FBgn0001612,0.32464805250639817
FBgn0015794,0.3187706933184593
FBgn0003557,0.3205630639422486
FBgn0002633,0.3315050895721606
FBgn0015791,0.30492832778709594
FBgn0026319,0.3111717341740039
FBgn0259113,0.341796808925655
FBgn0026323,0.35930932512870006
FBgn0003117,0.31319532990342863
FBgn0005696,0.3150664933034969
FBgn0003295,0.27489485847132666
FBgn0000411,0.31453093757873923
FBgn0030318,0.28931221005672214
FBgn0264491,0.2984568304091192
FBgn0001150,0.313633052717234
FBgn0030028,0.30811737693400315
FBgn0002609,0.3090563462896786
FBgn0002631,0.3223658515137803
FBgn0037515,0.27637150983486264
FBgn0003371,0.4023025491027906
FBgn0040505,0.31096989503281136
FBgn0000316,0.2548486427735916
FBgn0000826,0.3186840080320239
FBgn0011656,0.2948441778437846
FBgn0002733,0.282002244053043
FBgn0011655,0.2935231105064387
FBgn0003888,0.3192917969856768
FBgn0004242,0.2699279810059851
FBgn0023081,0.23848337923004256
FBgn0259734,0.2663492999779758
FBgn0003041,0.3290128811126388
FBgn0003716,0.33819110301817623
FBgn0031710,0.30469048791968634
FBgn0003360,0.3133069727253999
FBgn0000320,0.3210411813176228
FBgn0001137,0.3435447030985265
FBgn0000482,0.29041152953983873
FBgn0029959,0.2860791453246138
FBgn0002643,0.31393177753453766
FBgn0028717,0.28031589671577795
FBgn0001624,0.34716322470714794
FBgn0086371,0.27282562740443006
FBgn0019968,0.3312448079466054
FBgn0015795,0.3221590741876008
FBgn0011762,0.2940386375753516
FBgn0011760,0.34040685288625944
FBgn0004647,0.3866971926609665
FBgn0014411,0.2690191789478106
FBgn0005672,0.3430865242934052
FBgn0026259,0.3432763524760899
FBgn0027655,0.32733825548021045
FBgn0028990,0.25632268712520323
FBgn0003719,0.2638044553619935
FBgn0003892,0.3567691347233996
FBgn0013275,0.32854144253894846
FBgn0000346,0.3383972641756886
FBgn0020622,0.34328752538171664
FBgn0033494,0.2838846373059474
FBgn0037897,0.31163143536202875
FBgn0086358,0.36262002096637086
FBgn0013342,0.2781205582318873
FBgn0001202,0.319059985171911
FBgn0003462,0.3340670825360402
FBgn0004957,0.2950173681806904
FBgn0004838,0.33455452419678555
FBgn0036105,0.26939022092939985
FBgn0026573,0.339169885513968
FBgn0031281,0.3248280237088963
FBgn0010417,0.3130558882142965
FBgn0011826,0.3412880510557812
FBgn0003607,0.35710736176833796
FBgn0033859,0.29966944908023246
FBgn0024814,0.31426852387675763
FBgn0028369,0.3096824807630472
FBgn0038979,0.2555401930956016
FBgn0003023,0.298879705569097
FBgn0037555,0.33977082436144135
FBgn0264693,0.3291360876838153
FBgn0013717,0.29300124815478684
FBgn0035769,0.325640369564601
FBgn0030365,0.3275619096812902
FBgn0039558,0.32935192136609615
FBgn0024555,0.2985497602419572
FBgn0022349,0.3411886885720526
FBgn0032455,0.36313189636177867
FBgn0250837,0.3090563462896786
FBgn0015544,0.3480912848128007
FBgn0037550,0.3226913241495445
FBgn0001223,0.31539624801375143
FBgn0087002,0.34941745667808055
FBgn0001085,0.3188863470847426
FBgn0030874,0.30391787487977934
FBgn0052219,0.29343328315790845
FBgn0035142,0.3065591027416905
FBgn0004654,0.33803935546385894
FBgn0035904,0.33379219981732583
FBgn0034753,0.3474605807882676
FBgn0033921,0.2965102451386765
FBgn0031145,0.32777568307004357
FBgn0001200,0.31762831806986275
FBgn0014861,0.28731043121296274
FBgn0039067,0.3187514258462892
FBgn0034314,0.3284289073247762
FBgn0011290,0.31837617513365923
FBgn0020908,0.33585422015755517
FBgn0010909,0.35014826139791055
FBgn0051343,0.3066304017742205
FBgn0000043,0.3182128806706249
FBgn0027598,0.36409713925116893
FBgn0028382,0.2655780311685517
FBgn0000055,0.34853990052634953
FBgn0000439,0.31569834265700447
FBgn0036374,0.29735455116514975
FBgn0036761,0.3255800564848854
FBgn0037027,0.3272265428713037
FBgn0086558,0.3169315763643097
FBgn0023177,0.3290950085752399
FBgn0036118,0.3126846500200961
FBgn0086346,0.31476560611877347
FBgn0004244,0.2962104622638207
FBgn0002565,0.3061764378143248
FBgn0010355,0.33699169051785616
FBgn0052473,0.33352831577737285
FBgn0004360,0.29511642546875577
FBgn0005558,0.3271757896152825
FBgn0003278,0.333897870388371
FBgn0036819,0.3231758159648199
FBgn0033261,0.28401459311255556
FBgn0004045,0.3195626701962691
FBgn0001291,0.32849028061006175
FBgn0023097,0.3323721655635415
FBgn0003209,0.31598208244189047
FBgn0034878,0.30690699906383817
FBgn0013983,0.3546696459018045
FBgn0033378,0.26832110333336373
FBgn0004856,0.31193558292404655
FBgn0033504,0.35911358290186796
FBgn0036192,0.2921409835700042
FBgn0004047,0.3154528467123631
FBgn0003449,0.31743712543874864
FBgn0014002,0.3608582841736644
FBgn0027492,0.3298979052837841
FBgn0028980,0.319969842848887
FBgn0031437,0.3091469334885208
FBgn0023175,0.3301147395877265
FBgn0035438,0.3343424183677126
FBgn0003545,0.2964935746163625
FBgn0019644,0.32708447341772195
FBgn0014189,0.35535076075023964
FBgn0030451,0.3037428271462925
FBgn0036666,0.32311641228564003
FBgn0011327,0.32770439427770276
FBgn0035033,0.3360468339332143
FBgn0011725,0.3244582991302754
FBgn0022029,0.306826645231356
FBgn0034688,0.3116959019394722
FBgn0030892,0.3010981166983888
FBgn0004363,0.3640343053818335
FBgn0025628,0.3294445081939048
FBgn0002284,0.3384081217257953
FBgn0030362,0.3506138531290427
FBgn0004177,0.35430031004830065
FBgn0016697,0.33822363807811257
FBgn0028689,0.32029049285842276
FBgn0032258,0.2952403406625199
FBgn0001977,0.2612301159090492
FBgn0000426,0.28775723487375826
FBgn0026250,0.319969842848887
FBgn0004066,0.35553043652086097
FBgn0031455,0.2517824284991135
FBgn0026085,0.31488777219966746
FBgn0010590,0.3224249795129574
FBgn0036811,0.3160862481967113
FBgn0000405,0.3536587844894163
FBgn0038369,0.32346324193663517
FBgn0063493,0.2870289536229212
FBgn0028515,0.3233541581282685
FBgn0001149,0.31634221918442346
FBgn0035533,0.29477825404773234
FBgn0031061,0.3023496711910292
FBgn0027087,0.335224420107042
FBgn0000579,0.35382488274775614
FBgn0052549,0.34332104846287104
FBgn0033528,0.30457610470495433
FBgn0029134,0.3307877036169943
FBgn0033518,0.33949740656735
FBgn0016685,0.36158819053885505
FBgn0005671,0.36278216660915147
FBgn0033740,0.319969842848887
FBgn0029133,0.3129351391475155
FBgn0035855,0.2935966465267749
FBgn0038578,0.33276015679668924
FBgn0000543,0.297111634970784
FBgn0037467,0.32580131374379456
FBgn0031161,0.27907723466853285
FBgn0015282,0.35635929080068457
FBgn0003257,0.31834734628679673
FBgn0035497,0.2965519296470748
FBgn0001224,0.32895131241081194
FBgn0005585,0.3573856712465391
FBgn0031549,0.3514550459789358
FBgn0034308,0.25843295917445513
FBgn0010415,0.3188670656295269
FBgn0002121,0.33169274576476077
FBgn0031492,0.31768572077794766
FBgn0024330,0.32968135564603224
FBgn0028474,0.3090563462896786
FBgn0032859,0.33993508653198384
FBgn0035043,0.26023108635153863
FBgn0030894,0.25932890585006174
FBgn0032390,0.3093464123721326
FBgn0000150,0.36262002096637086
FBgn0003721,0.3351818072847066
FBgn0029943,0.31340938192220197
FBgn0035437,0.33895188899405027
FBgn0034569,0.30902918048133204
FBgn0016120,0.3234830832641577
FBgn0001105,0.3075334129294338
FBgn0086134,0.341796808925655
FBgn0002736,0.2931396867656438
FBgn0026722,0.30842371932707147
FBgn0025678,0.3285516768372021
FBgn0025674,0.34816022743209424
FBgn0004926,0.32592212631957795
FBgn0038805,0.3281836433451945
FBgn0034191,0.2679325779201794
FBgn0038915,0.27918065406251785
FBgn0011774,0.3427186329757225
FBgn0016978,0.31566054918229014
FBgn0032408,0.3145590793268077
FBgn0003889,0.3242986787758774
FBgn0035120,0.275339788279326
FBgn0001308,0.33703476480564526
FBgn0033781,0.29337614892013747
FBgn0028342,0.32294822039339427
FBgn0011771,0.2934087943313173
FBgn0030720,0.35342177159896326
FBgn0027259,0.31008308137319524
FBgn0029860,0.25945011142939733
FBgn0005655,0.36726672922306086
FBgn0000259,0.34461105436280015
FBgn0030386,0.30422469439060434
FBgn0030838,0.3035592439150342
FBgn0034523,0.3161715258199545
FBgn0031693,0.2697898892369126
FBgn0030944,0.31550946572819594
FBgn0034277,0.3406707341675666
FBgn0031876,0.2874357096481131
FBgn0031692,0.30524602581043214
FBgn0035209,0.26925267869467634
FBgn0031399,0.3041983713032955
FBgn0041781,0.3065680133074021
FBgn0015379,0.32810197006868236
FBgn0035626,0.2833279409506222
FBgn0031637,0.31154858893566084
FBgn0039904,0.33444843765309046
FBgn0028684,0.35048569201568014
FBgn0003388,0.2856994319643487
FBgn0037728,0.3419076092397517
FBgn0026592,0.2666792902611343
FBgn0014391,0.3129444242301238
FBgn0001961,0.299737578999314
FBgn0039303,0.3199019086996622
FBgn0001216,0.3022716857199972
FBgn0039252,0.29938874023752765
FBgn0033341,0.2783113684415089
FBgn0029687,0.33279165524967225
FBgn0000100,0.3510456292171031
FBgn0028970,0.34692342378224666
FBgn0028540,0.2642539004792389
FBgn0032884,0.31054871271171164
FBgn0020369,0.3541337652294215
FBgn0011770,0.29595280121858303
FBgn0038320,0.31262904021779836
FBgn0016119,0.3271453452179858
FBgn0030274,0.2768648360632068
FBgn0031491,0.28761598892388707
FBgn0026582,0.31612414368264785
FBgn0003065,0.2559184220956461
FBgn0013759,0.3021417992960886
FBgn0015772,0.36385848586703906
FBgn0036805,0.28467384425986136
FBgn0036046,0.253964987474786
FBgn0033737,0.3334228789500794
FBgn0003720,0.31086907362142957
FBgn0013263,0.3295165561680787
FBgn0020235,0.3339718796057079
FBgn0028691,0.3329177087158821
FBgn0040011,0.3063098170309837
FBgn0028687,0.3572646138414695
FBgn0033188,0.285266706240442
FBgn0026737,0.298228974999374
FBgn0250843,0.3330964480112387
FBgn0025885,0.34170822036635334
FBgn0015271,0.29921038098802444
FBgn0033725,0.291648211752789
FBgn0023522,0.29147089840899415
FBgn0034245,0.3082434441893755
FBgn0033555,0.31369835018225756
FBgn0032004,0.3151418050026253
FBgn0026749,0.27198137986610954
FBgn0038326,0.3083786307767926
FBgn0039013,0.3190985970964167
FBgn0063494,0.3320896073623382
FBgn0004107,0.3553986565295637
FBgn0025627,0.31601995295364377
FBgn0028789,0.30856809133225654
FBgn0011666,0.3252387039325253
FBgn0030151,0.3263052912733305
FBgn0027548,0.3385602006172074
FBgn0029824,0.3136890203083562
FBgn0034118,0.3082434441893755
FBgn0030294,0.30307077181195546
FBgn0029831,0.28662334718810434
FBgn0034791,0.28951869145835474
FBgn0026374,0.2626678769195563
FBgn0019830,0.2909803826476084
FBgn0001222,0.32380087587351064
FBgn0003206,0.2950586339682164
FBgn0040066,0.3139504667309975
FBgn0017577,0.32510837586547875
FBgn0036415,0.3138383649188521
FBgn0004106,0.3346288248303519
FBgn0011211,0.3336865961094616
FBgn0022097,0.3288384962844629
FBgn0002645,0.34458853665145917
FBgn0039402,0.31740846639465115
FBgn0028473,0.3487704087109508
FBgn0030660,0.2907878451056729
FBgn0029937,0.2859240384360188
FBgn0015218,0.3283982292813109
FBgn0028544,0.2980098872577945
FBgn0030806,0.29884583146311905
FBgn0035725,0.28425953885909505
FBgn0038546,0.32446828061981975
FBgn0010612,0.2952486053754685
FBgn0030341,0.2875924614121138
FBgn0011361,0.29294428201943845
FBgn0004636,0.3235426218542858
FBgn0015521,0.34759799393032537
FBgn0030361,0.30591002754880975
FBgn0032763,0.33352831577737285
FBgn0016013,0.2817536445431389
FBgn0027054,0.3524062257284861
FBgn0003863,0.2879143376143876
FBgn0011584,0.29230291078424364
FBgn0004395,0.3247280150809071
FBgn0026380,0.32881799257475564
FBgn0028683,0.2962354210152753
FBgn0040075,0.34266296068316643
FBgn0030346,0.2767195573875866
FBgn0035111,0.3302387729296719
FBgn0011745,0.32737889716074936
FBgn0011695,0.3008490481438719
FBgn0002715,0.33730422878339134
FBgn0019960,0.3036990967153636
FBgn0032202,0.3104573022643824
FBgn0013467,0.32849028061006175
FBgn0035879,0.30600765746446923
FBgn0086443,0.3531141293591303
FBgn0031678,0.28301623231888434
FBgn0015625,0.3073273093571451
FBgn0030695,0.3555544070195477
FBgn0020765,0.2679325779201794
FBgn0035244,0.31705542986315943
FBgn0026878,0.32010579774281045
FBgn0026326,0.3451975495787086
