FbID,EigenVector
FBgn0003390,0.0011554502580744125
FBgn0026252,0.005189936594962697
FBgn0000591,0.000963432863721691
FBgn0035165,0.0030138866591496306
FBgn0024251,0.0013755113857410674
FBgn0034763,0.0001817139717074903
FBgn0033749,0.001375902666056025
FBgn0038418,0.0013588948327197838
FBgn0017430,0.002318988217397918
FBgn0030418,0.0010677388838926777
FBgn0024188,0.0006487660369238628
FBgn0086362,0.00036802354204894613
FBgn0004198,0.00041120652655429627
FBgn0037931,0.00245024337936554
FBgn0002723,0.0005602763127854683
FBgn0031453,0.006024603352569965
FBgn0039270,0.0006479196951478529
FBgn0023172,0.002639586837413808
FBgn0003651,0.0006197580316767906
FBgn0000166,0.004894028109710384
FBgn0035993,0.0011503309727449096
FBgn0004698,0.0023389713861620845
FBgn0038948,0.0010255351818758056
FBgn0011276,7.959232965907096e-05
FBgn0002441,0.0007416368588030499
FBgn0015524,0.0015255663610352426
FBgn0010741,0.0007103902096906868
FBgn0002985,0.001252545295519783
FBgn0022238,0.00046341690876219323
FBgn0001185,0.001343477446407628
FBgn0015790,0.004978980152375425
FBgn0011474,0.0003693793398142225
FBgn0035997,0.00038225332217424755
FBgn0005624,0.001971556744790976
FBgn0036994,0.0001262975150646602
FBgn0033421,0.00021467337788723262
FBgn0024196,0.0007363341583842845
FBgn0032814,0.0001498046929848684
FBgn0015949,0.00039677574484233536
FBgn0031296,0.005064251403270312
FBgn0004581,9.343015200014709e-05
FBgn0014879,0.0001567556543198867
FBgn0004181,0.0006668262898571514
FBgn0014870,0.002957154922930973
FBgn0020278,0.0010098158427803753
FBgn0002906,0.0016357515225507888
FBgn0002931,0.0011908050098848417
FBgn0025334,0.004621977761140871
FBgn0016726,0.10074455509208671
FBgn0031391,0.0008121219567109586
FBgn0013954,0.0117389272886521
FBgn0004868,0.005939493852337589
FBgn0036621,0.0004890797887080472
FBgn0024975,0.0002400108507689795
FBgn0000581,0.0006941453347499723
FBgn0010750,0.003143010796427081
FBgn0037468,0.0005169648910527174
FBgn0004394,0.0001896862178940689
FBgn0085405,0.00205176550573702
FBgn0004882,0.0023114113327327183
FBgn0003015,0.004179934066656167
FBgn0262955,0.0006178600228294845
FBgn0026373,0.001535981199477574
FBgn0023512,6.208024498138837e-05
FBgn0000568,0.0009674559707036326
FBgn0004854,1.2813769898736434e-05
FBgn0020306,0.0031804774565290382
FBgn0001269,0.0007380412836084808
FBgn0003334,0.0005876530018349116
FBgn0002783,0.0057469249815321165
FBgn0037831,0.0006184882251100507
FBgn0014011,0.0005835115086198077
FBgn0025355,0.0004941700421363185
FBgn0004860,0.00023982858896863816
FBgn0029088,0.0001758272030126184
FBgn0051992,0.0021835709729093353
FBgn0031668,0.0031450519788990827
FBgn0015513,0.0024922071978496136
FBgn0026324,0.0004901697627436537
FBgn0011225,0.001504094434427315
FBgn0000667,0.0038115141083845893
FBgn0037540,0.0009661936579052236
FBgn0005617,0.000711465838262608
FBgn0034691,0.0012860382114091137
FBgn0001086,0.00024238541234399577
FBgn0044323,0.0009717181593058632
FBgn0026313,0.0019582563311849673
FBgn0013325,0.1019716707493258
FBgn0000063,0.0016670067610846193
FBgn0000547,0.0023176967641710088
FBgn0003495,5.846292611705842e-05
FBgn0031759,0.00212371822711775
FBgn0011604,0.006344543031233041
FBgn0262473,0.0005248912865121518
FBgn0003862,0.0017902142556053295
FBgn0027338,0.01068379889905259
FBgn0039016,0.002750174916606568
FBgn0260439,0.011002016483107549
FBgn0051646,0.0004746251644617468
FBgn0000212,0.007314020733335357
FBgn0031529,0.0006886481081763136
FBgn0000108,0.0006847330453697212
FBgn0000139,0.0007501534309078621
FBgn0001075,0.009454670117441893
FBgn0000042,0.005123720462651446
FBgn0037295,1.8946394194835168e-05
FBgn0041097,0.00022816220252625872
FBgn0003885,0.003995229151956914
FBgn0039304,0.005422183535288033
FBgn0028573,0.0018798648399721422
FBgn0062442,0.0013712850596791918
FBgn0010238,0.0018489851229566193
FBgn0002466,0.0018413262628170601
FBgn0003261,0.007251938146429808
FBgn0039212,0.0006855323039434384
FBgn0003943,0.0015384479008941155
FBgn0004050,0.0020852325791565936
FBgn0010333,0.000979002358827244
FBgn0083949,7.130827821740867e-05
FBgn0053202,5.407716375546855e-05
FBgn0053303,0.0131120098013311
FBgn0086357,0.006700705517336999
FBgn0038084,3.7010137643635035e-06
FBgn0003731,0.0016361461914119724
FBgn0029870,0.00038326504602096925
FBgn0015279,0.03512857271541162
FBgn0020249,0.002434200848027822
FBgn0014396,0.0016345653218967405
FBgn0037981,0.00039221713418523615
FBgn0003520,0.005180028387327924
FBgn0000017,0.0016777668222610533
FBgn0026059,0.0037355091895229404
FBgn0010316,0.0027418930758384185
FBgn0034921,0.0018991330578620501
FBgn0023083,0.0005340081690277265
FBgn0027378,0.0019091061897156814
FBgn0010441,0.000989574004524361
FBgn0004859,0.005619783083763458
FBgn0021761,0.0007875050995335064
FBgn0002734,0.000610876224767104
FBgn0003068,0.0009003081256506644
FBgn0014269,0.0028694620023907553
FBgn0002775,0.003502227065234396
FBgn0020407,0.00026520837390698536
FBgn0035709,0.0007045831829123836
FBgn0001233,0.006289548262763099
FBgn0259745,0.000265899865732911
FBgn0010226,0.001381078078400204
FBgn0029800,0.0004425598000090611
FBgn0036341,0.000314550094091506
FBgn0035150,0.000850511178553487
FBgn0005198,0.048988385253035005
FBgn0034965,4.1279089059291825e-44
FBgn0025637,0.00268398896297361
FBgn0000617,0.0008910313789904102
FBgn0027490,0.0005610232481729777
FBgn0011674,0.0005771656776857066
FBgn0014010,0.009627153391489493
FBgn0032054,0.0006534004439298763
FBgn0000117,0.006330596863407384
FBgn0025825,0.0012908156065204793
FBgn0050390,0.002470161449419547
FBgn0011570,0.010167949085996683
FBgn0010280,0.0020161223501379845
FBgn0013997,0.002253161335695234
FBgn0032691,0.00033729263079465647
FBgn0028484,0.0007735431147457962
FBgn0039280,0.0020712034157455805
FBgn0003042,0.0008781813386995758
FBgn0003391,0.0007800782484038628
FBgn0003339,0.0007002808477376899
FBgn0020388,0.0016598159339930012
FBgn0015247,0.02897156104975327
FBgn0001128,0.0026457649133915036
FBgn0085201,0.0006736450564948422
FBgn0035823,0.0018661612908613579
FBgn0015805,0.005116873697287543
FBgn0010328,0.0008948351501976451
FBgn0002873,0.0032173366142838893
FBgn0025742,0.0001246474947735639
FBgn0041174,0.0010456707602544781
FBgn0000047,0.0017802566971110015
FBgn0004638,0.0024973467503568826
FBgn0025455,0.0003225131921402396
FBgn0028926,0.0007494808787275441
FBgn0003687,0.0009426761988279469
FBgn0025802,0.0012680201569788114
FBgn0000618,0.0008100120441171358
FBgn0031773,0.0006119663947413396
FBgn0001079,0.00147898526152261
FBgn0001225,0.002491072572811905
FBgn0036282,0.00026311253382312164
FBgn0014018,0.024728918541614322
FBgn0003444,0.0035414151567524955
FBgn0086656,0.001970527171882654
FBgn0015278,0.008434646165604662
FBgn0023517,0.002214800764976777
FBgn0025807,0.0002770011456435811
FBgn0261397,0.0038932142809039155
FBgn0035236,0.00044260303683667457
FBgn0039427,0.0008876524774386206
FBgn0039532,4.9221840980553705e-05
FBgn0261617,0.002290030701870955
FBgn0003277,0.0032399007899210678
FBgn0032456,0.011521245006551387
FBgn0010341,0.0006336263523945736
FBgn0004227,0.005841971059074958
FBgn0001114,0.007084481534386704
FBgn0030500,0.0010304529670967688
FBgn0015622,0.009750170540648473
FBgn0053087,0.001616457472636617
FBgn0263594,0.006177519683685641
FBgn0267790,0.0081828234877461
FBgn0004401,0.003839141269290259
FBgn0014388,0.0016751412462755995
FBgn0033264,0.006698816133566475
FBgn0050489,0.009311913363078428
FBgn0010583,0.002122960290482595
FBgn0036824,0.0010526888315044512
FBgn0259174,0.0014120846027509556
FBgn0040777,0.0006180009115645694
FBgn0004237,0.001930571414095729
FBgn0003317,0.0005859002948567685
FBgn0002561,7.636396209879693e-05
FBgn0000022,0.0002560517761704797
FBgn0016693,0.008522109302552934
FBgn0035471,0.008092541578382855
FBgn0028552,0.001142124931705188
FBgn0025683,0.0034408943066176535
FBgn0037383,0.0003668674432899497
FBgn0000319,0.017727474223029394
FBgn0266720,0.0003073205235249081
FBgn0029975,0.008374346557520982
FBgn0028695,0.007989510206598853
FBgn0026409,0.010226132278923054
FBgn0021795,0.007941115129200904
FBgn0016691,0.00333344823091363
FBgn0000064,0.008894349241854069
FBgn0003330,0.0019870491800876126
FBgn0011586,0.0030497088611070077
FBgn0000448,0.000189899260238221
FBgn0001320,0.0005589839079461243
FBgn0032822,2.8893893111503982e-05
FBgn0010282,0.0030369075877341753
FBgn0041604,0.0016861735985824247
FBgn0015919,0.00018411803343573724
FBgn0000492,0.00014504583180894882
FBgn0005636,6.235667692550915e-05
FBgn0030648,0.0005180352183213644
FBgn0005631,0.0005724893242972432
FBgn0029118,0.012229278865676967
FBgn0036929,0.0023934636599746597
FBgn0032006,0.002562292615027012
FBgn0031643,0.007442704929266116
FBgn0004132,0.008314387058891422
FBgn0003900,0.0004888721459227301
FBgn0013343,0.0026586782939923915
FBgn0024980,0.0003182158219756933
FBgn0031106,0.002760298531296928
FBgn0004103,0.0018733140247382176
FBgn0010516,0.013855650320442402
FBgn0266721,0.00024404645672107775
FBgn0033205,0.01411439708205364
FBgn0263006,0.013706537883052925
FBgn0261049,0.001917674068194486
FBgn0037643,0.011565914481665614
FBgn0250814,0.015804971998973166
FBgn0266186,0.0008028101375787249
FBgn0034614,0.0005186538808250628
FBgn0027291,0.012984078498611981
FBgn0260856,0.0004728904279086056
FBgn0035965,0.00027054415865628093
FBgn0011288,0.00046948339258812545
FBgn0044871,0.00039720721971132444
FBgn0250791,0.0035366084323968563
FBgn0264816,0.00030216091824527793
FBgn0014163,0.009568912857524925
FBgn0037894,0.01348818518048576
FBgn0260855,0.00035660074933797963
FBgn0032209,2.3074147506667772e-05
FBgn0004170,0.0009419879460947963
FBgn0264978,0.0007817717165488457
FBgn0267795,0.004753952310818709
FBgn0003134,0.0006512370478112994
FBgn0034398,0.003908688736125807
FBgn0000711,0.0048608469627651725
FBgn0039580,0.009558439877100693
FBgn0005674,0.009239750618739958
FBgn0040475,0.0008281168842858962
FBgn0034913,0.004487541655573184
FBgn0036643,0.0005261791960494382
FBgn0011708,0.00029650161023568036
FBgn0003132,0.0006796572646736519
FBgn0260857,0.00026953529924951633
FBgn0260858,0.00032186765655989265
FBgn0030993,0.01131222192743098
FBgn0008635,0.006270313817266104
FBgn0038530,0.00017092062411080757
FBgn0003660,0.0017883882374397945
FBgn0003090,0.00012355024890831892
FBgn0015380,0.0005025674931964717
FBgn0022942,0.0011966369627540267
FBgn0034246,0.002891643826258054
FBgn0027603,0.001133577981633104
FBgn0036980,0.0015122740653084957
FBgn0014020,0.00057168512294132
FBgn0038693,0.00011644088087873133
FBgn0034728,0.001460020607670626
FBgn0010217,0.0064792079755967924
FBgn0024230,0.00031318521646841877
FBgn0037874,0.004717059983184351
FBgn0001206,0.0006185501982674121
FBgn0028734,0.006149724643235084
FBgn0036844,0.0001321816697497147
FBgn0038478,0.0003883392144573021
FBgn0000351,0.0003067932669964015
FBgn0010313,0.001555499668618753
FBgn0032518,0.1032304910287832
FBgn0003392,0.0010131520977281826
FBgn0011661,0.01488372633079703
FBgn0005632,0.0032542672777563218
FBgn0004864,0.0026171360055258193
FBgn0002069,0.002376238867102322
FBgn0061200,0.00573600036225238
FBgn0031497,0.006370046989755577
FBgn0032030,0.0020567261367595863
FBgn0014009,0.005540277213033516
FBgn0000137,0.00013551805775804382
FBgn0001169,0.0005973921249810578
FBgn0004885,0.000316267102138232
FBgn0020248,0.00022740819357758917
FBgn0015793,0.00020215968725605408
FBgn0010774,0.005549289011757203
FBgn0016701,0.0006016822346368336
FBgn0015797,0.007041669360422746
FBgn0032782,0.00018053322821667825
FBgn0000499,0.0034593432821791144
FBgn0031882,0.0005302449787706002
FBgn0001612,0.002464500329319798
FBgn0015794,0.0025829904225956866
FBgn0003557,0.0009035944973147769
FBgn0002633,0.0024885787736872804
FBgn0015791,0.0005178329486398451
FBgn0026319,0.0011350401065966316
FBgn0259113,0.002384762890281933
FBgn0026323,0.02487673000351687
FBgn0003117,0.0006635965840829861
FBgn0005696,0.0011999117297513038
FBgn0003295,0.00015449588611239176
FBgn0000411,0.0017576129126714902
FBgn0030318,0.0001978410098695033
FBgn0264491,0.0003862406311905003
FBgn0001150,0.0006383001548330879
FBgn0030028,0.0009964224852832741
FBgn0002609,0.000617440856175714
FBgn0002631,0.0011989508672770625
FBgn0037515,0.00016618912193489717
FBgn0003371,0.01949510120411286
FBgn0040505,0.0008227239513020161
FBgn0000316,8.217407350735242e-05
FBgn0000826,0.0008098328116588809
FBgn0011656,0.0003390636803335614
FBgn0002733,0.00016496358621789675
FBgn0011655,0.0003152930116414468
FBgn0003888,0.0057169210367825655
FBgn0004242,7.289263585170569e-05
FBgn0023081,9.49964276878154e-06
FBgn0259734,0.0001275026825599398
FBgn0003041,0.001712876691037935
FBgn0003716,0.00760492114884286
FBgn0031710,0.0015238162149116637
FBgn0003360,0.0041223077787163115
FBgn0000320,0.001507853374988988
FBgn0001137,0.004693389215361851
FBgn0000482,0.00035248241293408725
FBgn0029959,0.0002819364529154628
FBgn0002643,0.0007816855263278765
FBgn0028717,0.0006362148499513959
FBgn0001624,0.0032244874500769313
FBgn0086371,0.000262439267412061
FBgn0019968,0.0027253621545881416
FBgn0015795,0.0034993584729068905
FBgn0011762,0.00048552812023271196
FBgn0011760,0.006977257735727026
FBgn0004647,0.010647375538890693
FBgn0014411,0.0001483281095763307
FBgn0005672,0.003191954539298138
FBgn0026259,0.0026436150810720924
FBgn0027655,0.0011696670178224333
FBgn0028990,4.25540312816745e-05
FBgn0003719,7.950739879730889e-05
FBgn0003892,0.004432944227437268
FBgn0013275,0.0019923205034731843
FBgn0000346,0.002471460357910676
FBgn0020622,0.013056605710226113
FBgn0033494,0.00030681358994191305
FBgn0037897,0.0016360191871835292
FBgn0086358,0.03859755108930604
FBgn0013342,0.00015357353400349103
FBgn0001202,0.0010478053950153036
FBgn0003462,0.008175176881483082
FBgn0004957,0.00031884979790813194
FBgn0004838,0.0017844197654888045
FBgn0036105,7.686367888820825e-05
FBgn0026573,0.0017629517517493882
FBgn0031281,0.0009844952874698456
FBgn0010417,0.003466927770157558
FBgn0011826,0.005322544676830001
FBgn0003607,0.005473070856590528
FBgn0033859,0.0005415999920031088
FBgn0024814,0.003907194647505766
FBgn0028369,0.0007314812156498252
FBgn0038979,2.0136686089366267e-05
FBgn0003023,0.00035182406116112346
FBgn0037555,0.0032247532442060104
FBgn0264693,0.001355390652666109
FBgn0013717,0.0003263897600919285
FBgn0035769,0.0027954855718853853
FBgn0030365,0.00212368975063417
FBgn0039558,0.001729968006026741
FBgn0024555,0.0005577807712201042
FBgn0022349,0.005106018861195865
FBgn0032455,0.006121990669521988
FBgn0250837,0.0032319908759090897
FBgn0015544,0.002572125908924643
FBgn0037550,0.0015364771805028098
FBgn0001223,0.0011574611820164048
FBgn0087002,0.0031507952335631264
FBgn0001085,0.0011566518824891654
FBgn0030874,0.00046381005431555145
FBgn0052219,0.0003532026163170885
FBgn0035142,0.0003572826892773791
FBgn0004654,0.004233721123431496
FBgn0035904,0.006014034811304883
FBgn0034753,0.007159927355132067
FBgn0033921,0.00032405041377427286
FBgn0031145,0.003797724360356786
FBgn0001200,0.0012857077510839963
FBgn0014861,0.00026834390607556
FBgn0039067,0.0010541591675010949
FBgn0034314,0.0010141131938687735
FBgn0011290,0.0009202312965821754
FBgn0020908,0.0029026518831897605
FBgn0010909,0.006524935547493112
FBgn0051343,0.0008881181147980216
FBgn0000043,0.002404954460743365
FBgn0027598,0.012611512367490522
FBgn0028382,8.551231187375801e-05
FBgn0000055,0.004405910311201333
FBgn0000439,0.0008323938594360395
FBgn0036374,0.0003657453889955535
FBgn0036761,0.0044696879704700975
FBgn0037027,0.001554032192485476
FBgn0086558,0.0021470825239479586
FBgn0023177,0.0010004622697499473
FBgn0036118,0.0006682775735026877
FBgn0086346,0.0004774844575587539
FBgn0004244,0.0004283086982067758
FBgn0002565,0.0008571090617319625
FBgn0010355,0.0022396928804617557
FBgn0052473,0.0016331034699219624
FBgn0004360,0.000629874192010645
FBgn0005558,0.004030346486481205
FBgn0003278,0.0029535441612237377
FBgn0036819,0.0010456078916938132
FBgn0033261,0.00024590567164650316
FBgn0004045,0.0013761084492101721
FBgn0001291,0.0012053157573041274
FBgn0023097,0.0012321695359328907
FBgn0003209,0.0007419158681573754
FBgn0034878,0.0012463593702980416
FBgn0013983,0.02330605974299971
FBgn0033378,0.00010380476984808659
FBgn0004856,0.0007630340698394649
FBgn0033504,0.0028863960381820186
FBgn0036192,0.000355402969936945
FBgn0004047,0.0012720049739509565
FBgn0003449,0.0008387613432270162
FBgn0014002,0.010833816671873869
FBgn0027492,0.001599275752456289
FBgn0028980,0.003963752103456332
FBgn0031437,0.001825475286121419
FBgn0023175,0.00389215025433324
FBgn0035438,0.006978991456011604
FBgn0003545,0.0003486235288783185
FBgn0019644,0.00221577303140794
FBgn0014189,0.008639547286241991
FBgn0030451,0.0011039041695843732
FBgn0036666,0.0012232667512355735
FBgn0011327,0.0032344383058811274
FBgn0035033,0.0016197296381832166
FBgn0011725,0.0014318533814260267
FBgn0022029,0.0016917310132597244
FBgn0034688,0.0010707252711918774
FBgn0030892,0.0007102585127861093
FBgn0004363,0.010543708572780199
FBgn0025628,0.0015597132041779323
FBgn0002284,0.003818468754197893
FBgn0030362,0.012923657158987814
FBgn0004177,0.005583765006268284
FBgn0016697,0.0036125301964045125
FBgn0028689,0.0023905302886970373
FBgn0032258,0.00048477814311091895
FBgn0001977,2.9629979485636716e-05
FBgn0000426,0.00027112219065931966
FBgn0026250,0.009901572542322403
FBgn0004066,0.005669609984888525
FBgn0031455,2.1017518939184625e-05
FBgn0026085,0.0017544934312641238
FBgn0010590,0.002686551596099216
FBgn0036811,0.0014448952978851448
FBgn0000405,0.0028068985071723405
FBgn0038369,0.0010569566693290186
FBgn0063493,0.0005217648489751878
FBgn0028515,0.004511898855030555
FBgn0001149,0.001090488414894579
FBgn0035533,0.000285267368600969
FBgn0031061,0.00033375915746309865
FBgn0027087,0.005918108121027596
FBgn0000579,0.014210383252815269
FBgn0052549,0.0020590943381977446
FBgn0033528,0.0004925395409842415
FBgn0029134,0.006021989541803613
FBgn0033518,0.007187417288593672
FBgn0016685,0.01274829841989428
FBgn0005671,0.015939636326547987
FBgn0033740,0.0031431199400574605
FBgn0029133,0.0010090488543146028
FBgn0035855,0.0004267390855889758
FBgn0038578,0.002262345027517224
FBgn0000543,0.0003793529008157045
FBgn0037467,0.007110408531701364
FBgn0031161,0.00012916246611203593
FBgn0015282,0.009092331320951523
FBgn0003257,0.0008794263414370091
FBgn0035497,0.00036586597613219693
FBgn0001224,0.0013965509779695232
FBgn0005585,0.013481197885480821
FBgn0031549,0.0076449202520598395
FBgn0034308,5.4372406067126735e-05
FBgn0010415,0.002303301538016839
FBgn0002121,0.0012870658580087433
FBgn0031492,0.00089071215327426
FBgn0024330,0.0018407583283965617
FBgn0028474,0.0007546121197903932
FBgn0032859,0.0019874315930520046
FBgn0035043,4.637912317749714e-05
FBgn0030894,7.831829496896018e-05
FBgn0032390,0.0008063586433378468
FBgn0000150,0.014153921178358737
FBgn0003721,0.0017698465218114624
FBgn0029943,0.0016678890900819166
FBgn0035437,0.00193324683879239
FBgn0034569,0.00045422981465624996
FBgn0016120,0.0017256476831737325
FBgn0001105,0.0004357453875560532
FBgn0086134,0.004723032286255977
FBgn0002736,0.00028606783091773537
FBgn0026722,0.000646402707521716
FBgn0025678,0.004875562700516358
FBgn0025674,0.0026420847503794897
FBgn0004926,0.0029872439667586615
FBgn0038805,0.0013013549492533261
FBgn0034191,7.20981582349052e-05
FBgn0038915,0.00019166599079206549
FBgn0011774,0.0019906419014463863
FBgn0016978,0.000805906420901042
FBgn0032408,0.0008377230343661791
FBgn0003889,0.002244823209828596
FBgn0035120,0.00016199908237417624
FBgn0001308,0.0020231285984513704
FBgn0033781,0.0008934926626514842
FBgn0028342,0.0021561222865043262
FBgn0011771,0.00039816225229164485
FBgn0030720,0.0058196265092242076
FBgn0027259,0.0005640096746113563
FBgn0029860,7.187169676929735e-05
FBgn0005655,0.008311217674199324
FBgn0000259,0.005746017398361563
FBgn0030386,0.0008136761647327646
FBgn0030838,0.0006829824409815181
FBgn0034523,0.0008839903412131822
FBgn0031693,0.0001734163245117568
FBgn0030944,0.000689007796074798
FBgn0034277,0.009827745267650305
FBgn0031876,0.0002803651208035953
FBgn0031692,0.0015482872902798108
FBgn0035209,0.00013731992226688025
FBgn0031399,0.0014692784719576497
FBgn0041781,0.000772494331757775
FBgn0015379,0.0030667027843940694
FBgn0035626,0.00038607998820692135
FBgn0031637,0.0013576312409993771
FBgn0039904,0.004998612933860003
FBgn0028684,0.009621809065762734
FBgn0003388,0.0005488489040721401
FBgn0037728,0.009136221559655846
FBgn0026592,0.00023093840682118644
FBgn0014391,0.0014967103179115765
FBgn0001961,0.0005647051205609243
FBgn0039303,0.0026739558883338635
FBgn0001216,0.002575179758079606
FBgn0039252,0.0007760640836857333
FBgn0033341,0.0002031428294008976
FBgn0029687,0.004334931156418634
FBgn0000100,0.10637610795964793
FBgn0028970,0.003941703500973039
FBgn0028540,9.841549002256475e-05
FBgn0032884,0.001760083369900216
FBgn0020369,0.009477645010200089
FBgn0011770,0.0004801906116188433
FBgn0038320,0.0011166155788486529
FBgn0016119,0.002882999013100393
FBgn0030274,0.00010583395538381857
FBgn0031491,0.00022620258160731672
FBgn0026582,0.0007590629256510796
FBgn0003065,4.1354784598786044e-05
FBgn0013759,0.0006516110398606385
FBgn0015772,0.025061839595851797
FBgn0036805,0.0002911610973650682
FBgn0036046,2.8809730998127337e-05
FBgn0033737,0.0010147074682794878
FBgn0003720,0.0006407312142383191
FBgn0013263,0.0019611643423602595
FBgn0020235,0.005184342402682171
FBgn0028691,0.003335789953303194
FBgn0040011,0.0008338998487938662
FBgn0028687,0.013754006190003032
FBgn0033188,0.0001477465749683026
FBgn0026737,0.0017348670030166039
FBgn0250843,0.003963811329120749
FBgn0025885,0.008757677942626748
FBgn0015271,0.0005003194966137992
FBgn0033725,0.00018260183948290757
FBgn0023522,0.00024609710225383737
FBgn0034245,0.002703268205412284
FBgn0033555,0.0011713569356690287
FBgn0032004,0.004140167256026248
FBgn0026749,7.722956644251048e-05
FBgn0038326,0.0009429152842747712
FBgn0039013,0.0008433696770842481
FBgn0063494,0.0046158410039029985
FBgn0004107,0.005742763385100904
FBgn0025627,0.0010591304639202405
FBgn0028789,0.0020424075881040546
FBgn0011666,0.003845569715282165
FBgn0030151,0.0012021685402416893
FBgn0027548,0.0025309116300249804
FBgn0029824,0.002044578718118021
FBgn0034118,0.0004795712004013263
FBgn0030294,0.0007334341535199894
FBgn0029831,0.000157217530158649
FBgn0034791,0.00019097328642638005
FBgn0026374,8.156744811918716e-05
FBgn0019830,0.0008644303284771095
FBgn0001222,0.002015324711112744
FBgn0003206,0.0009497231943580947
FBgn0040066,0.001450969216633993
FBgn0017577,0.0008713227479386338
FBgn0036415,0.001298587912385251
FBgn0004106,0.0034371282758564035
FBgn0011211,0.007227621242664303
FBgn0022097,0.0018288237523163935
FBgn0002645,0.008793223890834171
FBgn0039402,0.0008155050098466755
FBgn0028473,0.004019339035395656
FBgn0030660,0.000263352613267331
FBgn0029937,0.00022630016397833503
FBgn0015218,0.0033260480893086246
