FbID,Betweeness
FBgn0001199,0.0005065200622545563
FBgn0010434,0.0004396767908041256
FBgn0027594,2.3265093323583655e-05
FBgn0000283,0.0006759161283975937
FBgn0002781,0.00281243686123689
FBgn0017590,1.3306195838363315e-05
FBgn0039254,2.6622405094869145e-05
FBgn0004419,0.0009663896535916557
FBgn0000163,0.0003016337754418323
FBgn0000810,0.000271944371677778
FBgn0001139,0.0019198811790171004
FBgn0010215,0.00014434880993125404
FBgn0037719,0.0012720884759572812
FBgn0029688,0.000185359241000885
FBgn0032940,0.00019230337367292155
FBgn0003655,0.0003094278960008589
FBgn0000392,0.0008964489408198011
FBgn0025625,0.00022308866087270213
FBgn0003285,4.0877171145217696e-05
FBgn0024189,0.0034563248880205314
FBgn0000578,0.000966135934774869
FBgn0022361,0.0001635897855254288
FBgn0013765,0.003807708572575962
FBgn0002709,2.8083964999012243e-05
FBgn0004644,9.047168031382632e-05
FBgn0002735,0.0002059703960444188
FBgn0026430,3.963247400977822e-05
FBgn0014127,0.0001849747723757964
FBgn0035849,0.00017153143076570487
FBgn0000588,6.695108916041338e-05
FBgn0000464,0.00037502969428117024
FBgn0038016,0.00013581533031182242
FBgn0025638,1.2466144572786992e-05
FBgn0041096,0.001614522201884276
FBgn0010611,0.0002437779183506433
FBgn0026398,3.426407986411178e-05
FBgn0004657,7.959008218944307e-05
FBgn0011766,5.449887843416067e-05
FBgn0038975,9.601414190032772e-05
FBgn0039858,0.005616657372136949
FBgn0000114,0.00019135390040525826
FBgn0053193,0.0008481016591948289
FBgn0260635,0.0003146141120375722
FBgn0011020,0.00017801621252989993
FBgn0036248,0.0006442935084999864
FBgn0026431,6.8232456691757e-05
FBgn0000352,0.00023033813043440234
FBgn0003882,0.0002801506996022803
FBgn0015509,0.0007262372029459362
FBgn0000629,0.0004993910499130354
FBgn0023076,0.000440473389631661
FBgn0030891,0.0002435774567247913
FBgn0000250,0.0008925020563934122
FBgn0002973,0.0003466553149758858
FBgn0013764,0.0008478294662702643
FBgn0031314,5.5354159873584354e-05
FBgn0034643,0.00010992481357344661
FBgn0037670,2.4294792794188464e-05
FBgn0030616,0.0010767480255486133
FBgn0011291,0.00026698006362804543
FBgn0001122,0.0005251746310478615
FBgn0010421,5.9986602804078454e-05
FBgn0024250,0.001824115771815476
FBgn0037120,0.00020623924112674733
FBgn0003870,0.0027562266467565945
FBgn0029123,3.609416007208816e-05
FBgn0033491,0.00011437713202210202
FBgn0032812,0.0035826311240582265
FBgn0003130,0.00010550708609677168
FBgn0020616,0.0002532304455624103
FBgn0002283,3.2188175764447014e-06
FBgn0023091,0.00030942336365623714
FBgn0039044,0.010033262218186524
FBgn0003944,0.0021135633950712723
FBgn0028931,0.00021681159780744742
FBgn0000559,0.0019913933117468065
FBgn0003866,0.00015212146319358924
FBgn0003559,1.336979161366605e-05
FBgn0010287,0.00026223656644629504
FBgn0032299,3.47093944411689e-05
FBgn0000504,0.0008763183476842174
FBgn0031711,1.4946623466896126e-05
FBgn0038235,0.00015558958836075088
FBgn0010109,0.0002921678256557265
FBgn0010602,0.006143404450914279
FBgn0086680,3.807302318951132e-05
FBgn0037659,3.1622864210777216e-06
FBgn0024179,0.00022286569224048993
FBgn0036522,7.4298006954888635e-06
FBgn0002573,4.98035439839507e-05
FBgn0000577,0.00033270284556921023
FBgn0015546,5.767983781246398e-05
FBgn0003567,0.0008238216909961438
FBgn0030058,4.887847230643544e-07
FBgn0000084,0.001725235580493247
FBgn0031420,0.0002923190165084826
FBgn0030554,0.0
FBgn0035827,3.5541620454766784e-06
FBgn0030657,0.00016382637442277252
FBgn0028999,3.4055213150419466e-05
FBgn0011016,0.00032523315701217753
FBgn0031830,5.2618549209280874e-05
FBgn0000061,0.0002072880480722023
FBgn0004863,0.0008889628925877363
FBgn0000183,0.0008356987478489424
FBgn0010416,0.00020898306672530745
FBgn0033233,0.0002797553585692959
FBgn0003345,0.00014920761043573334
FBgn0025381,1.7005513466732343e-05
FBgn0032509,0.00017612870584238018
FBgn0004656,0.0007488192818048237
FBgn0003028,0.0003041173408215783
FBgn0001226,0.0009234176497579836
FBgn0032704,6.724541331970778e-05
FBgn0025777,0.0016893153225050136
FBgn0027360,0.00025601470204546613
FBgn0002413,0.0002326072179369726
FBgn0000251,0.0004887642029530007
FBgn0022893,0.004226726319895908
FBgn0030711,6.143748014182235e-05
FBgn0003390,6.226191119487829e-05
FBgn0026252,0.002271507416247707
FBgn0000591,0.00014400051076136468
FBgn0035165,0.0004846521602289677
FBgn0024251,1.58796908764224e-05
FBgn0034763,3.595781633044668e-05
FBgn0033749,1.957989974958908e-05
FBgn0038418,2.0453257405754154e-05
FBgn0017430,0.0002778207385864933
FBgn0030418,0.00011625430898162994
FBgn0024188,5.015669356104652e-05
FBgn0086362,0.0003867848869765366
FBgn0004198,0.00014868499493043025
FBgn0037931,0.00019085729190649358
FBgn0002723,6.17084798095225e-05
FBgn0031453,0.0014310758905015503
FBgn0039270,0.00027194004726974446
FBgn0023172,0.00024760481332424455
FBgn0003651,0.000342926880898248
FBgn0000166,0.0022206802970209734
FBgn0035993,0.0007717365085695418
FBgn0004698,0.00020629049138307987
FBgn0038948,0.0007119025164568586
FBgn0011276,3.451719617874832e-05
FBgn0002441,8.051340907004675e-05
FBgn0015524,0.00014403316035284554
FBgn0010741,0.00026957850019095514
FBgn0002985,0.0001829782967410116
FBgn0022238,0.0004124113408236946
FBgn0001185,4.187559277434395e-05
FBgn0015790,0.0009457683467304273
FBgn0011474,1.4659954240386537e-05
FBgn0035997,2.481790001859604e-05
FBgn0005624,0.0004561157971174623
FBgn0036994,1.2518579400528628e-05
FBgn0033421,8.841404142739966e-05
FBgn0024196,0.0003348842753124111
FBgn0032814,1.6743132816528272e-05
FBgn0015949,3.9226667467345887e-05
FBgn0031296,0.0007079854287046947
FBgn0004581,9.715362213169658e-06
FBgn0014879,9.42353368273514e-06
FBgn0004181,5.3541360953357706e-05
FBgn0014870,0.001009779482783214
FBgn0020278,0.00022302722522153632
FBgn0002906,0.0004575374422772933
FBgn0002931,0.00018738574323321638
FBgn0025334,0.0009172300967202791
FBgn0016726,0.0002859971144005319
FBgn0031391,0.00037640459239550174
FBgn0013954,0.0014474676922508153
FBgn0004868,0.0016927397122948838
FBgn0036621,0.00015905153227943725
FBgn0024975,0.0001269864659334263
FBgn0000581,2.9756879533090874e-05
FBgn0010750,0.0002675125713164826
FBgn0037468,7.200405619173658e-05
FBgn0004394,3.5517007460151805e-05
FBgn0085405,0.0015666027025497632
FBgn0004882,0.00029536541847669694
FBgn0003015,0.002189161482344279
FBgn0262955,3.734245582012288e-05
FBgn0026373,0.00025621749282551845
FBgn0023512,8.926410752684125e-05
FBgn0000568,0.00024293997959231965
FBgn0004854,3.2517926084711036e-07
FBgn0020306,0.0004979961434919143
FBgn0001269,0.00016139897750472548
FBgn0003334,0.00043696686560118763
FBgn0002783,0.0014884181691970093
FBgn0037831,0.0002769481565463264
FBgn0014011,0.00010452283391664249
FBgn0025355,8.996891876524329e-05
FBgn0004860,5.0701191817307814e-05
FBgn0029088,6.182364029161524e-06
FBgn0051992,7.0931426237792e-05
FBgn0031668,0.0003525476731986455
FBgn0015513,0.0005501975129011427
FBgn0026324,0.00014243281008270915
FBgn0011225,0.0003464410159395498
FBgn0000667,0.0008556383770078541
FBgn0037540,0.0002600578851786051
FBgn0005617,0.00015101104318488397
FBgn0034691,0.00012485127979825056
FBgn0001086,1.7314298071235968e-05
FBgn0044323,0.0002528357718088492
FBgn0026313,0.00014369793608423227
FBgn0013325,0.00017209294435894477
FBgn0000063,0.0007573400749935775
FBgn0000547,0.00240234644036659
FBgn0003495,7.581196019233119e-05
FBgn0031759,0.00038420605541125436
FBgn0011604,0.0005122815158113503
FBgn0262473,0.0002599807355771213
FBgn0003862,0.0005026300656457085
FBgn0027338,0.0018552820066369514
FBgn0039016,0.00016682008429822626
FBgn0260439,0.0013896584012495952
FBgn0051646,0.0003579558087379845
