FbID,Betweeness
FBgn0000212,0.0013733523323555617
FBgn0031529,2.1454852078830825e-06
FBgn0000108,6.960328093838401e-05
FBgn0000139,0.00028657894300306914
FBgn0001075,0.0026896323934357497
FBgn0000042,0.0034767400534197867
FBgn0037295,2.4227165283013844e-06
FBgn0041097,8.096184194604585e-06
FBgn0003885,5.565755296344999e-05
FBgn0039304,0.00019842816217030643
FBgn0028573,0.0002351582897481288
FBgn0062442,8.512023051824563e-05
FBgn0010238,0.0011162421168150246
FBgn0002466,0.00016898141406241398
FBgn0003261,0.0019452881972553426
FBgn0039212,0.0002655549465755115
FBgn0003943,0.0007389847890684445
FBgn0004050,0.0002706679308793693
FBgn0010333,0.0005971172588779995
FBgn0083949,3.85110151935272e-05
FBgn0053202,1.3359160785106136e-05
FBgn0053303,0.0010429452878701344
FBgn0086357,0.0013647513486979488
FBgn0038084,0.0
FBgn0003731,0.0008433604944138065
FBgn0029870,5.2030821827568687e-05
FBgn0015279,0.0004286672105729706
FBgn0020249,0.0008902162787316578
FBgn0014396,0.0003443787579750771
FBgn0037981,0.0001100972686544601
FBgn0003520,0.0042244342379461584
FBgn0000017,0.0002363093734184132
FBgn0026059,0.001332288239020819
FBgn0010316,0.0004427711754376017
FBgn0034921,0.00014008191207390863
FBgn0023083,0.00011171209194006093
FBgn0027378,0.00033485396735682277
FBgn0010441,0.0001740278449257499
FBgn0004859,0.007541373914625596
FBgn0021761,5.1419706493733704e-05
FBgn0002734,0.00013959547572608207
FBgn0003068,0.00038300184114248113
FBgn0014269,0.0006796312412426607
FBgn0002775,0.0009419404358681534
FBgn0020407,5.1647985602544446e-05
FBgn0035709,2.746846276929712e-05
FBgn0001233,0.0010633767536327918
FBgn0259745,3.767843019373395e-05
FBgn0010226,7.373855282175749e-05
FBgn0029800,3.265720413227777e-05
FBgn0036341,1.3626689824011682e-05
FBgn0035150,0.0001081276147013491
FBgn0005198,0.0037611833667440695
FBgn0034965,0.0
FBgn0025637,0.004299968558152907
FBgn0000617,0.0004506342544243346
FBgn0027490,0.0001720122167170015
FBgn0011674,5.895741988768424e-05
FBgn0014010,0.003914876541617332
FBgn0032054,0.0002696293482470472
FBgn0000117,0.006586910368210533
FBgn0025825,0.0002763990119627455
FBgn0050390,0.00013120466633261511
FBgn0011570,0.004794561633867448
FBgn0010280,0.00016372625150551807
FBgn0013997,0.0003783716953115103
FBgn0032691,1.5798486732322304e-05
FBgn0028484,8.758433826803367e-05
FBgn0039280,0.00038654874257585087
FBgn0003042,0.0003097256698581563
FBgn0003391,0.00031449015616028214
FBgn0003339,0.00015225504310619883
FBgn0020388,0.0006454883686428157
FBgn0015247,0.004235170319710888
FBgn0001128,0.000323025144845253
FBgn0085201,2.776463197738117e-06
FBgn0035823,0.00013963295264986787
FBgn0015805,0.0010965158043453411
FBgn0010328,0.0002393566666372895
FBgn0002873,0.0004308705767834784
FBgn0025742,3.831883185676091e-07
FBgn0041174,5.406573211193988e-05
FBgn0000047,0.00016530543703313733
FBgn0004638,0.0010804104003732556
FBgn0025455,8.501383506017445e-05
FBgn0028926,0.00012980244373791915
FBgn0003687,0.0005709924540209112
FBgn0025802,0.00010583457176859192
FBgn0000618,0.00044862515804199705
FBgn0031773,0.0
FBgn0001079,0.0006573950288196094
FBgn0001225,0.001501546413955049
FBgn0036282,1.270072755134301e-05
FBgn0014018,0.0009600357430474225
FBgn0003444,0.00042735010481404086
FBgn0086656,0.0004804892859823666
FBgn0015278,0.0005324443417506285
FBgn0023517,0.0012495517019142002
FBgn0025807,6.795962727419182e-05
FBgn0261397,0.0024545818937891837
FBgn0035236,1.803853231509043e-05
FBgn0039427,7.666254521651138e-05
FBgn0039532,2.2591964988860694e-05
FBgn0261617,0.0014897634048031529
FBgn0003277,0.0011459964764693599
FBgn0032456,0.0016588728439893851
FBgn0010341,0.00022709908394195354
FBgn0004227,0.00017618881233718182
FBgn0001114,0.0006098924723370895
FBgn0030500,0.0002389587296750923
FBgn0015622,0.000672890489944392
FBgn0053087,0.0008862227762729775
FBgn0263594,0.00028333669600670905
FBgn0267790,0.000787023415560164
FBgn0004401,0.0009021504234695177
FBgn0014388,0.0020503426233800105
FBgn0033264,0.0004984951691552408
FBgn0050489,0.00031623294972757767
FBgn0010583,0.0004174212867477999
FBgn0036824,1.1324265079694296e-05
FBgn0259174,0.00022977637646435777
FBgn0040777,6.968025103755772e-05
FBgn0004237,0.0003653475834945502
FBgn0003317,6.434359652749606e-05
FBgn0002561,2.656738211970138e-06
FBgn0000022,4.4365235051990756e-05
FBgn0016693,0.00029521792728855835
FBgn0035471,0.001178512841100392
FBgn0028552,0.0006232551689379956
FBgn0025683,0.001204139535075527
FBgn0037383,0.0002814983277695238
FBgn0000319,0.005338528630090912
FBgn0266720,1.3436664824255311e-05
FBgn0029975,0.0002416193026718838
FBgn0028695,0.000758479472352981
FBgn0026409,0.0010008103535393386
FBgn0021795,0.001085634436617878
FBgn0016691,0.00041847088142789123
FBgn0000064,0.003981528432150323
FBgn0003330,0.00034159309598449103
FBgn0011586,0.0005818401894187688
FBgn0000448,1.235793979993046e-05
FBgn0001320,0.00030760314817844135
FBgn0032822,3.749603253511881e-06
FBgn0010282,9.830520522024529e-05
FBgn0041604,0.0004052986818158084
FBgn0015919,0.00020395271865795005
FBgn0000492,7.63789159199336e-06
FBgn0005636,1.7939279537667448e-06
FBgn0030648,0.0004308631312098524
FBgn0005631,0.00010087303259015721
FBgn0029118,0.001333780650854054
FBgn0036929,0.0004386993585025345
FBgn0032006,0.0008751472023152766
FBgn0031643,0.00044863238696021536
FBgn0004132,0.0004018827531939717
FBgn0003900,3.281690137480144e-05
FBgn0013343,0.0007907781378856345
FBgn0024980,3.115224243441932e-05
FBgn0031106,0.0012729879784704895
FBgn0004103,0.0015083795129932625
FBgn0010516,0.0018547850956621814
FBgn0266721,8.035391721578686e-07
FBgn0033205,0.0031117664116505563
FBgn0263006,0.0018518816610167662
FBgn0261049,0.00010884492425932092
FBgn0037643,0.0011262421443267927
FBgn0250814,0.0006612537264408348
FBgn0266186,0.00038088059496185084
FBgn0034614,2.7156721184530377e-06
FBgn0027291,0.0009453093498662826
FBgn0260856,8.255410799840087e-05
FBgn0035965,6.588553235644287e-06
FBgn0011288,0.00012010632102029355
FBgn0044871,0.0011187058104340634
FBgn0250791,0.0024887906434666977
FBgn0264816,7.299978196821754e-06
FBgn0014163,0.0014927125370378812
FBgn0037894,0.000876831924885507
FBgn0260855,0.00021799130810987212
FBgn0032209,0.0
FBgn0004170,0.0002938505176157351
FBgn0264978,0.00042990719265578373
FBgn0267795,0.00028448039609059206
FBgn0003134,0.000143932414714045
FBgn0034398,0.0015925550606976028
FBgn0000711,0.003541683689067568
FBgn0039580,0.0003265992764046941
FBgn0005674,0.0006841040426347588
FBgn0040475,0.00013271786847704375
FBgn0034913,0.0007688422160238665
FBgn0036643,0.0005261155565920998
FBgn0011708,3.027000148068681e-06
FBgn0003132,0.0001230223499183626
FBgn0260857,6.080023999756581e-06
FBgn0260858,2.649622309722003e-05
FBgn0030993,0.0016062854160437616
FBgn0008635,0.0005225067891939343
FBgn0038530,1.5089974650283525e-07
FBgn0003660,0.0010412428371579163
FBgn0003090,1.147073860481849e-05
FBgn0015380,8.405476177496898e-05
FBgn0022942,0.00046191611863872015
FBgn0034246,0.0005804553418112744
FBgn0027603,0.00012125590037864331
FBgn0036980,0.00047807252760913803
FBgn0014020,0.00012613904639501974
FBgn0038693,3.306774698595194e-05
FBgn0034728,0.0001675863055388673
FBgn0010217,0.002501770195746375
FBgn0024230,1.8019516139550907e-05
FBgn0037874,0.0006674170540794901
FBgn0001206,7.86422967315288e-05
FBgn0028734,0.0009654972046871828
FBgn0036844,9.473359061479124e-06
FBgn0038478,2.087196245653854e-05
FBgn0000351,4.24545639905118e-05
FBgn0010313,7.033862324228291e-05
FBgn0032518,0.0005058397448204243
FBgn0003392,0.00014359813568116475
FBgn0011661,0.005566632806983146
FBgn0005632,0.00019206797593412854
FBgn0004864,0.0001159965941773135
FBgn0002069,0.0001594082207028489
FBgn0061200,0.0005146457528006471
FBgn0031497,0.00016715373506031092
FBgn0032030,0.00021128223255158747
FBgn0014009,0.0009615137322030372
FBgn0000137,2.237434505447818e-05
FBgn0001169,7.101280946958e-05
FBgn0004885,2.7944053018041426e-05
FBgn0020248,0.00010328719428867109
FBgn0015793,6.429013180971298e-06
FBgn0010774,0.0007775060021602395
FBgn0016701,0.0005240198690791654
FBgn0015797,0.0028131575864175917
FBgn0032782,8.79022098018505e-05
FBgn0000499,0.0017778886867332868
FBgn0031882,0.00014567149471331528
FBgn0001612,0.0001074317675420887
FBgn0015794,0.00033453779371631705
FBgn0003557,0.00028335089857324275
FBgn0002633,0.0006850274477888852
FBgn0015791,0.00010750732904039924
FBgn0026319,0.00014366325779707382
FBgn0259113,0.00026709110025032736
FBgn0026323,0.002129148885194742
FBgn0003117,0.00015740735109204685
FBgn0005696,0.0002744843794918015
FBgn0003295,1.918932258405575e-05
FBgn0000411,0.00032205951541560974
FBgn0030318,5.695003942699073e-05
FBgn0264491,0.00015717450374125544
FBgn0001150,0.00017500063793971887
FBgn0030028,4.489087951289275e-05
FBgn0002609,0.0001042987097761415
FBgn0002631,0.0003389473933203727
FBgn0037515,3.076202126004308e-05
FBgn0003371,0.04635104774291282
FBgn0040505,2.2262313447405494e-05
FBgn0000316,0.0
FBgn0000826,0.0003813324395849901
FBgn0011656,5.297840474748226e-05
FBgn0002733,2.4200479319652632e-05
FBgn0011655,0.00010313435092878086
FBgn0003888,0.00016178213156671048
FBgn0004242,5.6900344850864025e-05
FBgn0023081,4.4069783833598754e-07
FBgn0259734,1.1964161873984167e-05
FBgn0003041,0.001017540911693113
FBgn0003716,0.0011600736611080676
FBgn0031710,0.00047193056989185557
FBgn0003360,8.159796143802019e-05
FBgn0000320,0.00030967682533725963
FBgn0001137,0.00165541552698046
FBgn0000482,5.971146374665094e-05
FBgn0029959,8.451710804141275e-06
FBgn0002643,0.0001413314535335837
FBgn0028717,6.119944472720055e-05
FBgn0001624,0.0021521720572742504
FBgn0086371,1.2543426129556085e-05
FBgn0019968,0.0002589723214561714
FBgn0015795,0.000384907655732097
FBgn0011762,3.349291789192639e-05
FBgn0011760,0.001986787656966108
FBgn0004647,0.01466953524057367
FBgn0014411,1.2940496124009864e-06
FBgn0005672,0.0025185240211503847
FBgn0026259,0.00023970913544757823
FBgn0027655,6.907460342452702e-05
FBgn0028990,1.0333855183862543e-05
FBgn0003719,7.002205743532694e-06
FBgn0003892,0.004217182779826645
FBgn0013275,0.0006647396045405005
FBgn0000346,0.00045728675527899706
FBgn0020622,0.001468620754342023
FBgn0033494,2.7445212012776522e-05
FBgn0037897,2.7708021628460324e-05
FBgn0086358,0.0033918025181829624
FBgn0013342,2.9084368082900644e-05
FBgn0001202,0.0002268929038049851
FBgn0003462,0.0004994664437579814
FBgn0004957,0.00030008886871859533
FBgn0004838,0.0004960844985737813
FBgn0036105,3.9458711612630585e-06
FBgn0026573,0.0002018894736046015
FBgn0031281,0.00021586976390211546
FBgn0010417,0.00019839166376997927
FBgn0011826,0.0012796410494454785
FBgn0003607,0.004362591433409727
FBgn0033859,0.00019753221299434776
FBgn0024814,5.909991110015458e-05
FBgn0028369,3.576068509271354e-05
FBgn0038979,7.007713810657998e-06
FBgn0003023,5.8511775192796214e-05
FBgn0037555,0.0029789481284025203
FBgn0264693,7.798196186561775e-05
FBgn0013717,1.797792720546058e-05
FBgn0035769,0.00027859794950962257
FBgn0030365,0.0003394716829735843
FBgn0039558,0.0006243476717856431
FBgn0024555,3.317930004346327e-05
FBgn0022349,0.00033334160312212523
FBgn0032455,0.003899159472421916
FBgn0250837,0.00028366527817727776
FBgn0015544,0.0004314365237854889
FBgn0037550,0.00031911828219762753
FBgn0001223,0.00021504904269823515
FBgn0087002,0.0015125984561128907
FBgn0001085,0.00034966718181404956
FBgn0030874,0.00011882053256075312
FBgn0052219,7.851308985321255e-06
FBgn0035142,4.7702652548348613e-05
FBgn0004654,0.0003300243883592433
FBgn0035904,0.00020059148632015493
FBgn0034753,0.0013657666124896467
FBgn0033921,2.9894539132238167e-05
FBgn0031145,0.0010459030346893301
FBgn0001200,0.00020365364402001056
FBgn0014861,2.2286144226336098e-05
FBgn0039067,0.00024038019268174244
FBgn0034314,0.0006259455218272431
FBgn0011290,0.0022311066683599
FBgn0020908,0.001047758268331908
FBgn0010909,0.0016184425718368443
FBgn0051343,1.4457641821169625e-05
FBgn0000043,0.00012260968382817744
FBgn0027598,0.0023052718829960246
FBgn0028382,1.4455273838943667e-06
FBgn0000055,0.0008283789051179659
FBgn0000439,0.00022055392307271328
FBgn0036374,2.1122600126695197e-05
FBgn0036761,0.0006926234465097428
FBgn0037027,0.0002373391291750484
FBgn0086558,0.0004576599321600339
FBgn0023177,0.0006292993966470487
FBgn0036118,0.0004497466322848751
FBgn0086346,0.0005139803935623742
FBgn0004244,0.00024416498998234334
FBgn0002565,2.5671688790250993e-05
FBgn0010355,0.0006558616697733718
FBgn0052473,0.00022866941774465145
FBgn0004360,5.381876446997469e-05
FBgn0005558,0.0010938545524867066
FBgn0003278,8.668417921366832e-05
FBgn0036819,0.0010645411381748154
FBgn0033261,7.2128224714198764e-06
FBgn0004045,0.0006559849351318347
FBgn0001291,0.0007919167754230962
FBgn0023097,0.000135521419134211
FBgn0003209,0.00017594074155831023
FBgn0034878,2.4039625222648984e-05
FBgn0013983,0.0018003536317301014
FBgn0033378,4.52156129534419e-06
FBgn0004856,0.00020677695498987647
FBgn0033504,0.0019066091213273497
FBgn0036192,7.448445346375178e-05
FBgn0004047,0.00025128679506804816
FBgn0003449,0.0010016893755589406
FBgn0014002,0.004700868674730781
FBgn0027492,0.0010352904239836782
FBgn0028980,0.00014665577286507967
FBgn0031437,0.0002566856447990975
FBgn0023175,0.0006210434739924937
FBgn0035438,0.00040205998815685633
FBgn0003545,6.729891929619824e-05
FBgn0019644,0.0003980973244439121
FBgn0014189,0.001397249877639875
FBgn0030451,5.618430663692026e-05
FBgn0036666,0.0008813641853839408
FBgn0011327,0.00016531940972084146
FBgn0035033,0.0003769324750445821
FBgn0011725,0.0005529691861920342
FBgn0022029,0.00014401170344208744
FBgn0034688,3.379283313612228e-05
FBgn0030892,3.629390567304647e-05
FBgn0004363,0.004371979048353488
FBgn0025628,0.0003708922280423935
FBgn0002284,0.0007809476283689354
FBgn0030362,0.0020691884844325605
FBgn0004177,0.003072434183495308
FBgn0016697,0.000657390435744505
FBgn0028689,0.00014924005796092168
FBgn0032258,0.00019933454777556843
FBgn0001977,4.901398630070277e-06
FBgn0000426,5.4341956000049164e-05
FBgn0026250,0.00015609996333479118
FBgn0004066,0.00207310612591805
FBgn0031455,1.5949590441734421e-06
FBgn0026085,0.00024627446301158534
FBgn0010590,0.00013239758466357444
FBgn0036811,4.339152539482152e-05
FBgn0000405,0.001965885897119614
FBgn0038369,0.000904137651900856
FBgn0063493,6.362401562283842e-05
FBgn0028515,0.0002541479688341264
FBgn0001149,0.0007239574232215235
FBgn0035533,0.00020609971064426946
FBgn0031061,0.0002599826201163484
FBgn0027087,0.0012082991621240914
FBgn0000579,0.0020266967295257503
FBgn0052549,0.00021623926037085057
FBgn0033528,0.0003712248649528352
FBgn0029134,0.00041500738673419237
FBgn0033518,0.0004234421217544671
FBgn0016685,0.0020453082200210548
FBgn0005671,0.00825580028973649
FBgn0033740,0.00012023270311244309
FBgn0029133,0.0005691257412391217
FBgn0035855,3.4128458106287526e-05
FBgn0038578,0.000506509646083498
FBgn0000543,6.027242893388597e-05
FBgn0037467,0.0006674819003367865
FBgn0031161,4.099975605148711e-05
FBgn0015282,0.0015846197448163028
FBgn0003257,0.00017725451183553804
FBgn0035497,0.00016811554790204322
FBgn0001224,0.0017377447179681258
FBgn0005585,0.0036200963397226157
FBgn0031549,0.0007164161579862954
FBgn0034308,0.0
FBgn0010415,0.0003354446712885732
FBgn0002121,0.0002632637651295282
FBgn0031492,6.119403521009352e-05
FBgn0024330,0.0008490417871322049
FBgn0028474,6.985708193694453e-05
FBgn0032859,0.004244320410532415
FBgn0035043,0.0003766033865774166
FBgn0030894,7.162483707631559e-06
FBgn0032390,0.0001545843941920541
FBgn0000150,0.0029435427142939174
FBgn0003721,0.0014311672586223454
FBgn0029943,0.0001881775854204792
FBgn0035437,0.00024699980322789205
FBgn0034569,6.42752305890052e-05
FBgn0016120,0.0003787118540225114
FBgn0001105,0.00018792544103367415
FBgn0086134,0.0007107055864902763
FBgn0002736,4.737854399881541e-05
FBgn0026722,0.0001912515476060062
FBgn0025678,0.0005349110209168147
FBgn0025674,0.0030942630017518867
FBgn0004926,0.0002467571900260475
FBgn0038805,0.00043299490475559414
FBgn0034191,1.1087130713454894e-06
FBgn0038915,0.00011223386680468667
FBgn0011774,0.0008651892579355402
FBgn0016978,0.00019500074668069343
FBgn0032408,0.0001141974618712368
FBgn0003889,0.0005387060539376962
FBgn0035120,9.214463095948824e-06
FBgn0001308,0.0011980355023893758
FBgn0033781,1.5536417293848262e-06
FBgn0028342,0.0002991392417012478
FBgn0011771,3.939809977575232e-05
FBgn0030720,0.0009394647215042628
FBgn0027259,4.611818018132106e-05
FBgn0029860,1.621932876304455e-06
FBgn0005655,0.0035537735330993894
FBgn0000259,0.0021980827903933567
FBgn0030386,7.267867568427238e-05
FBgn0030838,0.00011144544631892376
FBgn0034523,0.0002681884631449584
FBgn0031693,1.7093209284548376e-06
FBgn0030944,0.000243019027539302
FBgn0034277,0.0004905937842569143
FBgn0031876,6.34301448244838e-05
FBgn0031692,0.00014957759926219723
FBgn0035209,9.535268496212303e-06
FBgn0031399,0.00036066732612005274
FBgn0041781,0.00010792723599084384
FBgn0015379,0.0007246753658630903
FBgn0035626,2.9223505431796454e-05
FBgn0031637,0.00026230387377067915
FBgn0039904,0.0003644986085990707
FBgn0028684,0.0010133190683855942
FBgn0003388,7.628397927650207e-07
FBgn0037728,0.0005082881841726145
FBgn0026592,0.0
FBgn0014391,0.00040448566865617936
FBgn0001961,1.7995256913104722e-05
FBgn0039303,0.0001475301535658282
FBgn0001216,3.2775310609365706e-05
FBgn0039252,5.443027205323735e-05
FBgn0033341,4.276515783037523e-06
FBgn0029687,0.000880541637228513
FBgn0000100,0.0021942716476835997
FBgn0028970,0.002851921099842445
FBgn0028540,1.8396759429431838e-06
FBgn0032884,0.00017045061502965462
FBgn0020369,0.0016909181620519268
FBgn0011770,9.157207499401108e-05
FBgn0038320,4.682531094338189e-05
FBgn0016119,0.000540752073397568
FBgn0030274,1.95604386684121e-06
FBgn0031491,1.9085653094654377e-05
FBgn0026582,0.00017736002145171703
FBgn0003065,7.279563154687773e-06
FBgn0013759,0.0001645721394941288
FBgn0015772,0.004882154095756681
FBgn0036805,9.309539710814164e-06
FBgn0036046,3.592109899588392e-05
FBgn0033737,0.0007582283961990038
FBgn0003720,0.0003848030673336336
FBgn0013263,0.0005699762490730791
FBgn0020235,0.0001966078713229163
FBgn0028691,0.0002272376170349318
FBgn0040011,0.00011614490769060752
FBgn0028687,0.001996089305999745
FBgn0033188,1.1822918188681904e-05
FBgn0026737,2.4624311723693618e-05
FBgn0250843,0.0005828594926782914
FBgn0025885,0.00048505654294734365
FBgn0015271,0.0002480198923822964
FBgn0033725,5.6403322306759056e-05
FBgn0023522,6.922064318127052e-05
FBgn0034245,2.2972803374445466e-05
FBgn0033555,0.0003276626809936019
FBgn0032004,0.00036469680386539696
FBgn0026749,2.8124674053612853e-05
FBgn0038326,0.00012474784425312504
FBgn0039013,0.0004166661466544725
FBgn0063494,0.00023845204038403151
FBgn0004107,0.0034768106108920395
FBgn0025627,0.00011411097316111063
FBgn0028789,4.693602075595434e-05
FBgn0011666,0.000676150577605686
