Gene,Batch,FbID,Condition,Count,Z
CG3929,3,FBgn0000524,Day 3,2,-1.5667359567297336
CG3929,3,FBgn0000524,Day 4 ,3,-1.0184256193844865
CG3929,3,FBgn0000524,Day 5,46,0.974933356442865
CG3929,3,FBgn0000524,Sum,197,-0.19246440936886575
CG3954,3,FBgn0000382,Day 1,88,1.0829583808663275
CG3954,3,FBgn0000382,Day 2 ,75,0.7289841560192174
CG3954,3,FBgn0000382,Day 3,6,-1.3645764784420262
CG3954,3,FBgn0000382,Day 4 ,14,-0.035734232259104826
CG3954,3,FBgn0000382,Day 5,45,0.8936889100726263
CG3954,3,FBgn0000382,Sum,228,0.6138054136628686
CG4005,3,FBgn0034970,Day 1,10,-5.5163192525378575
CG4005,3,FBgn0034970,Day 2 ,19,-0.7718655769615242
CG4005,3,FBgn0034970,Day 3,13,-1.010797391438538
CG4005,3,FBgn0034970,Day 4 ,1,-1.1970967806800106
CG4005,3,FBgn0034970,Day 5,8,-2.1123556056262074
CG4005,3,FBgn0034970,Sum,51,-3.9897351888086465
CG4006,3,FBgn0010379,Day 1,0,-6.362380487589676
CG4006,3,FBgn0010379,Day 2 ,0,-1.2810824506514187
CG4006,3,FBgn0010379,Day 3,0,-1.6678156958735875
CG4006,3,FBgn0010379,Day 4 ,0,-1.2864323613277726
CG4006,3,FBgn0010379,Day 5,0,-2.7623111765881174
CG4006,3,FBgn0010379,Sum,0,-5.316179091215694
CG4083,3,FBgn0017572,Day 1,111,3.0288992214855104
CG4083,3,FBgn0017572,Day 2 ,71,0.6217806036634502
CG4083,3,FBgn0017572,Day 3,11,-1.1118771305823916
CG4083,3,FBgn0017572,Day 4 ,6,-0.7504188774412006
CG4083,3,FBgn0017572,Day 5,20,-1.1374222491833426
CG4083,3,FBgn0017572,Sum,219,0.3797270779439779
CG4201,3,FBgn0024222,Day 1,106,2.605868603959601
CG4201,3,FBgn0024222,Day 2 ,53,0.1393646180624975
CG4201,3,FBgn0024222,Day 3,34,0.050539869571926896
CG4201,3,FBgn0024222,Day 4 ,9,-0.48241213549791473
CG4201,3,FBgn0024222,Day 5,31,-0.24373333911071626
CG4201,3,FBgn0024222,Sum,233,0.7438489335066967
CG4220,3,FBgn0004858,Day 1,84,0.7445338868456001
CG4220,3,FBgn0004858,Day 2 ,5,-1.1470780102067095
CG4220,3,FBgn0004858,Day 3,3,-1.5161960871578068
CG4220,3,FBgn0004858,Day 4 ,40,2.2869908645827066
CG4220,3,FBgn0004858,Day 5,27,-0.5687111245916713
CG4220,3,FBgn0004858,Sum,159,-1.1807951601819593
CG4261,3,FBgn0022787,Day 1,120,3.790354333032147
CG4261,3,FBgn0022787,Day 2 ,63,0.40737349895191566
CG4261,3,FBgn0022787,Day 3,20,-0.6570183044350496
CG4261,3,FBgn0022787,Day 4 ,15,0.053601348388657155
CG4261,3,FBgn0022787,Day 5,45,0.8936889100726263
CG4261,3,FBgn0022787,Sum,263,1.5241100525696654
CG4317,3,FBgn0026060,Day 1,79,0.3215032693196908
CG4317,3,FBgn0026060,Day 2 ,32,-0.42345403180528063
CG4317,3,FBgn0026060,Day 3,52,0.960257521866611
CG4317,3,FBgn0026060,Day 4 ,41,2.3763264452304687
CG4317,3,FBgn0026060,Day 5,24,-0.8124444637023875
CG4317,3,FBgn0026060,Sum,228,0.6138054136628686
CG4426,3,FBgn0015905,Day 1,113,3.198111468495874
CG4426,3,FBgn0015905,Day 2 ,76,0.7557850441081593
CG4426,3,FBgn0015905,Day 3,43,0.505398695719269
CG4426,3,FBgn0015905,Day 4 ,22,0.678950412922991
CG4426,3,FBgn0015905,Day 5,39,0.40622223185119377
CG4426,3,FBgn0015905,Sum,293,2.304371171632634
CG4608,3,FBgn0014135,Day 1,70,-0.4399518422269459
CG4608,3,FBgn0014135,Day 2 ,74,0.7021832679302756
CG4608,3,FBgn0014135,Day 3,15,-0.909717652294684
CG4608,3,FBgn0014135,Day 4 ,2,-1.1077612000322485
CG4608,3,FBgn0014135,Day 5,43,0.7312000173321488
CG4608,3,FBgn0014135,Sum,204,-0.010403481587506397
CG4803,3,FBgn0039015,Day 1,21,-4.585651893980857
CG4803,3,FBgn0039015,Day 2 ,57,0.2465681704182648
CG4803,3,FBgn0039015,Day 3,30,-0.15161960871578067
CG4803,3,FBgn0039015,Day 4 ,17,0.23227250968418112
CG4803,3,FBgn0039015,Day 5,20,-1.1374222491833426
CG4803,3,FBgn0039015,Sum,145,-1.544917015744678
CG4920,3,FBgn0000533,Day 1,73,-0.18613347171140032
CG4920,3,FBgn0000533,Day 2 ,71,0.6217806036634502
CG4920,3,FBgn0000533,Day 3,30,-0.15161960871578067
CG4920,3,FBgn0000533,Day 4 ,20,0.500279251627467
CG4920,3,FBgn0000533,Day 5,18,-1.29991114192382
CG4920,3,FBgn0000533,Sum,212,0.19766615016261857
CG4943,3,FBgn0029006,Day 1,141,5.567082926640966
CG4943,3,FBgn0029006,Day 2 ,78,0.8093868202860429
CG4943,3,FBgn0029006,Day 3,42,0.454858826147342
CG4943,3,FBgn0029006,Day 4 ,15,0.053601348388657155
CG4943,3,FBgn0029006,Day 5,36,0.1624888927404775
CG4943,3,FBgn0029006,Sum,312,2.7985365470391805
CG4969,3,FBgn0031902,Day 1,86,0.9137461338559638
CG4969,3,FBgn0031902,Day 2 ,67,0.5145770513076829
CG4969,3,FBgn0031902,Day 3,41,0.40431895657541517
CG4969,3,FBgn0031902,Day 4 ,4,-0.9290900387367246
CG4969,3,FBgn0031902,Day 5,24,-0.8124444637023875
CG4969,3,FBgn0031902,Sum,222,0.4577531898502748
CG5055,3,FBgn0000163,Day 1,113,3.198111468495874
CG5055,3,FBgn0000163,Day 2 ,10,-1.0130735697620006
CG5055,3,FBgn0000163,Day 3,10,-1.1624170001543186
CG5055,3,FBgn0000163,Day 4 ,5,-0.8397544580889627
CG5055,3,FBgn0000163,Day 5,4,-2.4373333911071624
CG5055,3,FBgn0000163,Sum,142,-1.622943127650975
CG5083,3,FBgn0038390,Day 1,41,-2.8935294238772196
CG5083,3,FBgn0038390,Day 2 ,9,-1.0398744578509425
CG5083,3,FBgn0038390,Day 3,43,0.505398695719269
CG5083,3,FBgn0038390,Day 4 ,30,1.393635058105087
CG5083,3,FBgn0038390,Day 5,5,-2.356088944736924
CG5083,3,FBgn0038390,Sum,128,-1.9870649832136937
CG5460,3,FBgn0001169,Day 1,6,-5.854743746558585
CG5460,3,FBgn0001169,Day 2 ,30,-0.4770558079831642
CG5460,3,FBgn0001169,Day 3,7,-1.3140366088700992
CG5460,3,FBgn0001169,Day 4 ,8,-0.5717477161456767
CG5460,3,FBgn0001169,Day 5,8,-2.1123556056262074
CG5460,3,FBgn0001169,Sum,59,-3.7816655570585214
CG5490,3,FBgn0262473,Day 1,60,-1.2860130772787643
CG5490,3,FBgn0262473,Day 2 ,63,0.40737349895191566
CG5490,3,FBgn0262473,Day 3,29,-0.20215947828770758
CG5490,3,FBgn0262473,Day 4 ,11,-0.30374097420239077
CG5490,3,FBgn0262473,Day 5,35,0.08124444637023875
CG5490,3,FBgn0262473,Sum,198,-0.16645570540010013
CG5680,3,FBgn0000229,Day 1,55,-1.7090436948046737
CG5680,3,FBgn0000229,Day 2 ,88,1.0773957011754611
CG5680,3,FBgn0000229,Day 3,38,0.2526993478596345
CG5680,3,FBgn0000229,Day 4 ,14,-0.035734232259104826
CG5680,3,FBgn0000229,Day 5,15,-1.5436444810345362
CG5680,3,FBgn0000229,Sum,210,0.14564874222508734
CG5848,3,FBgn0000250,Day 1,61,-1.2014069537735825
CG5848,3,FBgn0000250,Day 2 ,40,-0.2090469270937461
CG5848,3,FBgn0000250,Day 3,70,1.869975174161295
CG5848,3,FBgn0000250,Day 4 ,3,-1.0184256193844865
CG5848,3,FBgn0000250,Day 5,34,0.0
CG5848,3,FBgn0000250,Sum,208,0.09363133428755609
CG5884,3,FBgn0026192,Day 1,6,-5.854743746558585
CG5884,3,FBgn0026192,Day 2 ,25,-0.6110602484278733
CG5884,3,FBgn0026192,Day 3,51,0.909717652294684
CG5884,3,FBgn0026192,Day 4 ,7,-0.6610832967934387
CG5884,3,FBgn0026192,Day 5,3,-2.5185778374774013
CG5884,3,FBgn0026192,Sum,92,-2.923378326089256
CG5974,3,FBgn0010441,Day 1,27,-4.0780151529497655
CG5974,3,FBgn0010441,Day 2 ,56,0.21976728232932297
CG5974,3,FBgn0010441,Day 3,11,-1.1118771305823916
CG5974,3,FBgn0010441,Day 4 ,11,-0.30374097420239077
CG5974,3,FBgn0010441,Day 5,37,0.24373333911071626
CG5974,3,FBgn0010441,Sum,142,-1.622943127650975
CG6117,3,FBgn0000489,Day 1,111,3.0288992214855104
CG6117,3,FBgn0000489,Day 2 ,69,0.5681788274855666
CG6117,3,FBgn0000489,Day 3,3,-1.5161960871578068
CG6117,3,FBgn0000489,Day 4 ,37,2.018984122639421
CG6117,3,FBgn0000489,Day 5,19,-1.2186666955535812
CG6117,3,FBgn0000489,Sum,239,0.8999011573192903
CG6127,3,FBgn0004197,Day 1,68,-0.6091640892373096
CG6127,3,FBgn0004197,Day 2 ,90,1.1309974773533447
CG6127,3,FBgn0004197,Day 3,40,0.35377908700348826
CG6127,3,FBgn0004197,Day 4 ,26,1.036292735514039
CG6127,3,FBgn0004197,Day 5,20,-1.1374222491833426
CG6127,3,FBgn0004197,Sum,244,1.0299446771631184
CG6235,3,FBgn0004889,Day 1,83,0.6599277633404182
CG6235,3,FBgn0004889,Day 2 ,96,1.2918028058869955
CG6235,3,FBgn0004889,Day 3,38,0.2526993478596345
CG6235,3,FBgn0004889,Day 4 ,22,0.678950412922991
CG6235,3,FBgn0004889,Day 5,36,0.1624888927404775
CG6235,3,FBgn0004889,Sum,275,1.8362145001948527
CG6407,3,FBgn0010194,Day 1,73,-0.18613347171140032
CG6407,3,FBgn0010194,Day 2 ,72,0.648581491752392
CG6407,3,FBgn0010194,Day 3,6,-1.3645764784420262
CG6407,3,FBgn0010194,Day 4 ,11,-0.30374097420239077
CG6407,3,FBgn0010194,Day 5,46,0.974933356442865
CG6407,3,FBgn0010194,Sum,208,0.09363133428755609
CG6554,3,FBgn0037834,Day 1,49,-2.216680435835765
CG6554,3,FBgn0037834,Day 2 ,24,-0.6378611365168151
CG6554,3,FBgn0037834,Day 3,7,-1.3140366088700992
CG6554,3,FBgn0037834,Day 4 ,9,-0.48241213549791473
CG6554,3,FBgn0037834,Day 5,11,-1.8686222665154912
CG6554,3,FBgn0037834,Sum,100,-2.715308694339131
CG6556,3,FBgn0286070,Day 1,33,-3.5703784119186746
CG6556,3,FBgn0286070,Day 2 ,40,-0.2090469270937461
CG6556,3,FBgn0286070,Day 3,6,-1.3645764784420262
CG6556,3,FBgn0286070,Day 4 ,8,-0.5717477161456767
CG6556,3,FBgn0286070,Day 5,34,0.0
CG6556,3,FBgn0286070,Sum,121,-2.169125910995053
CG6736,3,FBgn0044049,Day 1,148,6.159325791177239
CG6736,3,FBgn0044049,Day 2 ,45,-0.07504248664903701
CG6736,3,FBgn0044049,Day 3,17,-0.8086379131508303
CG6736,3,FBgn0044049,Day 4 ,17,0.23227250968418112
CG6736,3,FBgn0044049,Day 5,21,-1.0561778028131037
CG6736,3,FBgn0044049,Sum,248,1.133979493038181
CG6964,3,FBgn0010825,Day 1,0,-6.362380487589676
CG6964,3,FBgn0010825,Day 2 ,0,-1.2810824506514187
CG6964,3,FBgn0010825,Day 3,0,-1.6678156958735875
CG6964,3,FBgn0010825,Day 4 ,0,-1.2864323613277726
CG6964,3,FBgn0010825,Day 5,0,-2.7623111765881174
CG6964,3,FBgn0010825,Sum,0,-5.316179091215694
CG7103,3,FBgn0030964,Day 1,35,-3.401166164908311
CG7103,3,FBgn0030964,Day 2 ,78,0.8093868202860429
CG7103,3,FBgn0030964,Day 3,30,-0.15161960871578067
CG7103,3,FBgn0030964,Day 4 ,30,1.393635058105087
CG7103,3,FBgn0030964,Day 5,20,-1.1374222491833426
CG7103,3,FBgn0030964,Sum,193,-0.29649922524392824
CG7186,3,FBgn0026371,Day 1,5,-5.939349870063767
CG7186,3,FBgn0026371,Day 2 ,93,1.21140014162017
CG7186,3,FBgn0026371,Day 3,66,1.6678156958735875
CG7186,3,FBgn0026371,Day 4 ,25,0.946957154866277
CG7186,3,FBgn0026371,Day 5,1,-2.681066730217879
CG7186,3,FBgn0026371,Sum,190,-0.3745253371502251
CG7471,3,FBgn0015805,Day 1,67,-0.6937702127424915
CG7471,3,FBgn0015805,Day 2 ,59,0.30016994659614843
CG7471,3,FBgn0015805,Day 3,35,0.10107973914385379
CG7471,3,FBgn0015805,Day 4 ,27,1.1256283161618008
CG7471,3,FBgn0015805,Day 5,19,-1.2186666955535812
CG7471,3,FBgn0015805,Sum,207,0.06762263031879047
CG7583,3,FBgn0020496,Day 1,0,-6.362380487589676
CG7583,3,FBgn0020496,Day 2 ,0,-1.2810824506514187
CG7583,3,FBgn0020496,Day 3,1,-1.6172758263016607
CG7583,3,FBgn0020496,Day 4 ,0,-1.2864323613277726
CG7583,3,FBgn0020496,Day 5,0,-2.7623111765881174
CG7583,3,FBgn0020496,Sum,1,-5.290170387246928
CG7793,3,FBgn0001965,Day 1,1,-6.277774364084494
CG7793,3,FBgn0001965,Day 2 ,3,-1.2006797863845933
CG7793,3,FBgn0001965,Day 3,1,-1.6172758263016607
CG7793,3,FBgn0001965,Day 4 ,0,-1.2864323613277726
CG7793,3,FBgn0001965,Day 5,0,-2.7623111765881174
CG7793,3,FBgn0001965,Sum,5,-5.1861355713718655
CG7892,3,FBgn0011817,Day 1,138,5.313264556125421
CG7892,3,FBgn0011817,Day 2 ,47,-0.021440710471153375
CG7892,3,FBgn0011817,Day 3,61,1.415116348013953
CG7892,3,FBgn0011817,Day 4 ,30,1.393635058105087
CG7892,3,FBgn0011817,Day 5,13,-1.7061333737750137
CG7892,3,FBgn0011817,Sum,289,2.2003363557575715
CG7996,3,FBgn0003450,Day 1,68,-0.6091640892373096
CG7996,3,FBgn0003450,Day 2 ,4,-1.1738788982956514
CG7996,3,FBgn0003450,Day 3,3,-1.5161960871578068
CG7996,3,FBgn0003450,Day 4 ,6,-0.7504188774412006
CG7996,3,FBgn0003450,Day 5,62,2.274844498366685
CG7996,3,FBgn0003450,Sum,143,-1.5969344236822094
CG8002,3,FBgn0031006,Day 1,46,-2.4704988063513103
CG8002,3,FBgn0031006,Day 2 ,70,0.5949797155745083
CG8002,3,FBgn0031006,Day 3,46,0.6570183044350496
CG8002,3,FBgn0031006,Day 4 ,11,-0.30374097420239077
CG8002,3,FBgn0031006,Day 5,37,0.24373333911071626
CG8002,3,FBgn0031006,Sum,210,0.14564874222508734
CG8049,3,FBgn0003502,Day 1,75,-0.016921224701036613
CG8049,3,FBgn0003502,Day 2 ,75,0.7289841560192174
CG8049,3,FBgn0003502,Day 3,22,-0.5559385652911958
CG8049,3,FBgn0003502,Day 4 ,28,1.2149638968095628
CG8049,3,FBgn0003502,Day 5,18,-1.29991114192382
CG8049,3,FBgn0003502,Sum,218,0.35371837397521233
CG8068,3,FBgn0003612,Day 1,0,-6.362380487589676
CG8068,3,FBgn0003612,Day 2 ,0,-1.2810824506514187
CG8068,3,FBgn0003612,Day 3,0,-1.6678156958735875
CG8068,3,FBgn0003612,Day 4 ,0,-1.2864323613277726
CG8068,3,FBgn0003612,Day 5,1,-2.681066730217879
CG8068,3,FBgn0003612,Sum,1,-5.290170387246928
CG8075,3,FBgn0015838,Day 1,86,0.9137461338559638
CG8075,3,FBgn0015838,Day 2 ,96,1.2918028058869955
CG8075,3,FBgn0015838,Day 3,33,0.0
CG8075,3,FBgn0015838,Day 4 ,14,-0.035734232259104826
CG8075,3,FBgn0015838,Day 5,31,-0.24373333911071626
CG8075,3,FBgn0015838,Sum,260,1.4460839406633683
CG8167,3,FBgn0036046,Day 1,109,2.8596869744751463
CG8167,3,FBgn0036046,Day 2 ,75,0.7289841560192174
CG8167,3,FBgn0036046,Day 3,36,0.15161960871578067
CG8167,3,FBgn0036046,Day 4 ,31,1.482970638752849
CG8167,3,FBgn0036046,Day 5,22,-0.974933356442865
CG8167,3,FBgn0036046,Sum,273,1.7841970922573216
CG8205,3,FBgn0023441,Day 1,87,0.9983522573611456
CG8205,3,FBgn0023441,Day 2 ,60,0.3269708346850902
CG8205,3,FBgn0023441,Day 3,33,0.0
CG8205,3,FBgn0023441,Day 4 ,12,-0.2144053935546288
CG8205,3,FBgn0023441,Day 5,30,-0.324977785480955
CG8205,3,FBgn0023441,Sum,222,0.4577531898502748
CG8224,3,FBgn0011300,Day 1,59,-1.3706192007839464
CG8224,3,FBgn0011300,Day 2 ,80,0.8629885964639266
CG8224,3,FBgn0011300,Day 3,36,0.15161960871578067
CG8224,3,FBgn0011300,Day 4 ,9,-0.48241213549791473
CG8224,3,FBgn0011300,Day 5,41,0.5687111245916713
CG8224,3,FBgn0011300,Sum,225,0.5357793017565716
CG8346,3,FBgn0002609,Day 1,77,0.1522910223093271
CG8346,3,FBgn0002609,Day 2 ,7,-1.093476234028826
CG8346,3,FBgn0002609,Day 3,33,0.0
CG8346,3,FBgn0002609,Day 4 ,38,2.108319703287183
CG8346,3,FBgn0002609,Day 5,26,-0.64995557096191
CG8346,3,FBgn0002609,Sum,181,-0.6086036728691157
CG8365,3,FBgn0000591,Day 1,52,-1.9628620653202193
CG8365,3,FBgn0000591,Day 2 ,51,0.08576284188461389
CG8365,3,FBgn0000591,Day 3,44,0.5559385652911958
CG8365,3,FBgn0000591,Day 4 ,10,-0.39307655485015275
CG8365,3,FBgn0000591,Day 5,38,0.324977785480955
CG8365,3,FBgn0000591,Sum,195,-0.24448181730639698
CG8544,3,FBgn0003345,Day 1,51,-2.047468188825401
CG8544,3,FBgn0003345,Day 2 ,22,-0.6914629126946987
CG8544,3,FBgn0003345,Day 3,1,-1.6172758263016607
CG8544,3,FBgn0003345,Day 4 ,11,-0.30374097420239077
CG8544,3,FBgn0003345,Day 5,7,-2.1936000519964463
CG8544,3,FBgn0003345,Sum,92,-2.923378326089256
CG8704,3,FBgn0010109,Day 1,2,-6.193168240579312
CG8704,3,FBgn0010109,Day 2 ,24,-0.6378611365168151
CG8704,3,FBgn0010109,Day 3,8,-1.2634967392981724
CG8704,3,FBgn0010109,Day 4 ,10,-0.39307655485015275
CG8704,3,FBgn0010109,Day 5,72,3.0872889620690724
CG8704,3,FBgn0010109,Sum,116,-2.299169430838881
CG8781,3,FBgn0033378,Day 1,0,-6.362380487589676
CG8781,3,FBgn0033378,Day 2 ,0,-1.2810824506514187
CG8781,3,FBgn0033378,Day 3,0,-1.6678156958735875
CG8781,3,FBgn0033378,Day 4 ,0,-1.2864323613277726
CG8781,3,FBgn0033378,Day 5,0,-2.7623111765881174
CG8781,3,FBgn0033378,Sum,0,-5.316179091215694
CG8866,3,FBgn0037679,Day 1,70,-0.4399518422269459
CG8866,3,FBgn0037679,Day 2 ,55,0.19296639424038114
CG8866,3,FBgn0037679,Day 3,5,-1.415116348013953
CG8866,3,FBgn0037679,Day 4 ,6,-0.7504188774412006
CG8866,3,FBgn0037679,Day 5,16,-1.4624000346642976
CG8866,3,FBgn0037679,Sum,152,-1.3628560879633187
CG8905,3,FBgn0010213,Day 1,81,0.4907155163300545
CG8905,3,FBgn0010213,Day 2 ,108,1.6134134629542973
CG8905,3,FBgn0010213,Day 3,60,1.3645764784420262
CG8905,3,FBgn0010213,Day 4 ,25,0.946957154866277
CG8905,3,FBgn0010213,Day 5,35,0.08124444637023875
CG8905,3,FBgn0010213,Sum,309,2.720510435132884
CG9374,3,FBgn0038167,Day 1,152,6.4977502851979665
CG9374,3,FBgn0038167,Day 2 ,60,0.3269708346850902
CG9374,3,FBgn0038167,Day 3,40,0.35377908700348826
CG9374,3,FBgn0038167,Day 4 ,42,2.4656620258782307
CG9374,3,FBgn0038167,Day 5,10,-1.94986671288573
CG9374,3,FBgn0038167,Sum,304,2.590466915289056
CG9401,3,FBgn0002736,Day 1,64,-0.9475885832580371
CG9401,3,FBgn0002736,Day 2 ,80,0.8629885964639266
CG9401,3,FBgn0002736,Day 3,46,0.6570183044350496
CG9401,3,FBgn0002736,Day 4 ,28,1.2149638968095628
CG9401,3,FBgn0002736,Day 5,27,-0.5687111245916713
CG9401,3,FBgn0002736,Sum,245,1.0559533811318842
CG9614,3,FBgn0003089,Day 1,2,-6.193168240579312
CG9614,3,FBgn0003089,Day 2 ,136,2.3638383294446683
CG9614,3,FBgn0003089,Day 3,36,0.15161960871578067
CG9614,3,FBgn0003089,Day 4 ,3,-1.0184256193844865
CG9614,3,FBgn0003089,Day 5,42,0.64995557096191
CG9614,3,FBgn0003089,Sum,219,0.3797270779439779
CG9739,3,FBgn0016797,Day 1,124,4.128778827052875
CG9739,3,FBgn0016797,Day 2 ,52,0.1125637299735557
CG9739,3,FBgn0016797,Day 3,16,-0.8591777827227572
CG9739,3,FBgn0016797,Day 4 ,37,2.018984122639421
CG9739,3,FBgn0016797,Day 5,12,-1.7873778201452526
CG9739,3,FBgn0016797,Sum,241,0.9519185652568216
CG9809,3,FBgn0037248,Day 1,95,1.6752012454026004
CG9809,3,FBgn0037248,Day 2 ,40,-0.2090469270937461
CG9809,3,FBgn0037248,Day 3,30,-0.15161960871578067
CG9809,3,FBgn0037248,Day 4 ,33,1.661641800048373
CG9809,3,FBgn0037248,Day 5,19,-1.2186666955535812
CG9809,3,FBgn0037248,Sum,217,0.3277096700064467
CG9842,3,FBgn0011826,Day 1,21,-4.585651893980857
CG9842,3,FBgn0011826,Day 2 ,95,1.2650019177980538
CG9842,3,FBgn0011826,Day 3,24,-0.454858826147342
CG9842,3,FBgn0011826,Day 4 ,3,-1.0184256193844865
CG9842,3,FBgn0011826,Day 5,46,0.974933356442865
CG9842,3,FBgn0011826,Sum,189,-0.4005340411189907
OR,3,Control,Day 1,53,-1.8782559418150375
OR,3,Control,Day 2 ,54,0.16616550615143932
OR,3,Control,Day 3,21,-0.6064784348631227
OR,3,Control,Day 4 ,29,1.3042994774573249
OR,3,Control,Day 5,18,-1.29991114192382
OR,3,Control,Sum,175,-0.7646558966817094
OR,3,Control,Day 1,8,-5.685531499548221
OR,3,Control,Day 2 ,54,0.16616550615143932
OR,3,Control,Day 3,10,-1.1624170001543186
OR,3,Control,Day 4 ,43,2.5549976065259927
OR,3,Control,Day 5,5,-2.356088944736924
OR,3,Control,Sum,120,-2.1951346149638185
OR,3,Control,Day 1,32,-3.6549845354238566
OR,3,Control,Day 2 ,39,-0.2358478151826879
OR,3,Control,Day 3,30,-0.15161960871578067
OR,3,Control,Day 4 ,12,-0.2144053935546288
OR,3,Control,Day 5,8,-2.1123556056262074
OR,3,Control,Sum,121,-2.169125910995053
OR,3,Control,Day 1,53,-1.8782559418150375
OR,3,Control,Day 2 ,41,-0.18224603900480427
OR,3,Control,Day 3,19,-0.7075581740069765
OR,3,Control,Day 4 ,15,0.053601348388657155
OR,3,Control,Day 5,18,-1.29991114192382
OR,3,Control,Sum,146,-1.5189083117759123
Tj>HpoRNAi,3,Control,Day 1,94,1.5905951218974186
Tj>HpoRNAi,3,Control,Day 2 ,82,0.9165903726418102
Tj>HpoRNAi,3,Control,Day 3,19,-0.7075581740069765
Tj>HpoRNAi,3,Control,Day 4 ,19,0.4109436709797051
Tj>HpoRNAi,3,Control,Day 5,24,-0.8124444637023875
Tj>HpoRNAi,3,Control,Sum,238,0.8738924533505248
Tj>HpoRNAi,3,Control,Day 1,77,0.1522910223093271
Tj>HpoRNAi,3,Control,Day 2 ,20,-0.7450646888725824
Tj>HpoRNAi,3,Control,Day 3,13,-1.010797391438538
Tj>HpoRNAi,3,Control,Day 4 ,4,-0.9290900387367246
Tj>HpoRNAi,3,Control,Day 5,49,1.2186666955535812
Tj>HpoRNAi,3,Control,Sum,163,-1.076760344306897
Tj>HpoRNAi,3,Control,Day 1,62,-1.1168008302684007
Tj>HpoRNAi,3,Control,Day 2 ,46,-0.04824159856009519
Tj>HpoRNAi,3,Control,Day 3,33,0.0
Tj>HpoRNAi,3,Control,Day 4 ,1,-1.1970967806800106
Tj>HpoRNAi,3,Control,Day 5,45,0.8936889100726263
Tj>HpoRNAi,3,Control,Sum,187,-0.45255144905652195
Tj>HpoRNAi,3,Control,Day 1,71,-0.355345718721764
Tj>HpoRNAi,3,Control,Day 2 ,3,-1.2006797863845933
Tj>HpoRNAi,3,Control,Day 3,64,1.5667359567297336
Tj>HpoRNAi,3,Control,Day 4 ,22,0.678950412922991
Tj>HpoRNAi,3,Control,Day 5,22,-0.974933356442865
Tj>HpoRNAi,3,Control,Sum,182,-0.5825949689003501
Tj>HpoRNAi,3,Control,Day 1,72,-0.2707395952165822
Tj>HpoRNAi,3,Control,Day 2 ,88,1.0773957011754611
Tj>HpoRNAi,3,Control,Day 3,36,0.15161960871578067
Tj>HpoRNAi,3,Control,Day 4 ,26,1.036292735514039
Tj>HpoRNAi,3,Control,Day 5,30,-0.324977785480955
Tj>HpoRNAi,3,Control,Sum,252,1.2380143089132434
"Tj>HpoRNAi,Bab1RNAi",3,Control,Day 1,32,-3.6549845354238566
"Tj>HpoRNAi,Bab1RNAi",3,Control,Day 2 ,47,-0.021440710471153375
"Tj>HpoRNAi,Bab1RNAi",3,Control,Day 3,2,-1.5667359567297336
"Tj>HpoRNAi,Bab1RNAi",3,Control,Day 4 ,26,1.036292735514039
"Tj>HpoRNAi,Bab1RNAi",3,Control,Day 5,40,0.4874666782214325
"Tj>HpoRNAi,Bab1RNAi",3,Control,Sum,147,-1.4928996078071468
"Tj>HpoRNAi,Bab2RNAi",3,Control,Day 1,121,3.8749604565373286
"Tj>HpoRNAi,Bab2RNAi",3,Control,Day 2 ,80,0.8629885964639266
"Tj>HpoRNAi,Bab2RNAi",3,Control,Day 3,17,-0.8086379131508303
"Tj>HpoRNAi,Bab2RNAi",3,Control,Day 4 ,12,-0.2144053935546288
"Tj>HpoRNAi,Bab2RNAi",3,Control,Day 5,4,-2.4373333911071624
"Tj>HpoRNAi,Bab2RNAi",3,Control,Sum,234,0.7698576374754622
"Tj>HpoRNAi,Hpo",3,Control,Day 1,0,-6.362380487589676
"Tj>HpoRNAi,Hpo",3,Control,Day 2 ,0,-1.2810824506514187
"Tj>HpoRNAi,Hpo",3,Control,Day 3,0,-1.6678156958735875
"Tj>HpoRNAi,Hpo",3,Control,Day 4 ,0,-1.2864323613277726
"Tj>HpoRNAi,Hpo",3,Control,Day 5,0,-2.7623111765881174
"Tj>HpoRNAi,Hpo",3,Control,Sum,0,-5.316179091215694
"Tj>HpoRNAi,HpoRNAi",3,Control,Day 1,90,1.2521706278766913
"Tj>HpoRNAi,HpoRNAi",3,Control,Day 2 ,72,0.648581491752392
"Tj>HpoRNAi,HpoRNAi",3,Control,Day 3,15,-0.909717652294684
"Tj>HpoRNAi,HpoRNAi",3,Control,Day 4 ,25,0.946957154866277
"Tj>HpoRNAi,HpoRNAi",3,Control,Day 5,59,2.031111159255969
"Tj>HpoRNAi,HpoRNAi",3,Control,Sum,261,1.472092644632134
"Tj>HpoRNAi,YkiRNAi",3,Control,Day 1,0,-6.362380487589676
"Tj>HpoRNAi,YkiRNAi",3,Control,Day 2 ,0,-1.2810824506514187
"Tj>HpoRNAi,YkiRNAi",3,Control,Day 3,0,-1.6678156958735875
"Tj>HpoRNAi,YkiRNAi",3,Control,Day 4 ,0,-1.2864323613277726
"Tj>HpoRNAi,YkiRNAi",3,Control,Day 5,1,-2.681066730217879
"Tj>HpoRNAi,YkiRNAi",3,Control,Sum,1,-5.290170387246928
CG1004,4,FBgn0004635,Day 1,52,-1.788453895196505
CG1004,4,FBgn0004635,Day 2 ,61,0.595011879696051
CG1004,4,FBgn0004635,Day 3,16,-1.7440158600403648
