Gene,Batch,FbID,FlyId,OvarioleNb,Z
CG11062,0,FBgn0024913,1,20.0,0.5993694165362392
CG11062,0,FBgn0024913,1,20.0,0.5993694165362392
CG11062,0,FBgn0024913,2,17.0,-1.7981082496087175
CG11062,0,FBgn0024913,2,17.0,-1.7981082496087175
CG11062,0,FBgn0024913,3,19.0,-0.19978980551207973
CG11062,0,FBgn0024913,3,22.0,2.197687860632877
CG11062,0,FBgn0024913,4,21.0,1.3985286385845581
CG11062,0,FBgn0024913,4,20.0,0.5993694165362392
CG11062,0,FBgn0024913,5,20.0,0.5993694165362392
CG11062,0,FBgn0024913,5,20.0,0.5993694165362392
CG11062,0,FBgn0024913,6,21.0,1.3985286385845581
CG11062,0,FBgn0024913,6,20.0,0.5993694165362392
CG11062,0,FBgn0024913,7,18.0,-0.9989490275603986
CG11062,0,FBgn0024913,7,21.0,1.3985286385845581
CG11062,0,FBgn0024913,8,21.0,1.3985286385845581
CG11062,0,FBgn0024913,8,20.0,0.5993694165362392
CG11062,0,FBgn0024913,9,21.0,1.3985286385845581
CG11062,0,FBgn0024913,9,18.0,-0.9989490275603986
CG11062,0,FBgn0024913,10,17.0,-1.7981082496087175
CG11062,0,FBgn0024913,10,19.0,-0.19978980551207973
CG1133,0,FBgn0003002,1,17.0,-1.7981082496087175
CG1133,0,FBgn0003002,1,21.0,1.3985286385845581
CG1133,0,FBgn0003002,2,18.0,-0.9989490275603986
CG1133,0,FBgn0003002,2,18.0,-0.9989490275603986
CG1133,0,FBgn0003002,3,20.0,0.5993694165362392
CG1133,0,FBgn0003002,3,19.0,-0.19978980551207973
CG1133,0,FBgn0003002,4,16.0,-2.5972674716570365
CG1133,0,FBgn0003002,4,16.0,-2.5972674716570365
CG1133,0,FBgn0003002,5,18.0,-0.9989490275603986
CG1133,0,FBgn0003002,5,21.0,1.3985286385845581
CG1133,0,FBgn0003002,6,17.0,-1.7981082496087175
CG1133,0,FBgn0003002,6,19.0,-0.19978980551207973
CG1133,0,FBgn0003002,7,20.0,0.5993694165362392
CG1133,0,FBgn0003002,7,21.0,1.3985286385845581
CG1133,0,FBgn0003002,8,20.0,0.5993694165362392
CG1133,0,FBgn0003002,8,18.0,-0.9989490275603986
CG1133,0,FBgn0003002,9,17.0,-1.7981082496087175
CG1133,0,FBgn0003002,9,19.0,-0.19978980551207973
CG1133,0,FBgn0003002,10,21.0,1.3985286385845581
CG1133,0,FBgn0003002,10,22.0,2.197687860632877
CG12227,0,FBgn0034863,1,20.0,0.5993694165362392
CG12227,0,FBgn0034863,1,22.0,2.197687860632877
CG12227,0,FBgn0034863,2,21.0,1.3985286385845581
CG12227,0,FBgn0034863,2,22.0,2.197687860632877
CG12227,0,FBgn0034863,3,21.0,1.3985286385845581
CG12227,0,FBgn0034863,3,22.0,2.197687860632877
CG12227,0,FBgn0034863,4,23.0,2.996847082681196
CG12227,0,FBgn0034863,4,21.0,1.3985286385845581
CG12227,0,FBgn0034863,5,20.0,0.5993694165362392
CG12227,0,FBgn0034863,5,23.0,2.996847082681196
CG12227,0,FBgn0034863,6,23.0,2.996847082681196
CG12227,0,FBgn0034863,6,20.0,0.5993694165362392
CG12227,0,FBgn0034863,7,20.0,0.5993694165362392
CG12227,0,FBgn0034863,7,22.0,2.197687860632877
CG12227,0,FBgn0034863,8,21.0,1.3985286385845581
CG12227,0,FBgn0034863,8,21.0,1.3985286385845581
CG12227,0,FBgn0034863,9,19.0,-0.19978980551207973
CG12227,0,FBgn0034863,9,19.0,-0.19978980551207973
CG12227,0,FBgn0034863,10,,
CG12227,0,FBgn0034863,10,,
CG1475,0,FBgn0037351,1,0.0,-15.383815024430138
CG1475,0,FBgn0037351,1,0.0,-15.383815024430138
CG1475,0,FBgn0037351,2,0.0,-15.383815024430138
CG1475,0,FBgn0037351,2,0.0,-15.383815024430138
CG1475,0,FBgn0037351,3,0.0,-15.383815024430138
CG1475,0,FBgn0037351,3,0.0,-15.383815024430138
CG1475,0,FBgn0037351,4,0.0,-15.383815024430138
CG1475,0,FBgn0037351,4,0.0,-15.383815024430138
CG1475,0,FBgn0037351,5,0.0,-15.383815024430138
CG1475,0,FBgn0037351,5,0.0,-15.383815024430138
CG1475,0,FBgn0037351,6,0.0,-15.383815024430138
CG1475,0,FBgn0037351,6,0.0,-15.383815024430138
CG1475,0,FBgn0037351,7,0.0,-15.383815024430138
CG1475,0,FBgn0037351,7,0.0,-15.383815024430138
CG1475,0,FBgn0037351,8,0.0,-15.383815024430138
CG1475,0,FBgn0037351,8,0.0,-15.383815024430138
CG1475,0,FBgn0037351,9,0.0,-15.383815024430138
CG1475,0,FBgn0037351,9,0.0,-15.383815024430138
CG1475,0,FBgn0037351,10,0.0,-15.383815024430138
CG1475,0,FBgn0037351,10,0.0,-15.383815024430138
CG17291,0,FBgn0260439,1,20.0,0.5993694165362392
CG17291,0,FBgn0260439,1,21.0,1.3985286385845581
CG17291,0,FBgn0260439,2,22.0,2.197687860632877
CG17291,0,FBgn0260439,2,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,3,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,3,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,4,16.0,-2.5972674716570365
CG17291,0,FBgn0260439,4,22.0,2.197687860632877
CG17291,0,FBgn0260439,5,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,5,20.0,0.5993694165362392
CG17291,0,FBgn0260439,6,18.0,-0.9989490275603986
CG17291,0,FBgn0260439,6,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,7,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,7,21.0,1.3985286385845581
CG17291,0,FBgn0260439,8,22.0,2.197687860632877
CG17291,0,FBgn0260439,8,19.0,-0.19978980551207973
CG17291,0,FBgn0260439,9,20.0,0.5993694165362392
CG17291,0,FBgn0260439,9,18.0,-0.9989490275603986
CG17291,0,FBgn0260439,10,20.0,0.5993694165362392
CG17291,0,FBgn0260439,10,21.0,1.3985286385845581
CG4114,0,FBgn0004583,1,22.0,2.197687860632877
CG4114,0,FBgn0004583,1,20.0,0.5993694165362392
CG4114,0,FBgn0004583,2,23.0,2.996847082681196
CG4114,0,FBgn0004583,2,21.0,1.3985286385845581
CG4114,0,FBgn0004583,3,23.0,2.996847082681196
CG4114,0,FBgn0004583,3,23.0,2.996847082681196
CG4114,0,FBgn0004583,4,23.0,2.996847082681196
CG4114,0,FBgn0004583,4,23.0,2.996847082681196
CG4114,0,FBgn0004583,5,23.0,2.996847082681196
CG4114,0,FBgn0004583,5,19.0,-0.19978980551207973
CG4114,0,FBgn0004583,6,26.0,5.394324748826152
CG4114,0,FBgn0004583,6,23.0,2.996847082681196
CG4114,0,FBgn0004583,7,22.0,2.197687860632877
CG4114,0,FBgn0004583,7,21.0,1.3985286385845581
CG4114,0,FBgn0004583,8,23.0,2.996847082681196
CG4114,0,FBgn0004583,8,24.0,3.7960063047295147
CG4114,0,FBgn0004583,9,26.0,5.394324748826152
CG4114,0,FBgn0004583,9,21.0,1.3985286385845581
CG4114,0,FBgn0004583,10,23.0,2.996847082681196
CG4114,0,FBgn0004583,10,22.0,2.197687860632877
CG42281,0,FBgn0259176,1,16.0,-2.5972674716570365
CG42281,0,FBgn0259176,1,12.0,-5.793904359850312
CG42281,0,FBgn0259176,2,10.0,-7.39222280394695
CG42281,0,FBgn0259176,2,10.0,-7.39222280394695
CG42281,0,FBgn0259176,3,17.0,-1.7981082496087175
CG42281,0,FBgn0259176,3,15.0,-3.3964266937053553
CG42281,0,FBgn0259176,4,15.0,-3.3964266937053553
CG42281,0,FBgn0259176,4,15.0,-3.3964266937053553
CG42281,0,FBgn0259176,5,13.0,-4.994745137801993
CG42281,0,FBgn0259176,5,16.0,-2.5972674716570365
CG42281,0,FBgn0259176,6,17.0,-1.7981082496087175
CG42281,0,FBgn0259176,6,16.0,-2.5972674716570365
CG42281,0,FBgn0259176,7,15.0,-3.3964266937053553
CG42281,0,FBgn0259176,7,14.0,-4.195585915753674
CG42281,0,FBgn0259176,8,12.0,-5.793904359850312
CG42281,0,FBgn0259176,8,14.0,-4.195585915753674
CG42281,0,FBgn0259176,9,15.0,-3.3964266937053553
CG42281,0,FBgn0259176,9,16.0,-2.5972674716570365
CG42281,0,FBgn0259176,10,12.0,-5.793904359850312
CG42281,0,FBgn0259176,10,13.0,-4.994745137801993
CG5083,0,FBgn0038390,1,18.0,-0.9989490275603986
CG5083,0,FBgn0038390,1,19.0,-0.19978980551207973
CG5083,0,FBgn0038390,2,21.0,1.3985286385845581
CG5083,0,FBgn0038390,2,25.0,4.5951655267778335
CG5083,0,FBgn0038390,3,18.0,-0.9989490275603986
CG5083,0,FBgn0038390,3,20.0,0.5993694165362392
CG5083,0,FBgn0038390,4,21.0,1.3985286385845581
CG5083,0,FBgn0038390,4,20.0,0.5993694165362392
CG5083,0,FBgn0038390,5,18.0,-0.9989490275603986
CG5083,0,FBgn0038390,5,21.0,1.3985286385845581
CG5083,0,FBgn0038390,6,22.0,2.197687860632877
CG5083,0,FBgn0038390,6,20.0,0.5993694165362392
CG5083,0,FBgn0038390,7,21.0,1.3985286385845581
CG5083,0,FBgn0038390,7,21.0,1.3985286385845581
CG5083,0,FBgn0038390,8,19.0,-0.19978980551207973
CG5083,0,FBgn0038390,8,22.0,2.197687860632877
CG5083,0,FBgn0038390,9,18.0,-0.9989490275603986
CG5083,0,FBgn0038390,9,22.0,2.197687860632877
CG5083,0,FBgn0038390,10,19.0,-0.19978980551207973
CG5083,0,FBgn0038390,10,19.0,-0.19978980551207973
CG7109,0,FBgn0004177,1,0.0,-15.383815024430138
CG7109,0,FBgn0004177,1,0.0,-15.383815024430138
CG7109,0,FBgn0004177,2,0.0,-15.383815024430138
CG7109,0,FBgn0004177,2,0.0,-15.383815024430138
CG7109,0,FBgn0004177,3,0.0,-15.383815024430138
CG7109,0,FBgn0004177,3,0.0,-15.383815024430138
CG7109,0,FBgn0004177,4,0.0,-15.383815024430138
CG7109,0,FBgn0004177,4,0.0,-15.383815024430138
CG7109,0,FBgn0004177,5,0.0,-15.383815024430138
CG7109,0,FBgn0004177,5,0.0,-15.383815024430138
CG7109,0,FBgn0004177,6,0.0,-15.383815024430138
CG7109,0,FBgn0004177,6,0.0,-15.383815024430138
CG7109,0,FBgn0004177,7,0.0,-15.383815024430138
CG7109,0,FBgn0004177,7,0.0,-15.383815024430138
CG7109,0,FBgn0004177,8,0.0,-15.383815024430138
CG7109,0,FBgn0004177,8,0.0,-15.383815024430138
CG7109,0,FBgn0004177,9,0.0,-15.383815024430138
CG7109,0,FBgn0004177,9,0.0,-15.383815024430138
CG7109,0,FBgn0004177,10,0.0,-15.383815024430138
CG7109,0,FBgn0004177,10,0.0,-15.383815024430138
CG7147,0,FBgn0259984,1,19.0,-0.19978980551207973
CG7147,0,FBgn0259984,1,21.0,1.3985286385845581
CG7147,0,FBgn0259984,2,21.0,1.3985286385845581
CG7147,0,FBgn0259984,2,20.0,0.5993694165362392
CG7147,0,FBgn0259984,3,22.0,2.197687860632877
CG7147,0,FBgn0259984,3,21.0,1.3985286385845581
CG7147,0,FBgn0259984,4,17.0,-1.7981082496087175
CG7147,0,FBgn0259984,4,18.0,-0.9989490275603986
CG7147,0,FBgn0259984,5,19.0,-0.19978980551207973
CG7147,0,FBgn0259984,5,22.0,2.197687860632877
CG7147,0,FBgn0259984,6,22.0,2.197687860632877
CG7147,0,FBgn0259984,6,21.0,1.3985286385845581
CG7147,0,FBgn0259984,7,20.0,0.5993694165362392
CG7147,0,FBgn0259984,7,21.0,1.3985286385845581
CG7147,0,FBgn0259984,8,19.0,-0.19978980551207973
CG7147,0,FBgn0259984,8,17.0,-1.7981082496087175
CG7147,0,FBgn0259984,9,19.0,-0.19978980551207973
CG7147,0,FBgn0259984,9,20.0,0.5993694165362392
CG7147,0,FBgn0259984,10,21.0,1.3985286385845581
CG7147,0,FBgn0259984,10,20.0,0.5993694165362392
CG7734,0,FBgn0003396,1,21.0,1.3985286385845581
CG7734,0,FBgn0003396,1,26.0,5.394324748826152
CG7734,0,FBgn0003396,2,23.0,2.996847082681196
CG7734,0,FBgn0003396,2,24.0,3.7960063047295147
CG7734,0,FBgn0003396,3,24.0,3.7960063047295147
CG7734,0,FBgn0003396,3,21.0,1.3985286385845581
CG7734,0,FBgn0003396,4,20.0,0.5993694165362392
CG7734,0,FBgn0003396,4,19.0,-0.19978980551207973
CG7734,0,FBgn0003396,5,23.0,2.996847082681196
CG7734,0,FBgn0003396,5,18.0,-0.9989490275603986
CG7734,0,FBgn0003396,6,25.0,4.5951655267778335
CG7734,0,FBgn0003396,6,21.0,1.3985286385845581
CG7734,0,FBgn0003396,7,24.0,3.7960063047295147
CG7734,0,FBgn0003396,7,23.0,2.996847082681196
CG7734,0,FBgn0003396,8,,
CG7734,0,FBgn0003396,8,,
CG7734,0,FBgn0003396,9,,
CG7734,0,FBgn0003396,9,,
CG7734,0,FBgn0003396,10,,
CG7734,0,FBgn0003396,10,,
CG9224,0,FBgn0003463,1,18.0,-0.9989490275603986
CG9224,0,FBgn0003463,1,19.0,-0.19978980551207973
CG9224,0,FBgn0003463,2,20.0,0.5993694165362392
CG9224,0,FBgn0003463,2,19.0,-0.19978980551207973
CG9224,0,FBgn0003463,3,19.0,-0.19978980551207973
CG9224,0,FBgn0003463,3,20.0,0.5993694165362392
CG9224,0,FBgn0003463,4,21.0,1.3985286385845581
CG9224,0,FBgn0003463,4,17.0,-1.7981082496087175
CG9224,0,FBgn0003463,5,18.0,-0.9989490275603986
CG9224,0,FBgn0003463,5,20.0,0.5993694165362392
CG9224,0,FBgn0003463,6,17.0,-1.7981082496087175
CG9224,0,FBgn0003463,6,20.0,0.5993694165362392
CG9224,0,FBgn0003463,7,20.0,0.5993694165362392
CG9224,0,FBgn0003463,7,18.0,-0.9989490275603986
CG9224,0,FBgn0003463,8,21.0,1.3985286385845581
CG9224,0,FBgn0003463,8,21.0,1.3985286385845581
CG9224,0,FBgn0003463,9,18.0,-0.9989490275603986
CG9224,0,FBgn0003463,9,23.0,2.996847082681196
CG9224,0,FBgn0003463,10,16.0,-2.5972674716570365
CG9224,0,FBgn0003463,10,20.0,0.5993694165362392
OR,0,Control,1,17.0,-1.7981082496087175
OR,0,Control,1,18.0,-0.9989490275603986
OR,0,Control,2,17.0,-1.7981082496087175
OR,0,Control,2,17.0,-1.7981082496087175
OR,0,Control,3,20.0,0.5993694165362392
OR,0,Control,3,18.0,-0.9989490275603986
OR,0,Control,4,18.0,-0.9989490275603986
OR,0,Control,4,18.0,-0.9989490275603986
OR,0,Control,5,19.0,-0.19978980551207973
OR,0,Control,5,17.0,-1.7981082496087175
OR,0,Control,6,17.0,-1.7981082496087175
OR,0,Control,6,21.0,1.3985286385845581
OR,0,Control,7,17.0,-1.7981082496087175
OR,0,Control,7,19.0,-0.19978980551207973
OR,0,Control,8,17.0,-1.7981082496087175
OR,0,Control,8,16.0,-2.5972674716570365
OR,0,Control,9,17.0,-1.7981082496087175
OR,0,Control,9,18.0,-0.9989490275603986
OR,0,Control,10,19.0,-0.19978980551207973
OR,0,Control,10,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,1,21.0,1.3985286385845581
Tj>HpoRNAi,0,Control,1,18.0,-0.9989490275603986
Tj>HpoRNAi,0,Control,2,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,2,18.0,-0.9989490275603986
Tj>HpoRNAi,0,Control,3,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,3,18.0,-0.9989490275603986
Tj>HpoRNAi,0,Control,4,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,4,20.0,0.5993694165362392
Tj>HpoRNAi,0,Control,5,21.0,1.3985286385845581
Tj>HpoRNAi,0,Control,5,20.0,0.5993694165362392
Tj>HpoRNAi,0,Control,6,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,6,21.0,1.3985286385845581
Tj>HpoRNAi,0,Control,7,21.0,1.3985286385845581
Tj>HpoRNAi,0,Control,7,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,8,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,8,20.0,0.5993694165362392
Tj>HpoRNAi,0,Control,9,17.0,-1.7981082496087175
Tj>HpoRNAi,0,Control,9,20.0,0.5993694165362392
Tj>HpoRNAi,0,Control,10,19.0,-0.19978980551207973
Tj>HpoRNAi,0,Control,10,17.0,-1.7981082496087175
"Tj>HpoRNAi,Bab2RNAi",0,Control,1,22.0,2.197687860632877
"Tj>HpoRNAi,Bab2RNAi",0,Control,1,21.0,1.3985286385845581
"Tj>HpoRNAi,Bab2RNAi",0,Control,2,26.0,5.394324748826152
"Tj>HpoRNAi,Bab2RNAi",0,Control,2,26.0,5.394324748826152
"Tj>HpoRNAi,Bab2RNAi",0,Control,3,23.0,2.996847082681196
"Tj>HpoRNAi,Bab2RNAi",0,Control,3,27.0,6.193483970874471
"Tj>HpoRNAi,Bab2RNAi",0,Control,4,22.0,2.197687860632877
"Tj>HpoRNAi,Bab2RNAi",0,Control,4,27.0,6.193483970874471
"Tj>HpoRNAi,Bab2RNAi",0,Control,5,20.0,0.5993694165362392
"Tj>HpoRNAi,Bab2RNAi",0,Control,5,26.0,5.394324748826152
"Tj>HpoRNAi,Bab2RNAi",0,Control,6,20.0,0.5993694165362392
"Tj>HpoRNAi,Bab2RNAi",0,Control,6,20.0,0.5993694165362392
"Tj>HpoRNAi,Bab2RNAi",0,Control,7,19.0,-0.19978980551207973
"Tj>HpoRNAi,Bab2RNAi",0,Control,7,20.0,0.5993694165362392
"Tj>HpoRNAi,Bab2RNAi",0,Control,8,22.0,2.197687860632877
"Tj>HpoRNAi,Bab2RNAi",0,Control,8,22.0,2.197687860632877
"Tj>HpoRNAi,Bab2RNAi",0,Control,9,,
"Tj>HpoRNAi,Bab2RNAi",0,Control,9,,
"Tj>HpoRNAi,Bab2RNAi",0,Control,10,,
"Tj>HpoRNAi,Bab2RNAi",0,Control,10,,
"Tj>HpoRNAi,HpoRNAi",0,Control,1,21.0,1.3985286385845581
"Tj>HpoRNAi,HpoRNAi",0,Control,1,22.0,2.197687860632877
"Tj>HpoRNAi,HpoRNAi",0,Control,2,24.0,3.7960063047295147
"Tj>HpoRNAi,HpoRNAi",0,Control,2,22.0,2.197687860632877
"Tj>HpoRNAi,HpoRNAi",0,Control,3,20.0,0.5993694165362392
"Tj>HpoRNAi,HpoRNAi",0,Control,3,22.0,2.197687860632877
"Tj>HpoRNAi,HpoRNAi",0,Control,4,21.0,1.3985286385845581
"Tj>HpoRNAi,HpoRNAi",0,Control,4,26.0,5.394324748826152
"Tj>HpoRNAi,HpoRNAi",0,Control,5,18.0,-0.9989490275603986
"Tj>HpoRNAi,HpoRNAi",0,Control,5,24.0,3.7960063047295147
"Tj>HpoRNAi,HpoRNAi",0,Control,6,21.0,1.3985286385845581
"Tj>HpoRNAi,HpoRNAi",0,Control,6,21.0,1.3985286385845581
"Tj>HpoRNAi,HpoRNAi",0,Control,7,20.0,0.5993694165362392
"Tj>HpoRNAi,HpoRNAi",0,Control,7,19.0,-0.19978980551207973
"Tj>HpoRNAi,HpoRNAi",0,Control,8,20.0,0.5993694165362392
"Tj>HpoRNAi,HpoRNAi",0,Control,8,19.0,-0.19978980551207973
"Tj>HpoRNAi,HpoRNAi",0,Control,9,24.0,3.7960063047295147
"Tj>HpoRNAi,HpoRNAi",0,Control,9,22.0,2.197687860632877
"Tj>HpoRNAi,HpoRNAi",0,Control,10,23.0,2.996847082681196
"Tj>HpoRNAi,HpoRNAi",0,Control,10,18.0,-0.9989490275603986
CG10079,1,FBgn0003731,1,20.0,0.3995515077022889
CG10079,1,FBgn0003731,1,21.0,1.1260087944337225
CG10079,1,FBgn0003731,2,18.0,-1.053363065760578
CG10079,1,FBgn0003731,2,19.0,-0.3269057790291445
CG10079,1,FBgn0003731,3,19.0,-0.3269057790291445
CG10079,1,FBgn0003731,3,20.0,0.3995515077022889
CG10079,1,FBgn0003731,4,21.0,1.1260087944337225
CG10079,1,FBgn0003731,4,20.0,0.3995515077022889
CG10079,1,FBgn0003731,5,24.0,3.305380654628023
CG10079,1,FBgn0003731,5,19.0,-0.3269057790291445
CG10079,1,FBgn0003731,6,20.0,0.3995515077022889
CG10079,1,FBgn0003731,6,22.0,1.8524660811651559
CG10079,1,FBgn0003731,7,19.0,-0.3269057790291445
CG10079,1,FBgn0003731,7,20.0,0.3995515077022889
CG10079,1,FBgn0003731,8,20.0,0.3995515077022889
CG10079,1,FBgn0003731,8,21.0,1.1260087944337225
CG10079,1,FBgn0003731,9,21.0,1.1260087944337225
CG10079,1,FBgn0003731,9,19.0,-0.3269057790291445
CG10079,1,FBgn0003731,10,22.0,1.8524660811651559
CG10079,1,FBgn0003731,10,19.0,-0.3269057790291445
CG12306,1,FBgn0003124,1,0.0,-14.12959422692638
CG12306,1,FBgn0003124,1,0.0,-14.12959422692638
CG12306,1,FBgn0003124,2,0.0,-14.12959422692638
CG12306,1,FBgn0003124,2,0.0,-14.12959422692638
CG12306,1,FBgn0003124,3,0.0,-14.12959422692638
CG12306,1,FBgn0003124,3,0.0,-14.12959422692638
CG12306,1,FBgn0003124,4,0.0,-14.12959422692638
CG12306,1,FBgn0003124,4,0.0,-14.12959422692638
CG12306,1,FBgn0003124,5,0.0,-14.12959422692638
CG12306,1,FBgn0003124,5,0.0,-14.12959422692638
CG12306,1,FBgn0003124,6,0.0,-14.12959422692638
CG12306,1,FBgn0003124,6,0.0,-14.12959422692638
CG12306,1,FBgn0003124,7,0.0,-14.12959422692638
CG12306,1,FBgn0003124,7,0.0,-14.12959422692638
CG12306,1,FBgn0003124,8,0.0,-14.12959422692638
CG12306,1,FBgn0003124,8,0.0,-14.12959422692638
CG12306,1,FBgn0003124,9,0.0,-14.12959422692638
CG12306,1,FBgn0003124,9,0.0,-14.12959422692638
CG12306,1,FBgn0003124,10,0.0,-14.12959422692638
CG12306,1,FBgn0003124,10,0.0,-14.12959422692638
CG1775,1,FBgn0011655,1,21.0,1.1260087944337225
CG1775,1,FBgn0011655,1,18.0,-1.053363065760578
CG1775,1,FBgn0011655,2,22.0,1.8524660811651559
CG1775,1,FBgn0011655,2,20.0,0.3995515077022889
CG1775,1,FBgn0011655,3,21.0,1.1260087944337225
CG1775,1,FBgn0011655,3,20.0,0.3995515077022889
CG1775,1,FBgn0011655,4,23.0,2.5789233678965893
CG1775,1,FBgn0011655,4,20.0,0.3995515077022889
CG1775,1,FBgn0011655,5,20.0,0.3995515077022889
CG1775,1,FBgn0011655,5,23.0,2.5789233678965893
CG1775,1,FBgn0011655,6,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,6,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,7,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,7,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,8,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,8,21.0,1.1260087944337225
CG1775,1,FBgn0011655,9,18.0,-1.053363065760578
CG1775,1,FBgn0011655,9,19.0,-0.3269057790291445
CG1775,1,FBgn0011655,10,18.0,-1.053363065760578
CG1775,1,FBgn0011655,10,18.0,-1.053363065760578
CG18290,1,FBgn0000046,1,19.0,-0.3269057790291445
CG18290,1,FBgn0000046,1,24.0,3.305380654628023
CG18290,1,FBgn0000046,2,22.0,1.8524660811651559
CG18290,1,FBgn0000046,2,22.0,1.8524660811651559
CG18290,1,FBgn0000046,3,21.0,1.1260087944337225
CG18290,1,FBgn0000046,3,20.0,0.3995515077022889
CG18290,1,FBgn0000046,4,21.0,1.1260087944337225
CG18290,1,FBgn0000046,4,19.0,-0.3269057790291445
CG18290,1,FBgn0000046,5,22.0,1.8524660811651559
CG18290,1,FBgn0000046,5,21.0,1.1260087944337225
CG18290,1,FBgn0000046,6,23.0,2.5789233678965893
CG18290,1,FBgn0000046,6,22.0,1.8524660811651559
CG18290,1,FBgn0000046,7,24.0,3.305380654628023
CG18290,1,FBgn0000046,7,22.0,1.8524660811651559
CG18290,1,FBgn0000046,8,22.0,1.8524660811651559
CG18290,1,FBgn0000046,8,21.0,1.1260087944337225
CG18290,1,FBgn0000046,9,20.0,0.3995515077022889
CG18290,1,FBgn0000046,9,20.0,0.3995515077022889
CG18290,1,FBgn0000046,10,22.0,1.8524660811651559
CG18290,1,FBgn0000046,10,23.0,2.5789233678965893
CG2671,1,FBgn0002121,1,22.0,1.8524660811651559
CG2671,1,FBgn0002121,1,24.0,3.305380654628023
CG2671,1,FBgn0002121,2,18.0,-1.053363065760578
CG2671,1,FBgn0002121,2,20.0,0.3995515077022889
CG2671,1,FBgn0002121,3,19.0,-0.3269057790291445
CG2671,1,FBgn0002121,3,21.0,1.1260087944337225
CG2671,1,FBgn0002121,4,21.0,1.1260087944337225
CG2671,1,FBgn0002121,4,20.0,0.3995515077022889
CG2671,1,FBgn0002121,5,21.0,1.1260087944337225
CG2671,1,FBgn0002121,5,19.0,-0.3269057790291445
CG2671,1,FBgn0002121,6,19.0,-0.3269057790291445
CG2671,1,FBgn0002121,6,21.0,1.1260087944337225
CG2671,1,FBgn0002121,7,19.0,-0.3269057790291445
CG2671,1,FBgn0002121,7,21.0,1.1260087944337225
CG2671,1,FBgn0002121,8,23.0,2.5789233678965893
CG2671,1,FBgn0002121,8,21.0,1.1260087944337225
CG2671,1,FBgn0002121,9,19.0,-0.3269057790291445
CG2671,1,FBgn0002121,9,17.0,-1.7798203524920115
CG2671,1,FBgn0002121,10,18.0,-1.053363065760578
CG2671,1,FBgn0002121,10,18.0,-1.053363065760578
CG3497,1,FBgn0004837,1,25.0,4.0318379413594565
CG3497,1,FBgn0004837,1,22.0,1.8524660811651559
CG3497,1,FBgn0004837,2,14.0,-3.959192212686312
CG3497,1,FBgn0004837,2,18.0,-1.053363065760578
CG3497,1,FBgn0004837,3,21.0,1.1260087944337225
CG3497,1,FBgn0004837,3,25.0,4.0318379413594565
CG3497,1,FBgn0004837,4,26.0,4.75829522809089
CG3497,1,FBgn0004837,4,23.0,2.5789233678965893
CG3497,1,FBgn0004837,5,23.0,2.5789233678965893
CG3497,1,FBgn0004837,5,20.0,0.3995515077022889
CG3497,1,FBgn0004837,6,23.0,2.5789233678965893
CG3497,1,FBgn0004837,6,22.0,1.8524660811651559
CG3497,1,FBgn0004837,7,23.0,2.5789233678965893
CG3497,1,FBgn0004837,7,21.0,1.1260087944337225
CG3497,1,FBgn0004837,8,24.0,3.305380654628023
CG3497,1,FBgn0004837,8,24.0,3.305380654628023
CG3497,1,FBgn0004837,9,25.0,4.0318379413594565
CG3497,1,FBgn0004837,9,24.0,3.305380654628023
CG3497,1,FBgn0004837,10,23.0,2.5789233678965893
CG3497,1,FBgn0004837,10,22.0,1.8524660811651559
CG6054,1,FBgn0005355,1,21.0,1.1260087944337225
CG6054,1,FBgn0005355,1,22.0,1.8524660811651559
CG6054,1,FBgn0005355,2,22.0,1.8524660811651559
CG6054,1,FBgn0005355,2,24.0,3.305380654628023
CG6054,1,FBgn0005355,3,21.0,1.1260087944337225
CG6054,1,FBgn0005355,3,20.0,0.3995515077022889
CG6054,1,FBgn0005355,4,20.0,0.3995515077022889
CG6054,1,FBgn0005355,4,19.0,-0.3269057790291445
CG6054,1,FBgn0005355,5,22.0,1.8524660811651559
CG6054,1,FBgn0005355,5,19.0,-0.3269057790291445
CG6054,1,FBgn0005355,6,20.0,0.3995515077022889
CG6054,1,FBgn0005355,6,21.0,1.1260087944337225
CG6054,1,FBgn0005355,7,23.0,2.5789233678965893
CG6054,1,FBgn0005355,7,29.0,6.93766708828519
CG6054,1,FBgn0005355,8,22.0,1.8524660811651559
CG6054,1,FBgn0005355,8,20.0,0.3995515077022889
