Gene,Batch,FbID,Condition,Count,Z
CG6551,2,FBgn0001079,Day 2 ,65,0.3150823059204251
CG6551,2,FBgn0001079,Day 3,39,0.07569433892563826
CG6551,2,FBgn0001079,Day 4 ,18,-0.4529108136578383
CG6551,2,FBgn0001079,Day 5,25,-0.28039985489311264
CG6551,2,FBgn0001079,Sum,307,1.5854477642294456
CG6554,2,FBgn0037834,Day 1,146,2.4196032881282186
CG6554,2,FBgn0037834,Day 2 ,52,-0.3455741419772401
CG6554,2,FBgn0037834,Day 3,36,-0.20815943204550622
CG6554,2,FBgn0037834,Day 4 ,8,-1.2077621697542356
CG6554,2,FBgn0037834,Day 5,29,0.0
CG6554,2,FBgn0037834,Sum,271,0.5514600919058938
CG6556,2,FBgn0286070,Day 1,39,-3.43780738675231
CG6556,2,FBgn0286070,Day 2 ,34,-1.2603292236816996
CG6556,2,FBgn0286070,Day 3,40,0.17031226258268642
CG6556,2,FBgn0286070,Day 4 ,23,-0.07548513560963972
CG6556,2,FBgn0286070,Day 5,32,0.21029989116983447
CG6556,2,FBgn0286070,Sum,168,-2.4068935261309345
CG6736,2,FBgn0044049,Day 1,139,2.0364081972481842
CG6736,2,FBgn0044049,Day 2 ,62,0.1626231256363485
CG6736,2,FBgn0044049,Day 3,35,-0.3027773557025544
CG6736,2,FBgn0044049,Day 4 ,25,0.07548513560963972
CG6736,2,FBgn0044049,Day 5,30,0.07009996372327816
CG6736,2,FBgn0044049,Sum,291,1.1258976876412004
CG6794,2,FBgn0011274,Day 1,170,3.7334150282883374
CG6794,2,FBgn0011274,Day 2 ,82,1.1790176608635257
CG6794,2,FBgn0011274,Day 3,55,1.5895811174384087
CG6794,2,FBgn0011274,Day 4 ,29,0.3774256780481986
CG6794,2,FBgn0011274,Day 5,41,0.8411995646793379
CG6794,2,FBgn0011274,Sum,377,3.5959793493030183
CG6964,2,FBgn0010825,Day 1,0,-5.572751464512503
CG6964,2,FBgn0010825,Day 2 ,0,-2.9881999335679006
CG6964,2,FBgn0010825,Day 3,0,-3.61440468369924
CG6964,2,FBgn0010825,Day 4 ,0,-1.8116432546313532
CG6964,2,FBgn0010825,Day 5,0,-2.0328989479750668
CG6964,2,FBgn0010825,Sum,0,-7.232169330307509
CG7467,2,FBgn0261885,Day 1,63,-2.1239956465921916
CG7467,2,FBgn0261885,Day 2 ,65,0.3150823059204251
CG7467,2,FBgn0261885,Day 3,26,-1.1543386686159878
CG7467,2,FBgn0261885,Day 4 ,11,-0.9813067629253164
CG7467,2,FBgn0261885,Day 5,10,-1.331899310742285
CG7467,2,FBgn0261885,Sum,175,-2.205840367623577
CG7524,2,FBgn0262733,Day 1,122,1.1057915479681
CG7524,2,FBgn0262733,Day 2 ,62,0.1626231256363485
CG7524,2,FBgn0262733,Day 3,40,0.17031226258268642
CG7524,2,FBgn0262733,Day 4 ,12,-0.9058216273156766
CG7524,2,FBgn0262733,Day 5,38,0.6308996735095035
CG7524,2,FBgn0262733,Sum,274,0.6376257312661898
CG7583,2,FBgn0020496,Day 1,0,-5.572751464512503
CG7583,2,FBgn0020496,Day 2 ,0,-2.9881999335679006
CG7583,2,FBgn0020496,Day 3,12,-2.478989599814662
CG7583,2,FBgn0020496,Day 4 ,7,-1.2832473053638753
CG7583,2,FBgn0020496,Day 5,0,-2.0328989479750668
CG7583,2,FBgn0020496,Sum,19,-6.6864536143589675
CG7793,2,FBgn0001965,Day 1,4,-5.3537828411524835
CG7793,2,FBgn0001965,Day 2 ,8,-2.58164211947703
CG7793,2,FBgn0001965,Day 3,0,-3.61440468369924
CG7793,2,FBgn0001965,Day 4 ,1,-1.7361581190217135
CG7793,2,FBgn0001965,Day 5,0,-2.0328989479750668
CG7793,2,FBgn0001965,Sum,13,-6.85878489307956
CG7892,2,FBgn0011817,Day 1,108,0.3394013662080308
CG7892,2,FBgn0011817,Day 2 ,37,-1.107870043397623
CG7892,2,FBgn0011817,Day 3,36,-0.20815943204550622
CG7892,2,FBgn0011817,Day 4 ,18,-0.4529108136578383
CG7892,2,FBgn0011817,Day 5,29,0.0
CG7892,2,FBgn0011817,Sum,228,-0.683580738925015
CG7935,2,FBgn0026252,Day 1,130,1.5437287946881395
CG7935,2,FBgn0026252,Day 2 ,50,-0.4472135954999578
CG7935,2,FBgn0026252,Day 3,39,0.07569433892563826
CG7935,2,FBgn0026252,Day 4 ,24,0.0
CG7935,2,FBgn0026252,Day 5,25,-0.28039985489311264
CG7935,2,FBgn0026252,Sum,268,0.4652944525455979
CG7996,2,FBgn0003450,Day 1,105,0.17517489868801597
CG7996,2,FBgn0003450,Day 2 ,50,-0.4472135954999578
CG7996,2,FBgn0003450,Day 3,46,0.7380198045249754
CG7996,2,FBgn0003450,Day 4 ,29,0.3774256780481986
CG7996,2,FBgn0003450,Day 5,34,0.3504998186163908
CG7996,2,FBgn0003450,Sum,264,0.3504069333985366
CG8068,2,FBgn0003612,Day 1,0,-5.572751464512503
CG8068,2,FBgn0003612,Day 2 ,0,-2.9881999335679006
CG8068,2,FBgn0003612,Day 3,0,-3.61440468369924
CG8068,2,FBgn0003612,Day 4 ,0,-1.8116432546313532
CG8068,2,FBgn0003612,Day 5,0,-2.0328989479750668
CG8068,2,FBgn0003612,Sum,0,-7.232169330307509
CG8075,2,FBgn0015838,Day 1,151,2.6933140673282434
CG8075,2,FBgn0015838,Day 2 ,55,-0.19311496169316353
CG8075,2,FBgn0015838,Day 3,34,-0.3973952793596025
CG8075,2,FBgn0015838,Day 4 ,32,0.6038810848771178
CG8075,2,FBgn0015838,Day 5,25,-0.28039985489311264
CG8075,2,FBgn0015838,Sum,297,1.2982289663617923
CG8544,2,FBgn0003345,Day 1,56,-2.507190737472226
CG8544,2,FBgn0003345,Day 2 ,25,-1.7177067645339292
CG8544,2,FBgn0003345,Day 3,19,-1.816664134215325
CG8544,2,FBgn0003345,Day 4 ,12,-0.9058216273156766
CG8544,2,FBgn0003345,Day 5,6,-1.6122991656353978
CG8544,2,FBgn0003345,Sum,118,-3.8429875154692006
CG8866,2,FBgn0037679,Day 1,178,4.171352275008377
CG8866,2,FBgn0037679,Day 2 ,82,1.1790176608635257
CG8866,2,FBgn0037679,Day 3,48,0.9272556518390717
CG8866,2,FBgn0037679,Day 4 ,34,0.7548513560963972
CG8866,2,FBgn0037679,Day 5,32,0.21029989116983447
CG8866,2,FBgn0037679,Sum,374,3.5098137099427222
CG8905,2,FBgn0010213,Day 1,184,4.4998052100484065
CG8905,2,FBgn0010213,Day 2 ,71,0.6200006664885782
CG8905,2,FBgn0010213,Day 3,62,2.251906583037746
CG8905,2,FBgn0010213,Day 4 ,23,-0.07548513560963972
CG8905,2,FBgn0010213,Day 5,52,1.6122991656353978
CG8905,2,FBgn0010213,Sum,392,4.026807546104498
CG9374,2,FBgn0038167,Day 1,129,1.4889866388481345
CG9374,2,FBgn0038167,Day 2 ,76,0.8740993002953725
CG9374,2,FBgn0038167,Day 3,48,0.9272556518390717
CG9374,2,FBgn0038167,Day 4 ,6,-1.3587324409735149
CG9374,2,FBgn0038167,Day 5,30,0.07009996372327816
CG9374,2,FBgn0038167,Sum,289,1.0684539280676697
CG9772,2,FBgn0037236,Day 1,122,1.1057915479681
CG9772,2,FBgn0037236,Day 2 ,73,0.721640120011296
CG9772,2,FBgn0037236,Day 3,25,-1.248956592273036
CG9772,2,FBgn0037236,Day 4 ,30,0.4529108136578383
CG9772,2,FBgn0037236,Day 5,16,-0.9112995284026161
CG9772,2,FBgn0037236,Sum,266,0.4078506929720673
OR,2,Control,Day 1,56,-2.507190737472226
OR,2,Control,Day 2 ,51,-0.39639386873859894
OR,2,Control,Day 3,33,-0.4920132030166507
OR,2,Control,Day 4 ,9,-1.1322770341445958
OR,2,Control,Day 5,26,-0.21029989116983447
OR,2,Control,Sum,175,-2.205840367623577
OR,2,Control,Day 1,34,-3.711518165952335
OR,2,Control,Day 2 ,32,-1.3619686772044173
OR,2,Control,Day 3,22,-1.5328103632441805
OR,2,Control,Day 4 ,9,-1.1322770341445958
OR,2,Control,Day 5,9,-1.4019992744655632
OR,2,Control,Sum,106,-4.187650072910385
OR,2,Control,Day 1,48,-2.9451279841922657
OR,2,Control,Day 2 ,42,-0.8537714095908286
OR,2,Control,Day 3,30,-0.7758669739877951
OR,2,Control,Day 4 ,14,-0.7548513560963972
OR,2,Control,Day 5,22,-0.49069974606294714
OR,2,Control,Sum,156,-2.7515560835721184
OR,2,Control,Day 1,56,-2.507190737472226
OR,2,Control,Day 2 ,33,-1.3111489504430585
OR,2,Control,Day 3,29,-0.8704848976448433
OR,2,Control,Day 4 ,4,-1.5097027121927944
OR,2,Control,Day 5,30,0.07009996372327816
OR,2,Control,Sum,152,-2.8664436027191798
OR,2,Control,Day 1,60,-2.2882221141122066
OR,2,Control,Day 2 ,47,-0.5996727757840344
OR,2,Control,Day 3,31,-0.681249050330747
OR,2,Control,Day 4 ,2,-1.660672983412074
OR,2,Control,Day 5,25,-0.28039985489311264
OR,2,Control,Sum,165,-2.4930591654912306
Tj>,2,Control,Day 1,126,1.3247601713281199
Tj>,2,Control,Day 2 ,92,1.6872149284771143
Tj>,2,Control,Day 3,41,0.2649301862397346
Tj>,2,Control,Day 4 ,24,0.0
Tj>,2,Control,Day 5,19,-0.7009996372327816
Tj>,2,Control,Sum,302,1.441838365295619
Tj>,2,Control,Day 1,76,-1.4123476206721273
Tj>,2,Control,Day 2 ,43,-0.8029516828294698
Tj>,2,Control,Day 3,46,0.7380198045249754
Tj>,2,Control,Day 4 ,30,0.4529108136578383
Tj>,2,Control,Day 5,44,1.0514994558491724
Tj>,2,Control,Sum,239,-0.36764006127059645
Tj>,2,Control,Day 1,107,0.28465921036802583
Tj>,2,Control,Day 2 ,49,-0.4980333222613167
Tj>,2,Control,Day 3,47,0.8326377281820235
Tj>,2,Control,Day 4 ,24,0.0
Tj>,2,Control,Day 5,45,1.1215994195724506
Tj>,2,Control,Sum,272,0.5801819716926592
Tj>,2,Control,Day 1,105,0.17517489868801597
Tj>,2,Control,Day 2 ,49,-0.4980333222613167
Tj>,2,Control,Day 3,21,-1.6274282869012286
Tj>,2,Control,Day 4 ,39,1.1322770341445958
Tj>,2,Control,Day 5,16,-0.9112995284026161
Tj>,2,Control,Sum,230,-0.6261369793514844
Tj>,2,Control,Day 1,95,-0.37224665971203347
Tj>,2,Control,Day 2 ,61,0.11180339887498963
Tj>,2,Control,Day 3,36,-0.20815943204550622
Tj>,2,Control,Day 4 ,3,-1.5851878478024342
Tj>,2,Control,Day 5,21,-0.5607997097862253
Tj>,2,Control,Sum,216,-1.028243296366199
Tj>Bab1RNAi,2,Control,Day 1,184,4.4998052100484065
Tj>Bab1RNAi,2,Control,Day 2 ,112,2.7036094637042916
Tj>Bab1RNAi,2,Control,Day 3,56,1.6841990410954568
Tj>Bab1RNAi,2,Control,Day 4 ,27,0.22645540682891915
Tj>Bab1RNAi,2,Control,Day 5,38,0.6308996735095035
Tj>Bab1RNAi,2,Control,Sum,417,4.744854540773631
Tj>Bab2RNAi,2,Control,Day 1,119,0.9415650804480852
Tj>Bab2RNAi,2,Control,Day 2 ,44,-0.752131956068111
Tj>Bab2RNAi,2,Control,Day 3,35,-0.3027773557025544
Tj>Bab2RNAi,2,Control,Day 4 ,31,0.528395949267478
Tj>Bab2RNAi,2,Control,Day 5,31,0.14019992744655632
Tj>Bab2RNAi,2,Control,Sum,260,0.23551941425147532
Tj>Hpo,2,Control,Day 1,27,-4.094713256832369
Tj>Hpo,2,Control,Day 2 ,21,-1.9209856715793647
Tj>Hpo,2,Control,Day 3,7,-2.952079218099903
Tj>Hpo,2,Control,Day 4 ,16,-0.6038810848771178
Tj>Hpo,2,Control,Day 5,15,-0.9813994921258943
Tj>Hpo,2,Control,Sum,86,-4.762087668645691
Tj>HpoRNAi,2,Control,Day 1,104,0.12043274284801103
Tj>HpoRNAi,2,Control,Day 2 ,77,0.9249190270567313
Tj>HpoRNAi,2,Control,Day 3,46,0.7380198045249754
Tj>HpoRNAi,2,Control,Day 4 ,17,-0.528395949267478
Tj>HpoRNAi,2,Control,Day 5,56,1.8926990205285104
Tj>HpoRNAi,2,Control,Sum,300,1.3843946057220884
Tj>YkiRNAi,2,Control,Day 1,32,-3.821002477632345
Tj>YkiRNAi,2,Control,Day 2 ,10,-2.4800026659543124
Tj>YkiRNAi,2,Control,Day 3,6,-3.046697141756951
Tj>YkiRNAi,2,Control,Day 4 ,5,-1.4342175765831546
Tj>YkiRNAi,2,Control,Day 5,2,-1.8926990205285104
Tj>YkiRNAi,2,Control,Sum,55,-5.652465942035416
CG1004,3,FBgn0004635,Day 1,192,1.9789028360606868
CG1004,3,FBgn0004635,Day 2 ,2,-1.3032681200115515
CG1004,3,FBgn0004635,Day 3,41,0.37858050137163723
CG1004,3,FBgn0004635,Day 4 ,23,-0.5346133040589296
CG1004,3,FBgn0004635,Day 5,52,5.065335834734363
CG1004,3,FBgn0004635,Sum,310,2.6465077969992175
CG10601,3,FBgn0014343,Day 1,66,-1.032471044901228
CG10601,3,FBgn0014343,Day 2 ,3,-1.270021484296971
CG10601,3,FBgn0014343,Day 3,0,-1.777225131439074
CG10601,3,FBgn0014343,Day 4 ,0,-2.6546315787753745
CG10601,3,FBgn0014343,Day 5,0,-2.5035567918802024
CG10601,3,FBgn0014343,Sum,69,-5.346078406970849
CG10711,3,FBgn0086785,Day 1,0,-2.609857363500326
CG10711,3,FBgn0086785,Day 2 ,0,-1.3697613914407123
CG10711,3,FBgn0086785,Day 3,0,-1.777225131439074
CG10711,3,FBgn0086785,Day 4 ,0,-2.6546315787753745
CG10711,3,FBgn0086785,Day 5,0,-2.5035567918802024
CG10711,3,FBgn0086785,Sum,0,-7.634412216406262
CG10798,3,FBgn0262656,Day 1,65,-1.056370837607275
CG10798,3,FBgn0262656,Day 2 ,49,0.25932375857372697
CG10798,3,FBgn0262656,Day 3,28,-0.3049676261049297
CG10798,3,FBgn0262656,Day 4 ,25,-0.3502638888661953
CG10798,3,FBgn0262656,Day 5,18,0.1164445019479165
CG10798,3,FBgn0262656,Sum,185,-1.4990244664707342
CG10924,3,FBgn0034356,Day 1,174,1.5487065673518419
CG10924,3,FBgn0034356,Day 2 ,60,0.6250367514341113
CG10924,3,FBgn0034356,Day 3,23,-0.5678707520574554
CG10924,3,FBgn0034356,Day 4 ,20,-0.8111374268480311
CG10924,3,FBgn0034356,Day 5,31,2.008667658601558
CG10924,3,FBgn0034356,Sum,308,2.5801792807836983
CG10967,3,FBgn0260945,Day 1,164,1.3097086402913725
CG10967,3,FBgn0260945,Day 2 ,98,1.8884089085881661
CG10967,3,FBgn0260945,Day 3,38,0.22083862580012176
CG10967,3,FBgn0260945,Day 4 ,24,-0.44243859646256245
CG10967,3,FBgn0260945,Day 5,42,3.6097795603854084
CG10967,3,FBgn0260945,Sum,366,4.503706251033756
CG11063,3,FBgn0030530,Day 1,0,-2.609857363500326
CG11063,3,FBgn0030530,Day 2 ,5,-1.2035282128678102
CG11063,3,FBgn0030530,Day 3,22,-0.6204513772479606
CG11063,3,FBgn0030530,Day 4 ,12,-1.5485350876189685
CG11063,3,FBgn0030530,Day 5,2,-2.2124455370104115
CG11063,3,FBgn0030530,Sum,41,-6.2746776339881185
CG11064,3,FBgn0087002,Day 1,140,0.7361136153462458
CG11064,3,FBgn0087002,Day 2 ,46,0.1595838514299858
CG11064,3,FBgn0087002,Day 3,12,-1.146257629153012
CG11064,3,FBgn0087002,Day 4 ,8,-1.917233918004437
CG11064,3,FBgn0087002,Day 5,4,-1.9213342821406205
CG11064,3,FBgn0087002,Sum,210,-0.6699180137767438
CG11084,3,FBgn0003090,Day 1,0,-2.609857363500326
CG11084,3,FBgn0003090,Day 2 ,0,-1.3697613914407123
CG11084,3,FBgn0003090,Day 3,0,-1.777225131439074
CG11084,3,FBgn0003090,Day 4 ,0,-2.6546315787753745
CG11084,3,FBgn0003090,Day 5,0,-2.5035567918802024
CG11084,3,FBgn0003090,Sum,0,-7.634412216406262
CG11579,3,FBgn0000117,Day 1,0,-2.609857363500326
CG11579,3,FBgn0000117,Day 2 ,0,-1.3697613914407123
CG11579,3,FBgn0000117,Day 3,0,-1.777225131439074
CG11579,3,FBgn0000117,Day 4 ,0,-2.6546315787753745
CG11579,3,FBgn0000117,Day 5,0,-2.5035567918802024
CG11579,3,FBgn0000117,Sum,0,-7.634412216406262
CG11658,3,FBgn0036196,Day 1,34,-1.79726441149473
CG11658,3,FBgn0036196,Day 2 ,3,-1.270021484296971
CG11658,3,FBgn0036196,Day 3,2,-1.6720638810580635
CG11658,3,FBgn0036196,Day 4 ,0,-2.6546315787753745
CG11658,3,FBgn0036196,Day 5,0,-2.5035567918802024
CG11658,3,FBgn0036196,Sum,39,-6.341006150203637
CG11941,3,FBgn0026175,Day 1,202,2.2179007631211562
CG11941,3,FBgn0026175,Day 2 ,48,0.22607712285914658
CG11941,3,FBgn0026175,Day 3,7,-1.4091607551055378
CG11941,3,FBgn0026175,Day 4 ,49,1.8619290934466166
CG11941,3,FBgn0026175,Day 5,22,0.6986670116874985
CG11941,3,FBgn0026175,Sum,328,3.2434644429388904
CG1200,3,FBgn0040281,Day 1,189,1.9072034579425459
CG1200,3,FBgn0040281,Day 2 ,56,0.49205020857578974
CG1200,3,FBgn0040281,Day 3,43,0.4837417517526475
CG1200,3,FBgn0040281,Day 4 ,22,-0.6267880116552967
CG1200,3,FBgn0040281,Day 5,21,0.553111384252603
CG1200,3,FBgn0040281,Sum,331,3.3429572172621693
CG12021,3,FBgn0067864,Day 1,140,0.7361136153462458
CG12021,3,FBgn0067864,Day 2 ,38,-0.10638923428665735
CG12021,3,FBgn0067864,Day 3,23,-0.5678707520574554
CG12021,3,FBgn0067864,Day 4 ,19,-0.9033121344443983
CG12021,3,FBgn0067864,Day 5,28,1.5720007762968715
CG12021,3,FBgn0067864,Sum,248,0.5903237943181214
CG12066,3,FBgn0000274,Day 1,169,1.429207603821607
CG12066,3,FBgn0000274,Day 2 ,61,0.6582833871486917
CG12066,3,FBgn0000274,Day 3,24,-0.5152901268669503
CG12066,3,FBgn0000274,Day 4 ,8,-1.917233918004437
CG12066,3,FBgn0000274,Day 5,33,2.299778913471349
CG12066,3,FBgn0000274,Sum,295,2.149043925382823
CG1210,3,FBgn0020386,Day 1,116,0.16251859040111913
CG1210,3,FBgn0020386,Day 2 ,8,-1.1037883057240692
CG1210,3,FBgn0020386,Day 3,0,-1.777225131439074
CG1210,3,FBgn0020386,Day 4 ,5,-2.1937580407935386
CG1210,3,FBgn0020386,Day 5,3,-2.066889909575516
CG1210,3,FBgn0020386,Sum,132,-3.2567301461819937
CG12334,3,FBgn0038539,Day 1,190,1.9311032506485928
CG12334,3,FBgn0038539,Day 2 ,37,-0.13963587000123776
CG12334,3,FBgn0038539,Day 3,45,0.5889030021336578
CG12334,3,FBgn0038539,Day 4 ,24,-0.44243859646256245
CG12334,3,FBgn0038539,Day 5,26,1.2808895214270806
CG12334,3,FBgn0038539,Sum,322,3.044478894292333
CG12559,3,FBgn0003256,Day 1,64,-1.0802706303133218
CG12559,3,FBgn0003256,Day 2 ,35,-0.20612914143039854
CG12559,3,FBgn0003256,Day 3,18,-0.8307738780099811
CG12559,3,FBgn0003256,Day 4 ,10,-1.7328845028117028
CG12559,3,FBgn0003256,Day 5,1,-2.358001164445307
CG12559,3,FBgn0003256,Sum,128,-3.389387178613032
CG12919,3,FBgn0033483,Day 1,162,1.2619090548792784
CG12919,3,FBgn0033483,Day 2 ,44,0.093090580000825
CG12919,3,FBgn0033483,Day 3,14,-1.0410963787720018
CG12919,3,FBgn0033483,Day 4 ,33,0.387133771904742
CG12919,3,FBgn0033483,Day 5,4,-1.9213342821406205
CG12919,3,FBgn0033483,Sum,257,0.888802117287958
CG13076,3,FBgn0044028,Day 1,113,0.09081921228297832
CG13076,3,FBgn0044028,Day 2 ,66,0.8245165657215936
CG13076,3,FBgn0044028,Day 3,28,-0.3049676261049297
CG13076,3,FBgn0044028,Day 4 ,24,-0.44243859646256245
CG13076,3,FBgn0044028,Day 5,26,1.2808895214270806
CG13076,3,FBgn0044028,Sum,257,0.888802117287958
CG13139,3,FBgn0032230,Day 1,162,1.2619090548792784
CG13139,3,FBgn0032230,Day 2 ,65,0.7912699300070133
CG13139,3,FBgn0032230,Day 3,24,-0.5152901268669503
CG13139,3,FBgn0032230,Day 4 ,14,-1.364185672426234
CG13139,3,FBgn0032230,Day 5,13,-0.611333635226561
CG13139,3,FBgn0032230,Sum,278,1.5852515375509098
CG1389,3,FBgn0003733,Day 1,157,1.1424100913490438
CG1389,3,FBgn0003733,Day 2 ,70,0.9575031085799152
CG1389,3,FBgn0003733,Day 3,25,-0.46270950167644515
CG1389,3,FBgn0003733,Day 4 ,22,-0.6267880116552967
CG1389,3,FBgn0003733,Day 5,12,-0.7568892626614565
CG1389,3,FBgn0003733,Sum,286,1.8505656024129868
CG16738,3,FBgn0003430,Day 1,180,1.6921053235881234
CG16738,3,FBgn0003430,Day 2 ,29,-0.40560895571788086
CG16738,3,FBgn0003430,Day 3,49,0.7992255028956784
CG16738,3,FBgn0003430,Day 4 ,5,-2.1937580407935386
CG16738,3,FBgn0003430,Day 5,25,1.135333893992185
CG16738,3,FBgn0003430,Sum,288,1.916894118628506
CG16785,3,FBgn0027343,Day 1,135,0.616614651816011
CG16785,3,FBgn0027343,Day 2 ,3,-1.270021484296971
CG16785,3,FBgn0027343,Day 3,74,2.113741132658307
CG16785,3,FBgn0027343,Day 4 ,4,-2.285932748389906
CG16785,3,FBgn0027343,Day 5,40,3.3186683055156174
CG16785,3,FBgn0027343,Sum,256,0.8556378591801984
CG16910,3,FBgn0041205,Day 1,162,1.2619090548792784
CG16910,3,FBgn0041205,Day 2 ,55,0.4588035728612093
CG16910,3,FBgn0041205,Day 3,13,-1.093677003962507
CG16910,3,FBgn0041205,Day 4 ,22,-0.6267880116552967
CG16910,3,FBgn0041205,Day 5,35,2.59089016834114
CG16910,3,FBgn0041205,Sum,287,1.8837298605207464
CG16973,3,FBgn0010909,Day 1,0,-2.609857363500326
CG16973,3,FBgn0010909,Day 2 ,0,-1.3697613914407123
CG16973,3,FBgn0010909,Day 3,0,-1.777225131439074
CG16973,3,FBgn0010909,Day 4 ,0,-2.6546315787753745
CG16973,3,FBgn0010909,Day 5,0,-2.5035567918802024
CG16973,3,FBgn0010909,Sum,0,-7.634412216406262
CG16983,3,FBgn0025637,Day 1,130,0.49711568828577635
CG16983,3,FBgn0025637,Day 2 ,20,-0.7048286771491045
CG16983,3,FBgn0025637,Day 3,8,-1.3565801299150326
CG16983,3,FBgn0025637,Day 4 ,23,-0.5346133040589296
CG16983,3,FBgn0025637,Day 5,15,-0.32022238035677
CG16983,3,FBgn0025637,Sum,196,-1.1342176272853783
CG17051,3,FBgn0015379,Day 1,176,1.5965061527639357
CG17051,3,FBgn0015379,Day 2 ,59,0.5917901157195309
CG17051,3,FBgn0015379,Day 3,58,1.2724511296102248
CG17051,3,FBgn0015379,Day 4 ,25,-0.3502638888661953
CG17051,3,FBgn0015379,Day 5,38,3.0275570506458265
CG17051,3,FBgn0015379,Sum,356,4.1720636699561595
CG1708,3,FBgn0000352,Day 1,0,-2.609857363500326
CG1708,3,FBgn0000352,Day 2 ,0,-1.3697613914407123
CG1708,3,FBgn0000352,Day 3,0,-1.777225131439074
CG1708,3,FBgn0000352,Day 4 ,0,-2.6546315787753745
CG1708,3,FBgn0000352,Day 5,0,-2.5035567918802024
CG1708,3,FBgn0000352,Sum,0,-7.634412216406262
CG17596,3,FBgn0262866,Day 1,144,0.8317127861704335
CG17596,3,FBgn0262866,Day 2 ,45,0.1263372157154054
CG17596,3,FBgn0262866,Day 3,17,-0.8833545032004864
CG17596,3,FBgn0262866,Day 4 ,12,-1.5485350876189685
CG17596,3,FBgn0262866,Day 5,10,-1.0480005175312475
CG17596,3,FBgn0262866,Sum,228,-0.07296136783707077
CG17610,3,FBgn0001137,Day 1,214,2.5046982755937193
CG17610,3,FBgn0001137,Day 2 ,63,0.7247766585778525
CG17610,3,FBgn0001137,Day 3,39,0.2734192509906269
CG17610,3,FBgn0001137,Day 4 ,30,0.11060964911564053
CG17610,3,FBgn0001137,Day 5,33,2.299778913471349
CG17610,3,FBgn0001137,Sum,379,4.934841606434631
CG1799,3,FBgn0003204,Day 1,134,0.5927148591099641
CG1799,3,FBgn0003204,Day 2 ,68,0.8910098371507544
CG1799,3,FBgn0003204,Day 3,32,-0.09464512534290911
CG1799,3,FBgn0003204,Day 4 ,24,-0.44243859646256245
CG1799,3,FBgn0003204,Day 5,16,-0.1746667529218745
CG1799,3,FBgn0003204,Sum,274,1.4525945051198714
CG18085,3,FBgn0003366,Day 1,194,2.0267024214727805
CG18085,3,FBgn0003366,Day 2 ,57,0.5252968442903702
CG18085,3,FBgn0003366,Day 3,43,0.4837417517526475
CG18085,3,FBgn0003366,Day 4 ,28,-0.0737397660770938
CG18085,3,FBgn0003366,Day 5,30,1.8631120311666625
CG18085,3,FBgn0003366,Sum,352,4.039406637525121
CG18247,3,FBgn0015295,Day 1,168,1.4053078111155601
CG18247,3,FBgn0015295,Day 2 ,27,-0.47210222714704164
CG18247,3,FBgn0015295,Day 3,54,1.0621286288482041
CG18247,3,FBgn0015295,Day 4 ,47,1.6775796782538823
CG18247,3,FBgn0015295,Day 5,9,-1.193556144966143
CG18247,3,FBgn0015295,Sum,305,2.4806865064604193
CG18361,3,FBgn0000499,Day 1,148,0.9273119569946213
CG18361,3,FBgn0000499,Day 2 ,41,-0.006649327142916173
CG18361,3,FBgn0000499,Day 3,20,-0.7256126276289709
CG18361,3,FBgn0000499,Day 4 ,23,-0.5346133040589296
CG18361,3,FBgn0000499,Day 5,24,0.9897782665572895
CG18361,3,FBgn0000499,Sum,256,0.8556378591801984
CG2204,3,FBgn0001122,Day 1,181,1.7160051162941703
CG2204,3,FBgn0001122,Day 2 ,51,0.32581703000288775
CG2204,3,FBgn0001122,Day 3,23,-0.5678707520574554
CG2204,3,FBgn0001122,Day 4 ,27,-0.16591447367346096
CG2204,3,FBgn0001122,Day 5,20,0.4075557568177075
CG2204,3,FBgn0001122,Sum,302,2.3811937321371404
CG2248,3,FBgn0010333,Day 1,184,1.7877044944123113
CG2248,3,FBgn0010333,Day 2 ,43,0.059843944286244614
CG2248,3,FBgn0010333,Day 3,14,-1.0410963787720018
CG2248,3,FBgn0010333,Day 4 ,33,0.387133771904742
CG2248,3,FBgn0010333,Day 5,34,2.4453345409062446
CG2248,3,FBgn0010333,Sum,308,2.5801792807836983
CG2275,3,FBgn0001291,Day 1,176,1.5965061527639357
CG2275,3,FBgn0001291,Day 2 ,32,-0.3058690485741397
CG2275,3,FBgn0001291,Day 3,28,-0.3049676261049297
CG2275,3,FBgn0001291,Day 4 ,31,0.2027843567120077
CG2275,3,FBgn0001291,Day 5,19,0.262000129382812
CG2275,3,FBgn0001291,Sum,286,1.8505656024129868
CG2903,3,FBgn0031450,Day 1,21,-2.10796171667334
CG2903,3,FBgn0031450,Day 2 ,19,-0.7380753128636848
CG2903,3,FBgn0031450,Day 3,8,-1.3565801299150326
CG2903,3,FBgn0031450,Day 4 ,17,-1.0876615496371327
CG2903,3,FBgn0031450,Day 5,13,-0.611333635226561
CG2903,3,FBgn0031450,Sum,78,-5.0476000840010125
CG3004,3,FBgn0264691,Day 1,147,0.9034121642885743
CG3004,3,FBgn0264691,Day 2 ,32,-0.3058690485741397
CG3004,3,FBgn0264691,Day 3,37,0.16825800060961663
CG3004,3,FBgn0264691,Day 4 ,3,-2.3781074559862727
CG3004,3,FBgn0264691,Day 5,15,-0.32022238035677
CG3004,3,FBgn0264691,Sum,234,0.1260241808094869
