Gene,Batch,FbID,Condition,Count,Z
OR,0,Control,Day 2 ,58,0.4713590601109709
OR,0,Control,Day 3,25,0.03279129178919753
OR,0,Control,Day 4 ,38,1.6658406815279891
OR,0,Control,Day 5,20,1.089830290159754
OR,0,Control,Sum,141,-1.258027143220707
OR,0,Control,Day 1,72,0.1546748881535978
OR,0,Control,Day 2 ,58,0.4713590601109709
OR,0,Control,Day 3,36,1.836312340195068
OR,0,Control,Day 4 ,24,0.26091480554052854
OR,0,Control,Day 5,23,1.8328963970868588
OR,0,Control,Sum,213,0.8386847621471387
OR,0,Control,Day 1,28,-2.275930497117227
OR,0,Control,Day 2 ,51,-0.21603956921752873
OR,0,Control,Day 3,28,0.5246606686271622
OR,0,Control,Day 4 ,26,0.46161850211016575
OR,0,Control,Day 5,24,2.080585099395894
OR,0,Control,Sum,157,-0.7920911642500748
OR,0,Control,Day 1,53,-0.8949047100315313
OR,0,Control,Day 2 ,40,-1.296237415305171
OR,0,Control,Day 3,30,0.8525735865191386
OR,0,Control,Day 4 ,30,0.8630258952494403
OR,0,Control,Day 5,21,1.337518992468789
OR,0,Control,Sum,174,-0.29703418659377784
OR,0,Control,Day 1,35,-1.8892432767332323
OR,0,Control,Day 2 ,46,-0.7070385901664571
OR,0,Control,Day 3,3,-3.5742508050225434
OR,0,Control,Day 4 ,51,2.970414709230631
OR,0,Control,Day 5,4,-2.8731889467848055
OR,0,Control,Sum,139,-1.3162691405920361
Tj>,0,Control,Day 1,90,1.149013454855299
Tj>,0,Control,Day 2 ,63,0.9623580810598992
Tj>,0,Control,Day 3,31,1.016530045465127
Tj>,0,Control,Day 4 ,13,-0.8429555255924762
Tj>,0,Control,Day 5,19,0.842141587850719
Tj>,0,Control,Sum,216,0.9260477582041322
Tj>,0,Control,Day 1,85,0.8728082974381598
Tj>,0,Control,Day 2 ,56,0.2749594517313996
Tj>,0,Control,Day 3,31,1.016530045465127
Tj>,0,Control,Day 4 ,24,0.26091480554052854
Tj>,0,Control,Day 5,15,-0.1486132213854209
Tj>,0,Control,Sum,211,0.7804427647758096
Tj>,0,Control,Day 1,62,-0.3977354266806806
Tj>,0,Control,Day 2 ,41,-1.1980376111153854
Tj>,0,Control,Day 3,17,-1.2788603797787084
Tj>,0,Control,Day 4 ,30,0.8630258952494403
Tj>,0,Control,Day 5,20,1.089830290159754
Tj>,0,Control,Sum,170,-0.4135181813364359
Tj>,0,Control,Day 1,63,-0.3424943951972528
Tj>,0,Control,Day 2 ,62,0.8641582768701136
Tj>,0,Control,Day 3,22,-0.4590780850487672
Tj>,0,Control,Day 4 ,31,0.9633777435342589
Tj>,0,Control,Day 5,14,-0.3963019236944559
Tj>,0,Control,Sum,192,0.22714378974818364
Tj>,0,Control,Day 1,46,-1.281591930415526
Tj>,0,Control,Day 2 ,44,-0.9034381985460284
Tj>,0,Control,Day 3,23,-0.2951216261027789
Tj>,0,Control,Day 4 ,9,-1.2443629187317506
Tj>,0,Control,Day 5,10,-1.3870567329305958
Tj>,0,Control,Sum,132,-1.520116131391688
Tj>Bab2RNAi,0,Control,Day 1,121,2.861485430841562
Tj>Bab2RNAi,0,Control,Day 2 ,79,2.53355494809647
Tj>Bab2RNAi,0,Control,Day 3,36,1.836312340195068
Tj>Bab2RNAi,0,Control,Day 4 ,25,0.3612666538253472
Tj>Bab2RNAi,0,Control,Day 5,31,3.814406015559139
Tj>Bab2RNAi,0,Control,Sum,292,3.139243658314636
Tj>Hpo,0,Control,Day 1,0,-3.822679378653207
Tj>Hpo,0,Control,Day 2 ,0,-5.224229582896598
Tj>Hpo,0,Control,Day 3,0,-4.066120181860509
Tj>Hpo,0,Control,Day 4 ,0,-2.147529553295118
Tj>Hpo,0,Control,Day 5,0,-3.8639437560209453
Tj>Hpo,0,Control,Sum,0,-5.364087957899406
Tj>HpoRNAi,0,Control,Day 1,95,1.4252186122724382
Tj>HpoRNAi,0,Control,Day 2 ,33,-1.9836360446336707
Tj>HpoRNAi,0,Control,Day 3,19,-0.9509474618867318
Tj>HpoRNAi,0,Control,Day 4 ,72,5.077803523211822
Tj>HpoRNAi,0,Control,Day 5,22,1.585207694777824
Tj>HpoRNAi,0,Control,Sum,241,1.6540727253457455
CG10079,1,FBgn0003731,Day 1,122,0.8528028654224418
CG10079,1,FBgn0003731,Day 2 ,55,1.0093898773656795
CG10079,1,FBgn0003731,Day 3,21,-2.7386127875258306
CG10079,1,FBgn0003731,Day 4 ,11,0.0
CG10079,1,FBgn0003731,Day 5,3,-2.3039181175687737
CG10079,1,FBgn0003731,Sum,212,-0.4448401242652822
CG12306,1,FBgn0003124,Day 1,0,-7.817359599705716
CG12306,1,FBgn0003124,Day 2 ,0,-3.616980393893685
CG12306,1,FBgn0003124,Day 3,0,-14.240786495134317
CG12306,1,FBgn0003124,Day 4 ,0,-1.1861605052378226
CG12306,1,FBgn0003124,Day 5,0,-2.5723357623340677
CG12306,1,FBgn0003124,Sum,0,-14.416115138226738
CG1775,1,FBgn0011655,Day 1,86,-1.7056057308448835
CG1775,1,FBgn0011655,Day 2 ,78,2.944053808983232
CG1775,1,FBgn0011655,Day 3,41,8.215838362577491
CG1775,1,FBgn0011655,Day 4 ,40,3.127150422899714
CG1775,1,FBgn0011655,Day 5,19,-0.8723573454872056
CG1775,1,FBgn0011655,Sum,264,2.982076388593188
CG18290,1,FBgn0000046,Day 1,152,2.984810028978546
CG18290,1,FBgn0000046,Day 2 ,57,1.177621523593293
CG18290,1,FBgn0000046,Day 3,53,14.788509052639485
CG18290,1,FBgn0000046,Day 4 ,34,2.4801537836790835
CG18290,1,FBgn0000046,Day 5,26,-0.2460495077015195
CG18290,1,FBgn0000046,Sum,322,6.80440634524302
CG2671,1,FBgn0002121,Day 1,174,4.54828194891969
CG2671,1,FBgn0002121,Day 2 ,49,0.5046949386828398
CG2671,1,FBgn0002121,Day 3,31,2.7386127875258306
CG2671,1,FBgn0002121,Day 4 ,30,2.0488226908653298
CG2671,1,FBgn0002121,Day 5,20,-0.7828847972321076
CG2671,1,FBgn0002121,Sum,304,5.618166013868934
CG6054,1,FBgn0005355,Day 1,144,2.416274785363585
CG6054,1,FBgn0005355,Day 2 ,60,1.4299689929347128
CG6054,1,FBgn0005355,Day 3,38,6.572670690061993
CG6054,1,FBgn0005355,Day 4 ,19,0.8626621856275073
CG6054,1,FBgn0005355,Day 5,28,-0.0671044111913235
CG6054,1,FBgn0005355,Sum,289,4.629632404390529
CG7926,1,FBgn0026597,Day 1,79,-2.2030740690079744
CG7926,1,FBgn0026597,Day 2 ,40,-0.2523474693414199
CG7926,1,FBgn0026597,Day 3,33,3.8340579025361627
CG7926,1,FBgn0026597,Day 4 ,5,-0.6469966392206304
CG7926,1,FBgn0026597,Day 5,28,-0.0671044111913235
CG7926,1,FBgn0026597,Sum,185,-2.224200621326411
OR,1,Control,Day 1,107,-0.21320071635561044
OR,1,Control,Day 2 ,36,-0.5888107617966465
OR,1,Control,Day 3,17,-4.9295030175464944
OR,1,Control,Day 4 ,11,0.0
OR,1,Control,Day 5,12,-1.4986651832728917
OR,1,Control,Sum,183,-2.3560051025901982
OR,1,Control,Day 1,81,-2.0609402581042344
OR,1,Control,Day 2 ,25,-1.5140848160485194
OR,1,Control,Day 3,15,-6.024948132556827
OR,1,Control,Day 4 ,27,1.7253243712550146
OR,1,Control,Day 5,10,-1.6776102797830876
OR,1,Control,Sum,158,-4.003561118387539
OR,1,Control,Day 1,101,-0.6396021490668313
OR,1,Control,Day 2 ,19,-2.018779754731359
OR,1,Control,Day 3,18,-4.381780460041329
OR,1,Control,Day 4 ,21,1.078327732034384
OR,1,Control,Day 5,24,-0.42499460421171553
OR,1,Control,Sum,183,-2.3560051025901982
OR,1,Control,Day 1,91,-1.3502712035855329
OR,1,Control,Day 2 ,27,-1.3458531698209062
OR,1,Control,Day 3,16,-5.477225575051661
OR,1,Control,Day 4 ,21,1.078327732034384
OR,1,Control,Day 5,18,-0.9618298937423035
OR,1,Control,Sum,173,-3.0150275089091347
Tj>,1,Control,Day 1,113,0.21320071635561044
Tj>,1,Control,Day 2 ,27,-1.3458531698209062
Tj>,1,Control,Day 3,28,1.0954451150103321
Tj>,1,Control,Day 4 ,18,0.7548294124240689
Tj>,1,Control,Day 5,20,-0.7828847972321076
Tj>,1,Control,Sum,206,-0.8402535680566441
Tj>,1,Control,Day 1,90,-1.4213381090374029
Tj>,1,Control,Day 2 ,51,0.6729265849104531
Tj>,1,Control,Day 3,24,-1.0954451150103321
Tj>,1,Control,Day 4 ,3,-0.8626621856275073
Tj>,1,Control,Day 5,42,1.1855112643800485
Tj>,1,Control,Sum,210,-0.5766446055290695
Tj>,1,Control,Day 1,114,0.2842676218074806
Tj>,1,Control,Day 2 ,41,-0.16823164622761327
Tj>,1,Control,Day 3,27,0.5477225575051661
Tj>,1,Control,Day 4 ,3,-0.8626621856275073
Tj>,1,Control,Day 5,34,0.4697308783392645
Tj>,1,Control,Sum,219,0.016475560157973416
Tj>,1,Control,Day 1,123,0.9238697708743119
Tj>,1,Control,Day 2 ,53,0.8411582311380663
Tj>,1,Control,Day 3,25,-0.5477225575051661
Tj>,1,Control,Day 4 ,20,0.9704949588309457
Tj>,1,Control,Day 5,19,-0.8723573454872056
Tj>,1,Control,Sum,240,1.4004226134277402
Tj>Bab1RNAi,1,Control,Day 1,146,2.5584085962673253
Tj>Bab1RNAi,1,Control,Day 2 ,57,1.177621523593293
Tj>Bab1RNAi,1,Control,Day 3,38,6.572670690061993
Tj>Bab1RNAi,1,Control,Day 4 ,21,1.078327732034384
Tj>Bab1RNAi,1,Control,Day 5,20,-0.7828847972321076
Tj>Bab1RNAi,1,Control,Sum,282,4.168316719967274
Tj>Bab2RNAi,1,Control,Day 1,160,3.5533452725935075
Tj>Bab2RNAi,1,Control,Day 2 ,57,1.177621523593293
Tj>Bab2RNAi,1,Control,Day 3,41,8.215838362577491
Tj>Bab2RNAi,1,Control,Day 4 ,31,2.156655464068768
Tj>Bab2RNAi,1,Control,Day 5,33,0.38025833008416654
Tj>Bab2RNAi,1,Control,Sum,322,6.80440634524302
Tj>Hpo,1,Control,Day 1,0,-7.817359599705716
Tj>Hpo,1,Control,Day 2 ,0,-3.616980393893685
Tj>Hpo,1,Control,Day 3,0,-14.240786495134317
Tj>Hpo,1,Control,Day 4 ,0,-1.1861605052378226
Tj>Hpo,1,Control,Day 5,0,-2.5723357623340677
Tj>Hpo,1,Control,Sum,0,-14.416115138226738
Tj>HpoRNAi,1,Control,Day 1,109,-0.07106690545187015
Tj>HpoRNAi,1,Control,Day 2 ,30,-1.0935057004794864
Tj>HpoRNAi,1,Control,Day 3,28,1.0954451150103321
Tj>HpoRNAi,1,Control,Day 4 ,40,3.127150422899714
Tj>HpoRNAi,1,Control,Day 5,28,-0.0671044111913235
Tj>HpoRNAi,1,Control,Sum,235,1.070911410268272
Tj>Yki,1,Control,Day 1,0,-7.817359599705716
Tj>Yki,1,Control,Day 2 ,0,-3.616980393893685
Tj>Yki,1,Control,Day 3,0,-14.240786495134317
Tj>Yki,1,Control,Day 4 ,0,-1.1861605052378226
Tj>Yki,1,Control,Day 5,0,-2.5723357623340677
Tj>Yki,1,Control,Sum,0,-14.416115138226738
Tj>YkiRNAi,1,Control,Day 1,0,-7.817359599705716
Tj>YkiRNAi,1,Control,Day 2 ,0,-3.616980393893685
Tj>YkiRNAi,1,Control,Day 3,0,-14.240786495134317
Tj>YkiRNAi,1,Control,Day 4 ,0,-1.1861605052378226
Tj>YkiRNAi,1,Control,Day 5,0,-2.5723357623340677
Tj>YkiRNAi,1,Control,Sum,0,-14.416115138226738
CG1081,2,FBgn0041191,Day 1,51,-2.780901516672251
CG1081,2,FBgn0041191,Day 2 ,15,-2.225904032147518
CG1081,2,FBgn0041191,Day 3,1,-3.5197867600421917
CG1081,2,FBgn0041191,Day 4 ,4,-1.5097027121927944
CG1081,2,FBgn0041191,Day 5,4,-1.752499093081954
CG1081,2,FBgn0041191,Sum,75,-5.078028346300109
CG1374,2,FBgn0003866,Day 1,133,1.7079552622081544
CG1374,2,FBgn0003866,Day 2 ,54,-0.24393468845452237
CG1374,2,FBgn0003866,Day 3,32,-0.5866311266736989
CG1374,2,FBgn0003866,Day 4 ,10,-1.056791898534956
CG1374,2,FBgn0003866,Day 5,26,-0.21029989116983447
CG1374,2,FBgn0003866,Sum,255,0.09191001531764871
CG1725,2,FBgn0001624,Day 1,0,-5.572751464512503
CG1725,2,FBgn0001624,Day 2 ,0,-2.9881999335679006
CG1725,2,FBgn0001624,Day 3,0,-3.61440468369924
CG1725,2,FBgn0001624,Day 4 ,2,-1.660672983412074
CG1725,2,FBgn0001624,Day 5,0,-2.0328989479750668
CG1725,2,FBgn0001624,Sum,2,-7.174725570733979
CG1877,2,FBgn0015509,Day 1,138,1.981666041408179
CG1877,2,FBgn0015509,Day 2 ,54,-0.24393468845452237
CG1877,2,FBgn0015509,Day 3,51,1.2111094228102162
CG1877,2,FBgn0015509,Day 4 ,33,0.6793662204867574
CG1877,2,FBgn0015509,Day 5,46,1.1916993832957288
CG1877,2,FBgn0015509,Sum,322,2.0162759610309253
CG2048,2,FBgn0002413,Day 1,104,0.12043274284801103
CG2048,2,FBgn0002413,Day 2 ,70,0.5691809397272194
CG2048,2,FBgn0002413,Day 3,41,0.2649301862397346
CG2048,2,FBgn0002413,Day 4 ,22,-0.15097027121927944
CG2048,2,FBgn0002413,Day 5,38,0.6308996735095035
CG2048,2,FBgn0002413,Sum,275,0.6663476110529551
CG2160,2,FBgn0033266,Day 1,131,1.5984709505281445
CG2160,2,FBgn0033266,Day 2 ,56,-0.14229523493180465
CG2160,2,FBgn0033266,Day 3,28,-0.9651028213018915
CG2160,2,FBgn0033266,Day 4 ,36,0.9058216273156766
CG2160,2,FBgn0033266,Day 5,37,0.5607997097862253
CG2160,2,FBgn0033266,Sum,288,1.0397320482809045
CG2411,2,FBgn0003892,Day 1,0,-5.572751464512503
CG2411,2,FBgn0003892,Day 2 ,0,-2.9881999335679006
CG2411,2,FBgn0003892,Day 3,0,-3.61440468369924
CG2411,2,FBgn0003892,Day 4 ,1,-1.7361581190217135
CG2411,2,FBgn0003892,Day 5,0,-2.0328989479750668
CG2411,2,FBgn0003892,Sum,1,-7.203447450520744
CG2845,2,FBgn0003079,Day 1,167,3.5691885607683225
CG2845,2,FBgn0003079,Day 2 ,63,0.21344285239770736
CG2845,2,FBgn0003079,Day 3,50,1.116491499153168
CG2845,2,FBgn0003079,Day 4 ,29,0.3774256780481986
CG2845,2,FBgn0003079,Day 5,35,0.42059978233966894
CG2845,2,FBgn0003079,Sum,344,2.6481573163397627
CG3848,2,FBgn0023518,Day 1,0,-5.572751464512503
CG3848,2,FBgn0023518,Day 2 ,0,-2.9881999335679006
CG3848,2,FBgn0023518,Day 3,0,-3.61440468369924
CG3848,2,FBgn0023518,Day 4 ,0,-1.8116432546313532
CG3848,2,FBgn0023518,Day 5,0,-2.0328989479750668
CG3848,2,FBgn0023518,Sum,0,-7.232169330307509
CG4005,2,FBgn0034970,Day 1,0,-5.572751464512503
CG4005,2,FBgn0034970,Day 2 ,4,-2.7849210265224653
CG4005,2,FBgn0034970,Day 3,0,-3.61440468369924
CG4005,2,FBgn0034970,Day 4 ,1,-1.7361581190217135
CG4005,2,FBgn0034970,Day 5,1,-1.9627989842517886
CG4005,2,FBgn0034970,Sum,6,-7.059838051586917
CG4006,2,FBgn0010379,Day 1,0,-5.572751464512503
CG4006,2,FBgn0010379,Day 2 ,0,-2.9881999335679006
CG4006,2,FBgn0010379,Day 3,0,-3.61440468369924
CG4006,2,FBgn0010379,Day 4 ,0,-1.8116432546313532
CG4006,2,FBgn0010379,Day 5,0,-2.0328989479750668
CG4006,2,FBgn0010379,Sum,0,-7.232169330307509
CG4656,2,FBgn0039055,Day 1,118,0.8868229246080802
CG4656,2,FBgn0039055,Day 2 ,55,-0.19311496169316353
CG4656,2,FBgn0039055,Day 3,43,0.4541660335538309
CG4656,2,FBgn0039055,Day 4 ,19,-0.3774256780481986
CG4656,2,FBgn0039055,Day 5,38,0.6308996735095035
CG4656,2,FBgn0039055,Sum,273,0.6089038514794245
CG4720,2,FBgn0014006,Day 1,152,2.7480562231682484
CG4720,2,FBgn0014006,Day 2 ,49,-0.4980333222613167
CG4720,2,FBgn0014006,Day 3,52,1.3057273464672643
CG4720,2,FBgn0014006,Day 4 ,34,0.7548513560963972
CG4720,2,FBgn0014006,Day 5,23,-0.42059978233966894
CG4720,2,FBgn0014006,Sum,310,1.6716134035897416
CG4803,2,FBgn0039015,Day 1,105,0.17517489868801597
CG4803,2,FBgn0039015,Day 2 ,60,0.060983672113630774
CG4803,2,FBgn0039015,Day 3,31,-0.681249050330747
CG4803,2,FBgn0039015,Day 4 ,14,-0.7548513560963972
CG4803,2,FBgn0039015,Day 5,26,-0.21029989116983447
CG4803,2,FBgn0039015,Sum,236,-0.45380570063089243
CG5055,2,FBgn0000163,Day 1,94,-0.4269888155520384
CG5055,2,FBgn0000163,Day 2 ,14,-2.2767237589088767
CG5055,2,FBgn0000163,Day 3,26,-1.1543386686159878
CG5055,2,FBgn0000163,Day 4 ,3,-1.5851878478024342
CG5055,2,FBgn0000163,Day 5,2,-1.8926990205285104
CG5055,2,FBgn0000163,Sum,139,-3.239828039947129
CG5216,2,FBgn0024291,Day 1,0,-5.572751464512503
CG5216,2,FBgn0024291,Day 2 ,0,-2.9881999335679006
CG5216,2,FBgn0024291,Day 3,0,-3.61440468369924
CG5216,2,FBgn0024291,Day 4 ,0,-1.8116432546313532
CG5216,2,FBgn0024291,Day 5,0,-2.0328989479750668
CG5216,2,FBgn0024291,Sum,0,-7.232169330307509
CG5884,2,FBgn0026192,Day 1,116,0.7773386129280704
CG5884,2,FBgn0026192,Day 2 ,49,-0.4980333222613167
CG5884,2,FBgn0026192,Day 3,16,-2.1005179051864693
CG5884,2,FBgn0026192,Day 4 ,7,-1.2832473053638753
CG5884,2,FBgn0026192,Day 5,0,-2.0328989479750668
CG5884,2,FBgn0026192,Sum,188,-1.832455930395628
CG5974,2,FBgn0010441,Day 1,102,0.010948431168001144
CG5974,2,FBgn0010441,Day 2 ,64,0.2642625791590662
CG5974,2,FBgn0010441,Day 3,17,-2.005899981529421
CG5974,2,FBgn0010441,Day 4 ,1,-1.7361581190217135
CG5974,2,FBgn0010441,Day 5,3,-1.8225990568052322
CG5974,2,FBgn0010441,Sum,187,-1.8611778101823933
CG6535,2,FBgn0045035,Day 1,6,-5.2442985294724735
CG6535,2,FBgn0045035,Day 2 ,3,-2.835740753283824
CG6535,2,FBgn0045035,Day 3,0,-3.61440468369924
CG6535,2,FBgn0045035,Day 4 ,0,-1.8116432546313532
CG6535,2,FBgn0045035,Day 5,0,-2.0328989479750668
CG6535,2,FBgn0045035,Sum,9,-6.973672412226621
CG6551,2,FBgn0001079,Day 1,160,3.1859934698882877
